Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Hu J.,,LocalAli: An evolutionary-based local alignment approach to identify functionally conserved modules in multiple networks,2015,Bioinformatics,21,10.1093/bioinformatics/btu652,Germany,Article,Berlin,1,Journal,2-s2.0-84929142462
Saraph V.,,MAGNA: Maximizing Accuracy in Global Network Alignment,2014,"Bioinformatics (Oxford, England)",95,10.1093/bioinformatics/btu409,United States,Article,Notre Dame,1,Journal,2-s2.0-84921734389
Ali W.,,Alignment-free protein interaction network comparison,2014,Bioinformatics,24,10.1093/bioinformatics/btu447,United Kingdom,Conference Paper,Oxford,1,Journal,2-s2.0-84907030076
Hashemifar S.,,HubAlign: An accurate and efficient method for global alignment of protein-protein interaction networks,2014,Bioinformatics,54,10.1093/bioinformatics/btu450,United States,Conference Paper,Chicago,1,Journal,2-s2.0-84907022389
Clark C.,,A comparison of algorithms for the pairwise alignment of biological networks,2014,Bioinformatics,73,10.1093/bioinformatics/btu307,United States,Article,Colorado Springs,1,Journal,2-s2.0-84906243482
Tian Y.,,Knowledge-fused differential dependency network models for detecting significant rewiring in biological networks,2014,BMC Systems Biology,16,10.1186/s12918-014-0087-1,United States,Article,Blacksburg,1,Journal,2-s2.0-84905862253
Dehmer M.,,Interrelations of graph distance measures based on topological indices,2014,PLoS ONE,40,10.1371/journal.pone.0094985,Austria;Germany,Article,Hall/Tyrol;Neubiberg,1,Journal,2-s2.0-84899705018
Rahmatallah Y.,,Gene Sets Net Correlations Analysis (GSNCA): A multivariate differential coexpression test for gene sets,2014,Bioinformatics,49,10.1093/bioinformatics/btt687,United States,Article,Little Rock,1,Journal,2-s2.0-84893275855
Minas C.,,Distance-based analysis of variance: Approximate inference,2014,Statistical Analysis and Data Mining,5,10.1002/sam.11227,United Kingdom,Article,London,0,Journal,2-s2.0-84911887210
Radu A.,,Node fingerprinting: An efficient heuristic for aligning biological networks,2014,Journal of Computational Biology,6,10.1089/cmb.2014.0114,Australia,Article,Sydney,0,Journal,2-s2.0-84907910598
