Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Giabbanelli P.,,Modeling the influence of social networks and environment on energy balance and obesity,2012,Journal of Computational Science,32,10.1016/j.jocs.2012.01.004,Canada,Article,Burnaby,0,Journal,2-s2.0-84858009013
Alimadad A.,,Modeling HIV spread through sexual contact using a cellular automaton,2011,"2011 IEEE Congress of Evolutionary Computation, CEC 2011",6,10.1109/CEC.2011.5949907,Canada,Conference Paper,Burnaby,0,Conference Proceeding,2-s2.0-80051964712
Dabbaghian V.,,The social impact in a high-risk community: A cellular automata model,2011,Journal of Computational Science,18,10.1016/j.jocs.2011.05.008,Canada,Article,Burnaby,0,Journal,2-s2.0-80052889843
Dabbaghian V.,,A cellular automata model on residential migration in response to neighborhood social dynamics,2010,Mathematical and Computer Modelling,25,10.1016/j.mcm.2010.07.002,Canada,Article,Burnaby,1,Journal,2-s2.0-77956011870
Hayashi K.,,"An external evaluation of a peer-run outreach-based syringe exchange in Vancouver, Canada",2010,International Journal of Drug Policy,44,10.1016/j.drugpo.2010.03.002,Canada;Canada,Article,Vancouver;Vancouver,0,Journal,2-s2.0-77955843315
Gonzalez-Guarda R.M.,,"La mancha negra: Substance abuse, violence, and sexual risks among hispanic males",2010,Western Journal of Nursing Research,36,10.1177/0193945909343594,United States,Article,Coral Gables,0,Journal,2-s2.0-77649261859
Latkin C.,,"Social norms, social networks, and HIV risk behavior among injection drug users",2010,AIDS and Behavior,66,10.1007/s10461-009-9576-4,United States,Article,Baltimore,0,Journal,2-s2.0-78650828141
Lee H.S.,,"Demarginalizing the marginalized in substance abuse treatment: Stories of homeless, active substance users in an urban harm reduction based drop-in center",2009,Addiction Research and Theory,14,10.3109/16066350802168613,United States,Article,Chicago,0,Journal,2-s2.0-70450205134
Small W.,,Access to health and social services for IDU: The impact of a medically supervised injection facility,2009,Drug and Alcohol Review,27,10.1111/j.1465-3362.2009.00025.x,Canada,Article,Vancouver,0,Journal,2-s2.0-70349330625
Hilton B.,,Evaluation of the AIDS prevention street nurse program:One step at a time,2009,Canadian Journal of Nursing Research,2,,Canada,Article,Vancouver,0,Journal,2-s2.0-67650140678
Bueno S.,,Benchmarking main activation functions in fuzzy cognitive maps,2009,Expert Systems with Applications,200,10.1016/j.eswa.2008.06.072,Spain,Article,Sevilla,0,Journal,2-s2.0-58349115624
Tsadiras A.K.,,"Comparing the inference capabilities of binary, trivalent and sigmoid fuzzy cognitive maps",2008,Information Sciences,171,10.1016/j.ins.2008.05.015,Greece,Article,Thessaloniki,0,Journal,2-s2.0-48749094442
Werb D.,,Effects of police confiscation of illicit drugs and syringes among injection drug users in Vancouver,2008,International Journal of Drug Policy,90,10.1016/j.drugpo.2007.08.004,Canada,Article,Vancouver,0,Journal,2-s2.0-47049091414
