Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Cross F.,,The Chlamydomonas cell cycle,2015,Plant Journal,73,10.1111/tpj.12795,United States,Article,New York,1,Journal,2-s2.0-84929046310
Scaife M.,,Establishing Chlamydomonas reinhardtii as an industrial biotechnology host,2015,Plant Journal,82,10.1111/tpj.12781,United Kingdom,Article,Cambridge,1,Journal,2-s2.0-84929045412
Natali A.,,Characterization of the major light-harvesting complexes (LHCBM) of the green alga Chlamydomonas reinhardtii,2015,PLoS ONE,38,10.1371/journal.pone.0119211,Netherlands,Article,Amsterdam,1,Journal,2-s2.0-84923832053
Noordally Z.,,Clocks in algae,2015,Biochemistry,26,10.1021/bi501089x,United Kingdom,Article,Edinburgh,0,Journal,2-s2.0-84922464567
Anders S.,,HTSeq-A Python framework to work with high-throughput sequencing data,2015,Bioinformatics,6328,10.1093/bioinformatics/btu638,Germany,Article,Heidelberg,1,Journal,2-s2.0-84928987900
Recuenco-Muñoz L.,,Targeted quantitative analysis of a diurnal RuBisCO subunit expression and translation profile in Chlamydomonas reinhardtii introducing a novel Mass Western approach,2015,Journal of Proteomics,13,10.1016/j.jprot.2014.09.026,Austria,Article,Vienna,0,Journal,2-s2.0-84908388827
Jinkerson R.,,Molecular techniques to interrogate and edit the Chlamydomonas nuclear genome,2015,Plant Journal,78,10.1111/tpj.12801,United States,Article,"Washington, D.C.",0,Journal,2-s2.0-84929048842
Love M.I.,,Moderated estimation of fold change and dispersion for RNA-seq data with DESeq2,2014,Genome Biology,13259,10.1186/s13059-014-0550-8,Germany;United States;Germany,Article,Berlin;Boston;Heidelberg,1,Journal,2-s2.0-84924629414
Endo M.,,Tissue-specific clocks in Arabidopsis show asymmetric coupling,2014,Nature,122,10.1038/nature13919,Japan;Japan,Article,Kawaguchi;Kyoto,0,Journal,2-s2.0-84911478558
Idoine A.,,The diurnal logic of the expression of the chloroplast genome in chlamydomonas reinhardtii,2014,PLoS ONE,11,10.1371/journal.pone.0108760,Germany,Article,Potsdam,1,Journal,2-s2.0-84907494013
Mitchell M.,,Dynamics of carbon-concentrating mechanism induction and protein relocalization during the dark-to-light transition in synchronized Chlamydomonas reinhardtii,2014,Plant Physiology,25,10.1104/pp.114.246918,United Kingdom,Article,Cambridge,1,Journal,2-s2.0-84907790384
Tulin F.,,A microbial avenue to cell cycle control in the plant superkingdom,2014,Plant Cell,38,10.1105/tpc.114.129312,United States,Article,New York,1,Journal,2-s2.0-84912085959
Bolger A.,,Trimmomatic: A flexible trimmer for Illumina sequence data,2014,Bioinformatics,13413,10.1093/bioinformatics/btu170,Germany;Germany,Article,Potsdam;Aachen,1,Journal,2-s2.0-84905049901
Desvoyes B.,,Looking at plant cell cycle from the chromatin window,2014,Frontiers in Plant Science,27,10.3389/fpls.2014.00369,Spain,Review,Madrid,1,Journal,2-s2.0-84979765699
Hayashi Y.,,Increase in peroxisome number and the gene expression of putative glyoxysomal enzymes in Chlamydomonas cells supplemented with acetate,2014,Journal of Plant Research,5,10.1007/s10265-014-0681-8,Japan,Article,Niigata,0,Journal,2-s2.0-84922103193
Tirumani S.,,Regulation of CCM genes in Chlamydomonas reinhardtii during conditions of light-dark cycles in synchronous cultures,2014,Plant Molecular Biology,13,10.1007/s11103-014-0183-z,India;India,Article,Mumbai;Guntur,0,Journal,2-s2.0-84900852916
Panchy N.,,"Prevalence, evolution, and cis-regulation of diel transcription in Chlamydomonas reinhardtii",2014,"G3: Genes, Genomes, Genetics",16,10.1534/g3.114.015032,United States,Article,East Lansing,1,Journal,2-s2.0-84964312519
Chang L.,,Insights into the anaphase-promoting complex: A molecular machine that regulates mitosis,2014,Current Opinion in Structural Biology,70,10.1016/j.sbi.2014.08.003,United Kingdom,Review,Cambridge,0,Journal,2-s2.0-84906515478
Reddy A.,,Metabolic and nontranscriptional circadian clocks: Eukaryotes,2014,Annual Review of Biochemistry,68,10.1146/annurev-biochem-060713-035623,United Kingdom,Review,Cambridge,0,Book Series,2-s2.0-84902161090
