Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
He K.,,Spatial Pyramid Pooling in Deep Convolutional Networks for Visual Recognition,2015,IEEE Transactions on Pattern Analysis and Machine Intelligence,1937,10.1109/TPAMI.2015.2389824,United States,Article,Redmond,0,Journal,2-s2.0-84939247735
Bucak S.,,Multiple kernel learning for visual object recognition: A review,2014,IEEE Transactions on Pattern Analysis and Machine Intelligence,171,10.1109/TPAMI.2013.212,United States,Review,East Lansing,0,Journal,2-s2.0-84903197687
Razavian A.S.,,CNN features off-the-shelf: An astounding baseline for recognition,2014,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,2189,10.1109/CVPRW.2014.131,Sweden,Conference Paper,Stockholm,0,Conference Proceeding,2-s2.0-84908537903
Luo Y.,,Vector-valued multi-view semi-supervised learning for multi-label image classification,2013,"Proceedings of the 27th AAAI Conference on Artificial Intelligence, AAAI 2013",31,,China,Conference Paper,Beijing,0,Conference Proceeding,2-s2.0-84893379490
Sindhwani V.,,Scalable matrix-valued kernel learning for high-dimensional nonlinear multivariate regression and granger causality,2013,"Uncertainty in Artificial Intelligence - Proceedings of the 29th Conference, UAI 2013",11,,United States,Conference Paper,Yorktown Heights,0,Conference Proceeding,2-s2.0-84888143769
Roffo G.,,Trusting skype: Learning the way people chat for fast user recognition and verification,2013,Proceedings of the IEEE International Conference on Computer Vision,5,10.1109/ICCVW.2013.102,Italy,Conference Paper,Verona,0,Conference Proceeding,2-s2.0-84897496605
Minh H.Q.,,A unifying framework for vector-valued manifold regularization and multi-view learning,2013,"30th International Conference on Machine Learning, ICML 2013",23,,Italy,Conference Paper,Genoa,0,Conference Proceeding,2-s2.0-84897540076
Figueira D.,,Semi-supervised multi-feature learning for person re-identification,2013,"2013 10th IEEE International Conference on Advanced Video and Signal Based Surveillance, AVSS 2013",47,10.1109/AVSS.2013.6636625,Portugal,Conference Paper,Lisbon,0,Conference Proceeding,2-s2.0-84890875799
Luo Y.,,Multiview vector-valued manifold regularization for multilabel image classification,2013,IEEE Transactions on Neural Networks and Learning Systems,114,10.1109/TNNLS.2013.2238682,China,Article,Beijing,0,Journal,2-s2.0-84884922012
Mroueh Y.,,Multiclass learning with simplex coding,2012,Advances in Neural Information Processing Systems,20,,United States;United States,Conference Paper,Cambridge;Cambridge,0,Conference Proceeding,2-s2.0-84877731946
Yan F.,,Non-sparse multiple kernel fisher discriminant analysis,2012,Journal of Machine Learning Research,28,,United Kingdom,Article,Guildford,0,Journal,2-s2.0-84859457072
Zhang H.,,Refinement of operator-valued reproducing kernels,2012,Journal of Machine Learning Research,11,,China,Article,Guangzhou,0,Journal,2-s2.0-84863285907
Saberian M.,,Multiclass boosting: Theory and algorithms,2011,"Advances in Neural Information Processing Systems 24: 25th Annual Conference on Neural Information Processing Systems 2011, NIPS 2011",61,,United States,Conference Paper,San Diego,0,Conference Proceeding,2-s2.0-84860628863
Minh H.,,Vector-valued manifold regularization,2011,"Proceedings of the 28th International Conference on Machine Learning, ICML 2011",25,,Italy,Conference Paper,Genoa,0,Conference Proceeding,2-s2.0-80053444449
Dinuzzo F.,,Learning output kernels with block coordinate descent,2011,"Proceedings of the 28th International Conference on Machine Learning, ICML 2011",45,,Germany,Conference Paper,Tubingen,0,Conference Proceeding,2-s2.0-80053439496
Kadri H.,,Functional regularized least squares classification with operator-valued kernels,2011,"Proceedings of the 28th International Conference on Machine Learning, ICML 2011",10,,France,Conference Paper,Le Chesnay,0,Conference Proceeding,2-s2.0-80053436207
Brouard C.,,Semi-supervised penalized output kernel regression for link prediction,2011,"Proceedings of the 28th International Conference on Machine Learning, ICML 2011",45,,France,Conference Paper,Evry,0,Conference Proceeding,2-s2.0-80053456365
Wu T.T.,,Multicategory vertex discriminant analysis for high-dimensional data,2010,Annals of Applied Statistics,17,10.1214/10-AOAS345,United States,Article,College Park,1,Journal,2-s2.0-80052029012
Yang J.,,Group-sensitive multiple kernel learning for object categorization,2009,Proceedings of the IEEE International Conference on Computer Vision,116,10.1109/ICCV.2009.5459172,China;China;China,Conference Paper,Beijing;Beijing;Beijing,0,Conference Proceeding,2-s2.0-77952494909
Vedaldi A.,,Multiple Kernels for object detection,2009,Proceedings of the IEEE International Conference on Computer Vision,574,10.1109/ICCV.2009.5459183,United Kingdom,Conference Paper,Oxford,0,Conference Proceeding,2-s2.0-77953196456
Rosenberg D.,,Multiview point cloud kernels for semisupervised learning [Lecture Notes],2009,IEEE Signal Processing Magazine,15,10.1109/MSP.2009.933383,United States,Article,New York,0,Journal,2-s2.0-85032751195
Nilsback M.,,Automated flower classification over a large number of classes,2008,"Proceedings - 6th Indian Conference on Computer Vision, Graphics and Image Processing, ICVGIP 2008",769,10.1109/ICVGIP.2008.47,United Kingdom,Conference Paper,Oxford,0,Conference Proceeding,2-s2.0-65249121810
Caponnetto A.,,Universal multi-task Kernels,2008,Journal of Machine Learning Research,81,,Hong Kong,Article,Kowloon,0,Journal,2-s2.0-48849098893
Sindhwani V.,,An RKHS for multi-view learning and manifold co-regularization,2008,Proceedings of the 25th International Conference on Machine Learning,165,10.1145/1390156.1390279,United States,Conference Paper,Yorktown Heights,0,Conference Proceeding,2-s2.0-56449131204
Reisert M.,,Learning equivariant functions with matrix valued kernels,2007,Journal of Machine Learning Research,17,,Germany,Article,Freiburg im Breisgau,0,Journal,2-s2.0-33947215991
Hill S.I.,,A framework for kernel-based multi-category classification,2007,Journal of Artificial Intelligence Research,20,10.1613/jair.2251,United Kingdom,Article,Cambridge,1,Journal,2-s2.0-38349108477
Nilsback M.,,A visual vocabulary for flower classification,2006,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,451,10.1109/CVPR.2006.42,United Kingdom,Conference Paper,Oxford,0,Conference Proceeding,2-s2.0-33845570201
Brefeld U.,,Efficient co-regularised least squares regression,2006,ACM International Conference Proceeding Series,55,10.1145/1143844.1143862,Germany,Conference Paper,Berlin,0,Conference Proceeding,2-s2.0-34250767770
Belkin M.,,Manifold regularization: A geometric framework for learning from labeled and unlabeled examples,2006,Journal of Machine Learning Research,2552,,United States,Article,Columbus,0,Journal,2-s2.0-33750729556
Fei-Fei L.,,One-shot learning of object categories,2006,IEEE Transactions on Pattern Analysis and Machine Intelligence,1092,10.1109/TPAMI.2006.79,United States,Article,Urbana,0,Journal,2-s2.0-33144466753
Evgeniou T.,,Learning multiple tasks with kernel methods,2005,Journal of Machine Learning Research,547,,France,Article,Fontainebleau,0,Journal,2-s2.0-21844456299
Micchelli C.,,On learning vector-valued functions,2005,Neural Computation,265,10.1162/0899766052530802,United States,Article,Albany,0,Journal,2-s2.0-14544299611
Bach F.R.,,"Multiple kernel learning, conic duality, and the SMO algorithm",2004,"Proceedings, Twenty-First International Conference on Machine Learning, ICML 2004",879,,United States,Conference Paper,Berkeley,0,Conference Proceeding,2-s2.0-14344252374
Lee Y.,,Multicategory support vector machines: Theory and application to the classification of microarray data and satellite radiance data,2004,Journal of the American Statistical Association,439,10.1198/016214504000000098,United States,Article,Columbus,0,Journal,2-s2.0-2142775432
Golub G.,,Quadratically constrained least squares and quadratic problems,1991,Numerische Mathematik,138,10.1007/BF01385796,United States,Article,Palo Alto,0,Journal,2-s2.0-0001678475
Gander W.,,Least squares with a quadratic constraint,1980,Numerische Mathematik,179,10.1007/BF01396656,Switzerland,Article,Buchs,0,Journal,2-s2.0-0019370951
