Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Carro M.S.,,The transcriptional network for mesenchymal transformation of brain tumours,2010,Nature,759,10.1038/nature08712,United States;Germany,Article,New York;Freiburg im Breisgau,0,Journal,2-s2.0-75149195336
Wang K.,,Dissecting the interface between signaling and transcriptional regulation in human B Cells,2009,"Pacific Symposium on Biocomputing 2009, PSB 2009",21,,United States,Conference Paper,New York,0,Conference Proceeding,2-s2.0-61949455384
Ci W.,,The BCL6 transcriptional program features repression of multiple oncogenes in primary B cells and is deregulated in DLBCL,2009,Blood,150,10.1182/blood-2008-12-193037,United States,Article,New York,0,Journal,2-s2.0-67049097382
Wang K.,,Genome-wide identification of post-translational modulators of transcription factor activity in human B cells,2009,Nature Biotechnology,174,10.1038/nbt.1563,United States;Japan,Article,New York;Kumamoto,0,Journal,2-s2.0-70249108504
Basso K.,,Identification of the Human Mature B Cell miRNome,2009,Immunity,98,10.1016/j.immuni.2009.03.017,United States;Italy,Article,New York;Padua,1,Journal,2-s2.0-65549101556
Yang X.,,Validation of candidate causal genes for obesity that affect shared metabolic pathways and networks,2009,Nature Genetics,195,10.1038/ng.325,United States,Article,Los Angeles,0,Journal,2-s2.0-63449132586
Karni S.,,A network-based method for predicting disease-causing genes,2009,Journal of Computational Biology,74,10.1089/cmb.2008.05TT,Israel,Article,Tel Aviv-Yafo,0,Journal,2-s2.0-59649125020
Margolin A.,,ChIP-on-chip significance analysis reveals large-scale binding and regulation by human transcription factor oncogenes,2009,Proceedings of the National Academy of Sciences of the United States of America,59,10.1073/pnas.0806445106,United States;United States;United States,Article,New York;Yorktown Heights;Cambridge,1,Journal,2-s2.0-58549099738
Wu X.,,Align human interactome with phenome to identify causative genes and networks underlying disease families,2009,Bioinformatics,74,10.1093/bioinformatics/btn593,China,Article,Beijing,1,Journal,2-s2.0-58049220319
Mani K.,,A systems biology approach to prediction of oncogenes and molecular perturbation targets in B-cell lymphomas,2008,Molecular Systems Biology,161,10.1038/msb.2008.2,United States,Article,New York,1,Journal,2-s2.0-39149143293
Karolchik D.,,The UCSC genome browser database: 2008 update,2008,Nucleic Acids Research,407,10.1093/nar/gkm966,United States,Article,Santa Cruz,1,Journal,2-s2.0-38549131376
Klein U.,,Germinal centres: Role in B-cell physiology and malignancy,2008,Nature Reviews Immunology,556,10.1038/nri2217,United States,Review,New York,0,Journal,2-s2.0-37549015263
Xiao C.,,MiR-150 Controls B Cell Differentiation by Targeting the Transcription Factor c-Myb,2007,Cell,765,10.1016/j.cell.2007.07.021,United States,Article,Boston,1,Journal,2-s2.0-34547941361
Lim W.,,Comparative analysis of microarray normalization procedures: Effects on reverse engineering gene networks,2007,Bioinformatics,136,10.1093/bioinformatics/btm201,United States,Conference Paper,New York,1,Journal,2-s2.0-34547830867
Goh K.,,The human disease network,2007,Proceedings of the National Academy of Sciences of the United States of America,2111,10.1073/pnas.0701361104,United States;United States;South Korea;United States,Article,Notre Dame;Boston;Seoul;Boston,1,Journal,2-s2.0-34547140875
