Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Fengler M.,,The dynamics of implied volatilities: A common principal components approach,2003,Review of Derivatives Research,47,10.1023/B:REDR.0000004823.77464.2d,Germany,Article,Berlin,0,Journal,2-s2.0-3943100672
Schott J.,,Determining the dimensionality in sliced inverse regression,1994,Journal of the American Statistical Association,95,10.1080/01621459.1994.10476455,United States,Article,Orlando,0,Journal,2-s2.0-21344478847
Li K.C.,,On principal Hessian directions for data visualization and dimension reduction: Another application of Stein’s lemma,1992,Journal of the American Statistical Association,380,10.1080/01621459.1992.10476258,United States,Article,Los Angeles,0,Journal,2-s2.0-84950441056
Cook R.D.,,Comment,1991,Journal of the American Statistical Association,385,10.1080/01621459.1991.10475036,United States,Note,Minneapolis,0,Journal,2-s2.0-84881499895
Li K.,,Sliced inverse regression for dimension reduction,1991,Journal of the American Statistical Association,1157,10.1080/01621459.1991.10475035,United States,Article,Los Angeles,0,Journal,2-s2.0-84945116550
Tufte E.,,The visual display of quantitative information.,1983,,2650,,United States,Article,New Haven,0,Journal,2-s2.0-18344405033
Olkin I.,,Maximum likelihood estimation in a two-way analysis of variance with correlated errors in one classification,1981,Biometrika,11,10.1093/biomet/68.3.653,United States,Article,Palo Alto,0,Journal,2-s2.0-4344708830
Harrison D.,,Hedonic housing prices and the demand for clean air,1978,Journal of Environmental Economics and Management,783,10.1016/0095-0696(78)90006-2,United States,Article,Cambridge,0,Journal,2-s2.0-0017947982
Friedman J.,,A Projection Pursuit Algorithm for Exploratory Data Analysis,1974,IEEE Transactions on Computers,1069,10.1109/T-C.1974.224051,United States,Article,Menlo Park,0,Journal,2-s2.0-0016102310
Chernoff H.,,The use of faces to represent points in k-dimensional space graphically,1973,Journal of the American Statistical Association,770,10.1080/01621459.1973.10482434,United States,Article,Palo Alto,0,Journal,2-s2.0-84949331034
Lachenbruch P.,,Estimation of Error Rates in Discriminant Analysis,1968,Technometrics,1030,10.1080/00401706.1968.10490530,United States,Article,Los Angeles,0,Journal,2-s2.0-84879799188
Kaiser H.F.,,The varimax criterion for analytic rotation in factor analysis,1958,Psychometrika,3597,10.1007/BF02289233,United States,Article,Urbana,0,Journal,2-s2.0-34250922831
Bartlett M.,,A note on tests of significance in multivariate analysis,1939,Mathematical Proceedings of the Cambridge Philosophical Society,81,10.1017/S0305004100020880,United Kingdom,Article,Cambridge,0,Journal,2-s2.0-34547599842
Hotelling H.,,The most predictable criterion,1935,Journal of Educational Psychology,301,10.1037/h0058165,,Article,,0,Journal,2-s2.0-0001523230
,,The probable error of a mean,1908,Biometrika,1441,10.1093/biomet/6.1.1,,Article,,0,Journal,2-s2.0-0345399126
Lorenz M.,,Methods of measuring the concentration of wealth,1905,Publications of the American Statistical Association,1063,10.1080/15225437.1905.10503443,,Article,,0,Journal,2-s2.0-84935761346
