Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Donnat C.,,Learning structural node embeddings via diffusion wavelets,2018,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,41,10.1145/3219819.3220025,United States,Conference Paper,Palo Alto,0,Conference Proceeding,2-s2.0-85051559471
Heimann M.,,HashAlign: Hash-based alignment of multiple graphs,2018,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),3,10.1007/978-3-319-93040-4_57,United States,Conference Paper,Ann Arbor,0,Book Series,2-s2.0-85049368679
Ribeiro L.F.R.,,Struc2vec: Learning node representations from structural identity,2017,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,246,10.1145/3097983.3098061,Brazil,Conference Paper,Rio de Janeiro,0,Conference Proceeding,2-s2.0-85029044672
Huang X.,,Label informed attributed network embedding,2017,WSDM 2017 - Proceedings of the 10th ACM International Conference on Web Search and Data Mining,177,10.1145/3018661.3018667,United States,Conference Paper,College Station,0,Conference Proceeding,2-s2.0-85015346372
Nikolentzos G.,,Matching node embeddings for graph similarity,2017,"31st AAAI Conference on Artificial Intelligence, AAAI 2017",42,,France,Conference Paper,Palaiseau,0,Conference Proceeding,2-s2.0-85030483817
Hamilton W.L.,,Inductive representation learning on large graphs,2017,Advances in Neural Information Processing Systems,803,,United States,Conference Paper,Palo Alto,0,Conference Proceeding,2-s2.0-85046897776
Zhang S.,,FINAL: Fast attributed network alignment,2016,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,44,10.1145/2939672.2939766,United States,Conference Paper,Tempe,0,Conference Proceeding,2-s2.0-84984996767
Wang D.,,Structural deep network embedding,2016,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,789,10.1145/2939672.2939753,China,Conference Paper,Beijing,0,Conference Proceeding,2-s2.0-84985034266
Grover A.,,Node2vec: Scalable feature learning for networks,2016,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2162,10.1145/2939672.2939754,United States,Conference Paper,Palo Alto,0,Conference Proceeding,2-s2.0-84984991274
Liu L.,,Aligning users across social networks using network embedding,2016,IJCAI International Joint Conference on Artificial Intelligence,82,,China,Conference Paper,Beijing,0,Conference Proceeding,2-s2.0-85006157196
Shah N.,,TimeCrunch: Interpretable dynamic graph summarization,2015,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,61,10.1145/2783258.2783321,United States,Conference Paper,Pittsburgh,0,Conference Proceeding,2-s2.0-84954155717
Tang J.,,LINE: Large-scale information network embedding,2015,WWW 2015 - Proceedings of the 24th International Conference on World Wide Web,1600,10.1145/2736277.2741093,China,Conference Paper,Beijing,0,Conference Proceeding,2-s2.0-84968754224
Rossi R.A.,,Role Discovery in Networks,2015,IEEE Transactions on Knowledge and Data Engineering,84,10.1109/TKDE.2014.2349913,United States,Article,West Lafayette,0,Journal,2-s2.0-84924915896
Kazemi E.,,Growing a graph matching from a handful of seeds,2015,Proceedings of the VLDB Endowment,43,10.14778/2794367.2794371,Switzerland,Chapter,Lausanne,0,Conference Proceeding,2-s2.0-84953859602
Li Y.,,Word embedding revisited: A new representation learning and explicit matrix factorization perspective,2015,IJCAI International Joint Conference on Artificial Intelligence,53,,China,Conference Paper,Hefei,0,Conference Proceeding,2-s2.0-84949772443
Alaoui A.E.,,Fast randomized kernel ridge regression with statistical guarantees,2015,Advances in Neural Information Processing Systems,83,,United States,Conference Paper,Berkeley,0,Conference Proceeding,2-s2.0-84965115874
Yang C.,,Network representation learning with rich text information,2015,IJCAI International Joint Conference on Artificial Intelligence,421,,China;China,Conference Paper,Beijing;Beijing,0,Conference Proceeding,2-s2.0-84949803524
De Vico Fallani F.,,Graph analysis of functional brain networks: Practical issues in translational neuroscience,2014,Philosophical Transactions of the Royal Society B: Biological Sciences,182,10.1098/rstb.2013.0521,France;France;France;France;France,Review,Paris;Le Chesnay;Paris;Paris;Paris,1,Journal,2-s2.0-84906861729
Levy O.,,Neural word embedding as implicit matrix factorization,2014,Advances in Neural Information Processing Systems,691,,Israel,Conference Paper,Ramat Gan,0,Conference Proceeding,2-s2.0-84937861081
Perozzi B.,,DeepWalk: Online learning of social representations,2014,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2298,10.1145/2623330.2623732,United States,Conference Paper,Stony Brook,0,Conference Proceeding,2-s2.0-84907031476
Koutra D.,,Big-Align: Fast bipartite graph alignment,2013,"Proceedings - IEEE International Conference on Data Mining, ICDM",54,10.1109/ICDM.2013.152,United States;United States,Conference Paper,Pittsburgh;Yorktown Heights,0,Conference Proceeding,2-s2.0-84894681116
Kunegis J.,,KONECT - The koblenz network collection,2013,WWW 2013 Companion - Proceedings of the 22nd International Conference on World Wide Web,444,,Germany,Conference Paper,Koblenz am Rhein,0,Conference Proceeding,2-s2.0-84893109716
Prado A.,,Mining graph topological patterns: Finding covariations among vertex descriptors,2013,IEEE Transactions on Knowledge and Data Engineering,29,10.1109/TKDE.2012.154,France,Article,Villeurbanne,0,Journal,2-s2.0-84881042492
Bayati M.,,Message-passing algorithms for sparse network alignment,2013,ACM Transactions on Knowledge Discovery from Data,39,10.1145/2435209.2435212,United States,Article,Stanford,0,Journal,2-s2.0-84878595437
Koutra D.,,DELTACON: A principled massive-graph similarity function,2013,"Proceedings of the 2013 SIAM International Conference on Data Mining, SDM 2013",81,,United States,Conference Paper,Pittsburgh,0,Conference Proceeding,2-s2.0-84943557865
Henderson K.,,RolX: Structural role extraction &amp; mining in large graphs,2012,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,175,10.1145/2339530.2339723,United States,Conference Paper,Livermore,0,Conference Proceeding,2-s2.0-84866016454
Zaslavskiy M.,,A path following algorithm for the graph matching problem,2009,IEEE Transactions on Pattern Analysis and Machine Intelligence,232,10.1109/TPAMI.2008.245,France;France,Conference Paper,Paris;Paris,0,Journal,2-s2.0-70350621760
Viswanath B.,,On the evolution of user interaction in facebook,2009,"SIGCOMM 2009 - Proceedings of the 2009 SIGCOMM Conference and Co-Located Workshops, Proceedings of the 2nd ACM Workshop on Online Social Networks, WOSN 2009",914,10.1145/1592665.1592675,Germany,Conference Paper,Saarbrucken,0,Conference Proceeding,2-s2.0-84995477295
Klau G.,,A new graph-based method for pairwise global network alignment,2009,BMC Bioinformatics,138,10.1186/1471-2105-10-S1-S59,Netherlands,Conference Paper,Amsterdam,1,Journal,2-s2.0-60849107715
