Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Furlong L.,,Human diseases through the lens of network biology,2013,Trends in Genetics,104,10.1016/j.tig.2012.11.004,Spain,Review,Barcelona,0,Journal,2-s2.0-84875275699
Koboldt D.C.,,Comprehensive molecular portraits of human breast tumours,2012,Nature,6051,10.1038/nature11412,United States,Article,St. Louis,1,Journal,2-s2.0-84877028141
Abba M.,,Breast cancer biomarker discovery in the functional genomic age: A systematic review of 42 gene expression signatures,2010,Biomarker Insights,35,10.4137/BMI.S5740,Argentina,Review,La Plata,1,Journal,2-s2.0-78650555583
Sun J.,,A comparative study of cancer proteins in the human protein-protein interaction network,2010,BMC Genomics,62,10.1186/1471-2164-11-S3-S5,United States;United States,Article,Nashville;Nashville,1,Journal,2-s2.0-78649682830
Zhao W.,,Weighted gene coexpression network analysis: State of the art,2010,Journal of Biopharmaceutical Statistics,151,10.1080/10543400903572753,United States,Review,"Memphis TN,",0,Journal,2-s2.0-77951274224
Cai J.,,Broker genes in human disease.,2010,Genome biology and evolution,46,10.1093/gbe/evq064,United States,Article,College Station,1,Journal,2-s2.0-79952198635
Hadad S.M.,,Histological evaluation of AMPK signalling in primary breast cancer,2009,BMC Cancer,122,10.1186/1471-2407-9-307,United Kingdom,Article,Dundee,1,Journal,2-s2.0-70349883650
Langer C.,,"Prognostic importance of MN1 transcript levels, and biologic insights from MN1-associated gene and microRNA expression signatures in cytogenetically normal acute myeloid leukemia: A cancer and leukemia group B study",2009,Journal of Clinical Oncology,125,10.1200/JCO.2008.20.6110,,Article,,0,Journal,2-s2.0-67650312343
Bartel D.,,MicroRNAs: Target Recognition and Regulatory Functions,2009,Cell,13077,10.1016/j.cell.2009.01.002,United States;United States,Review,Cambridge;Cambridge,1,Journal,2-s2.0-58249088751
Langfelder P.,,WGCNA: An R package for weighted correlation network analysis,2008,BMC Bioinformatics,4793,10.1186/1471-2105-9-559,United States,Article,Los Angeles,1,Journal,2-s2.0-60549111634
McLendon R.,,Comprehensive genomic characterization defines human glioblastoma genes and core pathways,2008,Nature,4822,10.1038/nature07385,United States,Article,Durham,1,Journal,2-s2.0-54549108740
