Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Levy S.,,The diploid genome sequence of an individual human,2007,PLoS Biology,1226,10.1371/journal.pbio.0050254,United States,Article,Rockville,1,Journal,2-s2.0-35648976118
Birney E.,,Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project,2007,Nature,3666,10.1038/nature05874,United Kingdom,Article,Cambridge,1,Journal,2-s2.0-34250305146
Xie X.,,"Systematic discovery of regulatory motifs in conserved regions of the human genome, including thousands of CTCF insulator sites",2007,Proceedings of the National Academy of Sciences of the United States of America,235,10.1073/pnas.0701811104,United States,Article,Cambridge,1,Journal,2-s2.0-34249848791
Sebat J.,,Strong association of de novo copy number mutations with autism,2007,Science,1885,10.1126/science.1138659,United States,Article,Cold Spring Harbor,0,Journal,2-s2.0-34247481814
Sinha A.,,Cinteny: Flexible analysis and visualization of synteny and genome rearrangements in multiple organisms,2007,BMC Bioinformatics,91,10.1186/1471-2105-8-82,United States,Article,Cincinnati,1,Journal,2-s2.0-33947408098
Sebat J.,,Major changes in our DNA lead to major changes in our thinking,2007,Nature Genetics,90,10.1038/ng2095,United States,Article,Cold Spring Harbor,0,Journal,2-s2.0-34347344982
Soderlund C.,,SyMAP: A system for discovering and viewing syntenic regions of FPC maps,2006,Genome Research,108,10.1101/gr.5396706,United States,Article,Tucson,1,Journal,2-s2.0-33748260755
Chen N.,,Conservation and functional significance of gene topology in the genome of Caenorhabditis elegans,2006,Genome Research,28,10.1101/gr.4515306,United States,Article,Cold Spring Harbor,1,Journal,2-s2.0-33745129751
Chen N.,,WormBase: A comprehensive data resource for Caenorhabditis biology and genomics,2005,Nucleic Acids Research,137,10.1093/nar/gki066,United States,Article,Cold Spring Harbor,1,Journal,2-s2.0-13444254287
O'Brien K.,,Inparanoid: A comprehensive database of eukaryotic orthologs,2005,Nucleic Acids Research,526,10.1093/nar/gki107,Sweden,Article,Stockholm,1,Journal,2-s2.0-13444256478
Haas B.,,DAGchainer: A tool for mining segmental genome duplications and synteny,2004,Bioinformatics,219,10.1093/bioinformatics/bth397,United States,Article,Rockville,1,Journal,2-s2.0-12344335569
Miller W.,,Comparative genomics,2004,Annual Review of Genomics and Human Genetics,135,10.1146/annurev.genom.5.061903.180057,,Review,,0,Book Series,2-s2.0-5444257222
Bejerano G.,,Ultraconserved elements in the human genome,2004,Science,1108,10.1126/science.1098119,United States,Article,Santa Cruz,0,Journal,2-s2.0-2542542256
Hurst L.,,The evolutionary dynamics of eukaryotic gene order,2004,Nature Reviews Genetics,491,10.1038/nrg1319,United Kingdom,Review,Bath,0,Journal,2-s2.0-1842427830
Blumenthal T.,,Operons in eukaryotes.,2004,Briefings in functional genomics &amp; proteomics,104,10.1093/bfgp/3.3.199,United States,Review,Denver,1,Journal,2-s2.0-13844318119
Hardison R.,,Comparative genomics,2003,PLoS Biology,202,10.1371/journal.pbio.0000058,United States,Review,University Park,1,Journal,2-s2.0-3142740663
Stein L.,,The genome sequence of Caenorhabditis briggsae: A platform for comparative genomics,2003,PLoS Biology,614,10.1371/journal.pbio.0000045,United States,Article,Cold Spring Harbor,1,Journal,2-s2.0-4243088097
Luc N.,,Gene teams: A new formalization of gene clusters for comparative genomics,2003,Computational Biology and Chemistry,42,10.1016/S1476-9271(02)00097-X,France,Article,Paris,0,Journal,2-s2.0-0042423438
Cannon S.B.,,"DiagHunter and GenoPix2D: programs for genomic comparisons, large-scale homology discovery and visualization.",2003,Genome biology,47,,United States,Article,Minneapolis,0,Journal,2-s2.0-2942610254
Couzin J.,,Human genome: HapMap launched with pledges of $100 million,2002,Science,57,10.1126/science.298.5595.941a,,Note,,0,Journal,2-s2.0-0036829947
Vandepoele K.,,The automatic detection of homologous regions (ADHoRe) and its application to microcolinearity between Arabidopsis and rice,2002,Genome Research,115,10.1101/gr.400202,Belgium,Article,Ghent,1,Journal,2-s2.0-0036852286
Stein L.,,The generic genome browser: A building block for a model organism system database,2002,Genome Research,879,10.1101/gr.403602,United States,Article,Cold Spring Harbor,1,Journal,2-s2.0-18644378331
Stajich J.E.,,The Bioperl toolkit: Perl modules for the life sciences,2002,Genome Research,1170,10.1101/gr.361602,United States;United States,Article,San Diego;Durham,1,Journal,2-s2.0-18644368714
Coghlan A.,,Fourfold faster rate of genome rearrangement in nematodes than in Drosophila,2002,Genome Research,157,10.1101/gr.172702,Ireland,Article,Dublin,1,Journal,2-s2.0-0036078675
Tesler G.,,GRIMM: Genome rearrangements web server,2002,Bioinformatics,219,10.1093/bioinformatics/18.3.492,United States,Article,San Diego,1,Journal,2-s2.0-0036211065
Craig Venter J.,,The sequence of the human genome,2001,Science,9663,10.1126/science.1058040,United States,Article,Rockville,1,Journal,2-s2.0-0035895505
Lander E.S.,,Initial sequencing and analysis of the human genome,2001,Nature,15789,10.1038/35057062,United States,Article,Cambridge,1,Journal,2-s2.0-2042437650
Myers E.W.,,A whole-genome assembly of Drosophila,2000,Science,1061,10.1126/science.287.5461.2196,United States,Review,Rockville,0,Journal,2-s2.0-0034708758
Adams M.D.,,The genome sequence of Drosophila melanogaster,2000,Science,4430,10.1126/science.287.5461.2185,United States,Review,Rockville,0,Journal,2-s2.0-0034708480
