Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Li A.,,Network neighborhood analysis with the multi-node topological overlap measure,2007,Bioinformatics,88,10.1093/bioinformatics/btl581,United States,Article,Los Angeles,1,Journal,2-s2.0-33846705486
Oldham M.,,Conservation and evolution of gene coexpression networks in human and chimpanzee brains,2006,Proceedings of the National Academy of Sciences of the United States of America,398,10.1073/pnas.0605938103,United States;United States,Article,Los Angeles;Los Angeles,1,Journal,2-s2.0-33845231723
Horvath S.,,Analysis of oncogenic signaling networks in glioblastoma identifies ASPM as a molecular target,2006,Proceedings of the National Academy of Sciences of the United States of America,443,10.1073/pnas.0608396103,United States,Article,Los Angeles,1,Journal,2-s2.0-33751208636
Ghazalpour A.,,Integrating genetic and network analysis to characterize genes related to mouse weight,2006,PLoS Genetics,293,10.1371/journal.pgen.0020130,United States,Article,Los Angeles,1,Journal,2-s2.0-33748040439
Carlson M.R.J.,,"Gene connectivity, function, and sequence conservation: Predictions from modular yeast co-expression networks",2006,BMC Genomics,236,10.1186/1471-2164-7-40,United States,Article,Los Angeles,1,Journal,2-s2.0-33645221650
Stark C.,,BioGRID: a general repository for interaction datasets.,2006,Nucleic acids research,2183,10.1093/nar/gkj109,Canada,Article,Toronto,1,Journal,2-s2.0-33644873184
Zhang B.,,A general framework for weighted gene co-expression network analysis,2005,Statistical Applications in Genetics and Molecular Biology,2184,10.2202/1544-6115.1128,United States,Article,Los Angeles,0,Journal,2-s2.0-23944458138
Hahn M.W.,,Comparative genomics of centrality and essentiality in three eukaryotic protein-interaction networks,2005,Molecular Biology and Evolution,426,10.1093/molbev/msi072,United States;United States,Article,Davis;Bloomington,1,Journal,2-s2.0-16344381521
Xu X.,,Learning module networks from genome-wide location and expression data,2004,FEBS Letters,37,10.1016/j.febslet.2004.11.019,China,Article,Shanghai,1,Journal,2-s2.0-10044280457
Prinz S.,,Control of yeast filamentous-form growth by modules in an integrated molecular network,2004,Genome Research,67,10.1101/gr.2020604,United States,Review,Seattle,1,Journal,2-s2.0-1542316919
Ye Y.,,Comparative analysis of protein domain organization,2004,Genome Research,67,10.1101/gr.1610504,United States,Review,San Diego CA,1,Journal,2-s2.0-1542286754
Thimm O.,,MAPMAN: A user-driven tool to display genomics data sets onto diagrams of metabolic pathways and other biological processes,2004,Plant Journal,2101,10.1111/j.1365-313X.2004.02016.x,Germany,Article,Potsdam,0,Journal,2-s2.0-12144291195
Newman M.E.J.,,Finding and evaluating community structure in networks,2004,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",7674,10.1103/PhysRevE.69.026113,United States;United States,Article,Santa Fe;Ann Arbor,0,Journal,2-s2.0-37649028224
Tornow S.,,Functional modules by relating protein interaction networks and gene expression,2003,Nucleic Acids Research,145,10.1093/nar/gkg838,Germany,Article,Oberschleissheim,1,Journal,2-s2.0-0345305369
Bar-Joseph Z.,,Computational discovery of gene modules and regulatory networks,2003,Nature Biotechnology,437,10.1038/nbt890,United States,Article,Cambridge,0,Journal,2-s2.0-10744226222
Isaacs F.J.,,Prediction and measurement of an autoregulatory genetic module,2003,Proceedings of the National Academy of Sciences of the United States of America,359,10.1073/pnas.1332628100,United States,Article,Boston,1,Journal,2-s2.0-0038271880
Segal E.,,Module networks: Identifying regulatory modules and their condition-specific regulators from gene expression data,2003,Nature Genetics,1226,10.1038/ng1165,United States,Article,Palo Alto,0,Journal,2-s2.0-0037941585
Goldberg D.,,Assessing experimentally derived interactions in a small world,2003,Proceedings of the National Academy of Sciences of the United States of America,301,10.1073/pnas.0735871100,United States,Article,Boston,1,Journal,2-s2.0-0037447257
Toyoda T.,,KnowledgeEditor: A new tool for interactive modeling and analyzing biological pathways based on microarray data,2003,Bioinformatics,13,10.1093/bioinformatics/btf874,Japan,Article,Wako,1,Journal,2-s2.0-0037433045
Newman M.,,The structure and function of complex networks,2003,SIAM Review,11524,10.1137/S003614450342480,United States,Review,Ann Arbor,0,Journal,2-s2.0-0038718854
Zhou X.,,Transitive functional annotation by shortest-path analysis of gene expression data,2002,Proceedings of the National Academy of Sciences of the United States of America,260,10.1073/pnas.192159399,United States,Article,Boston,1,Journal,2-s2.0-0036790999
Ravasz E.,,Hierarchical organization of modularity in metabolic networks,2002,Science,2749,10.1126/science.1073374,United States,Article,Evanston,0,Journal,2-s2.0-0037199968
Jeong H.,,Lethality and centrality in protein networks,2001,Nature,3476,10.1038/35075138,United States,Article,Notre Dame,0,Journal,2-s2.0-0035799707
Albert R.,,Error and attack tolerance of complex networks,2000,Nature,5589,10.1038/35019019,United States,Article,Notre Dame,0,Journal,2-s2.0-0034721164
Hartwell L.H.,,From molecular to modular cell biology,1999,Nature,2539,10.1038/35011540,United States,Article,Seattle,0,Journal,2-s2.0-0033518234
Barabási A.,,Emergence of scaling in random networks,1999,Science,22102,10.1126/science.286.5439.509,United States,Article,Notre Dame,0,Journal,2-s2.0-0038483826
Tamayo P.,,Interpreting patterns of gene expression with self-organizing maps: Methods and application to hematopoietic differentiation,1999,Proceedings of the National Academy of Sciences of the United States of America,2309,10.1073/pnas.96.6.2907,United States,Conference Paper,Cambridge,1,Journal,2-s2.0-0033027794
Eisen M.,,Cluster analysis and display of genome-wide expression patterns,1998,Proceedings of the National Academy of Sciences of the United States of America,12573,10.1073/pnas.95.25.14863,United States,Article,Stanford,0,Journal,2-s2.0-0032441150
