Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Lan W.,,Predicting MicroRNA-Disease Associations Based on Improved MicroRNA and Disease Similarities,2018,IEEE/ACM Transactions on Computational Biology and Bioinformatics,45,10.1109/TCBB.2016.2586190,China,Article,Changsha,0,Journal,2-s2.0-85041238374
Liu Y.,,Inferring MicroRNA-Disease Associations by Random Walk on a Heterogeneous Network with Multiple Data Sources,2017,IEEE/ACM Transactions on Computational Biology and Bioinformatics,143,10.1109/TCBB.2016.2550432,Australia,Article,Sydney,0,Journal,2-s2.0-85029604507
Zhang Y.,,Improve Glioblastoma Multiforme Prognosis Prediction by Using Feature Selection and Multiple Kernel Learning,2016,IEEE/ACM Transactions on Computational Biology and Bioinformatics,28,10.1109/TCBB.2016.2551745,China,Article,Hefei,0,Journal,2-s2.0-84994501850
Bunte K.,,Sparse group factor analysis for biclustering of multiple data sources,2016,Bioinformatics,13,10.1093/bioinformatics/btw207,Finland,Article,Espoo,1,Journal,2-s2.0-84983268556
List M.,,KeyPathwayMinerWeb: online multi-omics network enrichment,2016,Nucleic acids research,18,10.1093/nar/gkw373,Denmark,Article,Odense,1,Journal,2-s2.0-85010938432
Hellton K.,,Integrative clustering of high-dimensional data with joint and individual clusters,2016,Biostatistics,12,10.1093/biostatistics/kxw005,Norway,Article,Oslo,1,Journal,2-s2.0-84977070946
Zitnik M.,,Jumping across biomedical contexts using compressive data fusion,2016,Bioinformatics,10,10.1093/bioinformatics/btw247,Slovenia;United States,Article,Ljubljana;Palo Alto,1,Journal,2-s2.0-84976484958
Chen B.,,Identifying Individual-Cancer-Related Genes by Rebalancing the Training Samples,2016,IEEE Transactions on Nanobioscience,14,10.1109/TNB.2016.2553119,China,Article,Xi'an,0,Journal,2-s2.0-84982298202
Li Y.,,Deep feature selection: Theory and application to identify enhancers and promoters,2016,Journal of Computational Biology,34,10.1089/cmb.2015.0189,Canada;Canada,Conference Paper,"Vancouver;Ottawa ON,",0,Journal,2-s2.0-84969134763
Bouhaddani S.e.,,Evaluation of O2PLS in Omics data integration,2016,BMC Bioinformatics,30,10.1186/s12859-015-0854-z,Netherlands,Article,Leiden,1,Journal,2-s2.0-84954419628
Biancolillo A.,,Variable selection in multi-block regression,2016,Chemometrics and Intelligent Laboratory Systems,22,10.1016/j.chemolab.2016.05.016,Norway;Denmark,Article,As;Copenhagen,0,Journal,2-s2.0-84979554543
Yang Z.,,A non-negative matrix factorization method for detecting modules in heterogeneous omics multi-modal data,2016,Bioinformatics,47,10.1093/bioinformatics/btv544,United States,Article,Ann Arbor,1,Journal,2-s2.0-84959866210
Li Y.,,Data integration in machine learning,2015,"Proceedings - 2015 IEEE International Conference on Bioinformatics and Biomedicine, BIBM 2015",6,10.1109/BIBM.2015.7359925,Canada,Conference Paper,"Ottawa ON,",0,Conference Proceeding,2-s2.0-84962476203
Li Y.,,The identification of cis-regulatory elements: A review from a machine learning perspective,2015,BioSystems,17,10.1016/j.biosystems.2015.10.002,Canada;Canada,Review,"Vancouver;Ottawa ON,",0,Journal,2-s2.0-84959350566
Gligorijević V.,,Methods for biological data integration: Perspectives and challenges,2015,Journal of the Royal Society Interface,81,10.1098/rsif.2015.0571,United Kingdom,Review,London,1,Journal,2-s2.0-84948703087
Wang Z.,,Sparse multi-view matrix factorization: A multivariate approach to multiple tissue comparisons,2015,Bioinformatics,3,10.1093/bioinformatics/btv344,United Kingdom,Article,London,1,Journal,2-s2.0-84943406525
Chen B.,,A fast and high performance multiple data integration algorithm for identifying human disease genes,2015,BMC Medical Genomics,33,10.1186/1755-8794-8-S3-S2,China,Article,Xi'an,1,Journal,2-s2.0-84962383376
Klami A.,,Group Factor Analysis,2015,IEEE Transactions on Neural Networks and Learning Systems,32,10.1109/TNNLS.2014.2376974,Finland,Article,Helsinki,0,Journal,2-s2.0-85027929051
Liang M.,,Integrative Data Analysis of Multi-Platform Cancer Data with a Multimodal Deep Learning Approach,2015,IEEE/ACM Transactions on Computational Biology and Bioinformatics,102,10.1109/TCBB.2014.2377729,United States;China,Article,Madison;Beijing,0,Journal,2-s2.0-84939178155
Žitnik M.,,Gene network inference by fusing data from diverse distributions,2015,Bioinformatics,16,10.1093/bioinformatics/btv258,Slovenia,Conference Paper,Ljubljana,0,Journal,2-s2.0-84931037666
Lecun Y.,,Deep learning,2015,Nature,19921,10.1038/nature14539,United States;United States,Review,Menlo Park;New York,0,Journal,2-s2.0-84930630277
Popovic D.,,Problems with the nested granularity of feature domains in bioinformatics: The eXtasy case,2015,BMC Bioinformatics,5,10.1186/1471-2105-16-S4-S2,Belgium;Belgium,Article,3000 Leuven;Leuven,1,Journal,2-s2.0-84977474367
Roadmap Epigenomics Consortium ,,Integrative analysis of 111 reference human epigenomes,2015,Nature,2372,10.1038/nature14248,United States,Article,Cambridge,1,Journal,2-s2.0-84923362619
Woods A.G.,,Autism spectrum disorder: An omics perspective,2015,Proteomics - Clinical Applications,7,10.1002/prca.201400116,United States;United States,Review,Potsdam;Plattsburgh,0,Journal,2-s2.0-84922774692
Žitnik M.,,Data fusion by matrix factorization,2015,IEEE Transactions on Pattern Analysis and Machine Intelligence,86,10.1109/TPAMI.2014.2343973,Slovenia,Article,Ljubljana,0,Journal,2-s2.0-84916887227
Scornet E.,,Consistency of random forests,2015,Annals of Statistics,93,10.1214/15-AOS1321,France,Article,Paris,1,Journal,2-s2.0-84933565370
Xuan P.,,Prediction of potential disease-associated microRNAs based on random walk,2015,Bioinformatics,99,10.1093/bioinformatics/btv039,China,Conference Paper,Harbin,1,Journal,2-s2.0-84934957115
Ritchie M.,,Methods of integrating data to uncover genotype-phenotype interactions,2015,Nature Reviews Genetics,420,10.1038/nrg3868,United States,Review,University Park,0,Journal,2-s2.0-84925031191
Li Y.,,Versatile sparse matrix factorization: Theory and applications,2014,Neurocomputing,8,10.1016/j.neucom.2014.05.076,Canada,Article,Vancouver,0,Journal,2-s2.0-84906938126
Costello J.C.,,A community effort to assess and improve drug sensitivity prediction algorithms,2014,Nature Biotechnology,304,10.1038/nbt.2877,United States;United States,Article,Aurora;Boston,1,Journal,2-s2.0-84906549588
