Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Walker S.,,Yeast TAF(II)145 required for transcription of G1/S cyclin genes and regulated by the cellular growth state,1997,Cell,126,10.1016/S0092-8674(00)80522-X,United States;United States,Article,Kenilworth;Worcester,1,Journal,2-s2.0-0030786957
Shen W.,,"Yeast TAF(II)145 functions as a core promoter selectivity factor, not a general coactivator",1997,Cell,163,10.1016/S0092-8674(00)80523-1,United States,Article,Worcester,1,Journal,2-s2.0-0030793327
Velculescu V.,,Characterization of the yeast transcriptome,1997,Cell,836,10.1016/S0092-8674(00)81845-0,,Article,,1,Journal,2-s2.0-0031442518
Bryk M.,,Transcriptional silencing of Ty1 elements in the RDN1 locus of yeast,1997,Genes and Development,321,10.1101/gad.11.2.255,United States,Article,Albany,1,Journal,2-s2.0-0031044789
Smith J.,,An unusual form of transcriptional silencing in yeast ribosomal DNA,1997,Genes and Development,486,10.1101/gad.11.2.241,United States,Article,Baltimore,1,Journal,2-s2.0-0031056907
Sander E.,,The amino-terminal domain of the transcription termination factor TTF-I causes protein oligomerization and inhibition of DNA binding,1996,Nucleic Acids Research,29,10.1093/nar/24.19.3677,Germany,Article,Heidelberg,1,Journal,2-s2.0-0029841834
Lalo D.,,RRN11 encodes the third subunit of the complex containing Rrn6p and Rrn7p that is essential for the initiation of rDNA transcription by yeast RNA polymerase I,1996,Journal of Biological Chemistry,65,10.1074/jbc.271.35.21062,United States,Article,Irvine,1,Journal,2-s2.0-0029788382
Yamamoto R.T.,,RRN3 gene of Saccharomyces cerevisiae encodes an essential RNA polymerase I transcription factor which interacts with the polymerase independently of DNA template,1996,EMBO Journal,99,10.1002/j.1460-2075.1996.tb00770.x,United States,Article,Irvine,1,Journal,2-s2.0-0029740752
Gonçalves P.,,C-terminal domains of general regulatory factors Abf1p and Rap1p in Saccharomyces cerevisiae display functional similarity,1996,Molecular Microbiology,24,10.1046/j.1365-2958.1996.404939.x,Netherlands,Article,Amsterdam,0,Journal,2-s2.0-0030062262
Steffan J.S.,,The role of TBP in rDNA transcription by RNA polymerase I in Saccharomyces cerevisiae: TBP is required for upstream activation factor- dependent recruitment of core factor,1996,Genes and Development,74,10.1101/gad.10.20.2551,United States,Article,Irvine,1,Journal,2-s2.0-0029999537
Keys D.A.,,Multiprotein transcription factor UAF interacts with the upstream element of the yeast RNA polymerase I promoter and forms a stable preinitiation complex,1996,Genes and Development,111,10.1101/gad.10.7.887,United States,Article,Irvine,1,Journal,2-s2.0-0029927982
Gonçalves P.,,Transcription activation of yeast ribosomal protein genes requires additional elements apart from binding sites for Abf1P or Rap1P,1995,Nucleic Acids Research,45,10.1093/nar/23.9.1475,Netherlands,Article,Amsterdam,0,Journal,2-s2.0-0029037655
Evers R.,,Different domains of the murine RNA polymerase I-specific termination factor mTTF-I serve distinct functions in transcription termination,1995,EMBO Journal,53,10.1002/j.1460-2075.1995.tb07108.x,Germany,Article,Heidelberg,0,Journal,2-s2.0-0028936586
Planta R.,,Global regulators of ribosome biosynthesis in yeast.,Nov-Dec,Biochemistry and cell biology = Biochimie et biologie cellulaire,48,10.1139/o95-090,Netherlands,Review,Amsterdam,0,Journal,2-s2.0-0029403010
Struhl K.,,Yeast transcriptional regulatory mechanisms,1995,Annual Review of Genetics,133,10.1146/annurev.ge.29.120195.003251,United States,Review,Boston,0,Book Series,2-s2.0-0029559463
Venema J.,,Processing of pre‐ribosomal RNA in Saccharomyces cerevisiae,1995,Yeast,182,10.1002/yea.320111607,Germany,Article,Heidelberg,0,Journal,2-s2.0-0029618257
Lang W.,,A model for transcription termination by RNA polymerase I,1994,Cell,82,10.1016/0092-8674(94)90261-5,United States,Article,Seattle,0,Journal,2-s2.0-0028080886
Griffioen G.,,Nutritional upshift response of ribosomal protein gene transcription in Saccharomyces cerevisiae,1994,FEMS Microbiology Letters,33,10.1111/j.1574-6968.1994.tb07213.x,Netherlands,Article,Amsterdam,0,Journal,2-s2.0-0028102947
McBroom L.,,DNA bending by Saccharomyces cerevisiae ABF1 and its proteolytic fragments,1994,Journal of Biological Chemistry,18,,Canada,Article,Toronto,0,Journal,2-s2.0-0028364871
Graham I.R.,,"A Reb1p‐binding site is required for efficient activation of the yeast RAP1 gene, but multiple binding sites for Rap1p are not essential",1994,Molecular Microbiology,21,10.1111/j.1365-2958.1994.tb01081.x,United Kingdom,Article,Nottingham,0,Journal,2-s2.0-0028362731
Mizuta K.,,Continued functioning of the secretory pathway is essential for ribosome synthesis,1994,Molecular and Cellular Biology,121,10.1128/MCB.14.4.2493,Japan;United States,Article,Higashihiroshima;New York,1,Journal,2-s2.0-0028215997
Klein C.,,Protein kinase A mediates growth-regulated expression of yeast ribosomal protein genes by modulating RAP1 transcriptional activity,1994,Molecular and Cellular Biology,135,10.1128/MCB.14.3.1920,United States,Article,Boston,1,Journal,2-s2.0-0028209313
