Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Brenner C.,,Mitochondria - The death signal integrators,2000,Science,314,10.1126/science.289.5482.1150,France,Review,Compiegne,0,Journal,2-s2.0-0034682695
Li H.,,Cytochrome c release and apoptosis induced by mitochondrial targeting of nuclear orphan receptor TR3,2000,Science,546,10.1126/science.289.5482.1159,United States,Article,San Diego CA,0,Journal,2-s2.0-0034682890
Wood L.J.,,"HMG-I/Y, a new c-Myc target gene and potential oncogene",2000,Molecular and Cellular Biology,163,10.1128/MCB.20.15.5490-5502.2000,United States,Article,Baltimore,1,Journal,2-s2.0-0033912537
Wellmann A.,,Detection of differentially expressed genes in lymphomas using cDNA arrays: Identification of clusterin as a new diagnostic marker for anaplastic large-cell lymphomas,2000,Blood,161,10.1182/blood.v96.2.398.014k46_398_404,,Article,,0,Journal,2-s2.0-0034661519
Zhang H.,,Structural basis of BFL-1 for its interaction with BAX and its anti- apoptotic action in mammalian and yeast cells,2000,Journal of Biological Chemistry,57,10.1074/jbc.275.15.11092,Switzerland;Switzerland,Article,Basel;Basel,1,Journal,2-s2.0-0034646702
Matarrese P.,,Galectin-3 overexpression protects from apoptosis by improving cell adhesion properties,2000,International Journal of Cancer,200,10.1002/(SICI)1097-0215(20000215)85:4<545::AID-IJC17>3.0.CO;2-N,Italy,Article,Rome,0,Journal,2-s2.0-0033980614
Alizadeh A.A.,,Distinct types of diffuse large B-cell lymphoma identified by gene expression profiling,2000,Nature,7183,10.1038/35000501,United States,Article,Stanford,0,Journal,2-s2.0-0034598746
Møller M.B.,,Frequent disruption of the RB1 pathway in diffuse large B cell lymphoma: Prognostic significance of E2F-1 and p16(INK4A),2000,Leukemia,57,10.1038/sj.leu.2401761,Denmark,Article,Odense,0,Journal,2-s2.0-0034009592
Lerner A.,,The cAMP signaling pathway as a therapeutic target in lymphoid malignancies,2000,Leukemia and Lymphoma,71,10.3109/10428190009057627,United States;United States,Review,Boston;Boston,0,Journal,2-s2.0-0034053448
Aguiar R.C.T.,,BAL is a novel risk-related gene in diffuse large B-cell lymphomas that enhances cellular migration,2000,Blood,99,10.1182/blood.v96.13.4328.h8004328_4328_4334,,Article,,0,Journal,2-s2.0-0034672418
Kuang A.,,Nur77 transcription activity correlates with its apoptotic function in vivo,1999,European Journal of Immunology,56,10.1002/(SICI)1521-4141(199911)29:11<3722::AID-IMMU3722>3.0.CO;2-N,United States,Article,Berkeley,0,Journal,2-s2.0-0032723235
Sommers C.,,A role for the Tec family tyrosine kinase Txk in T cell activation and thymocyte selection,1999,Journal of Experimental Medicine,42,10.1084/jem.190.10.1427,United States,Article,Bethesda,1,Journal,2-s2.0-0033571123
Küppers R.,,Cellular origin of human B-cell lymphomas,1999,New England Journal of Medicine,538,10.1056/NEJM199911113412007,Germany,Article,Koln,0,Journal,2-s2.0-0033547310
Youn H.,,Apoptosis of T cells mediated by Ca<sup>2+</sup>-induced release of the transcription factor MEF2,1999,Science,221,10.1126/science.286.5440.790,United States,Article,Cambridge,0,Journal,2-s2.0-0033595816
Golub T.,,Molecular classification of cancer: Class discovery and class prediction by gene expression monitoring,1999,Science,8575,10.1126/science.286.5439.531,United States;United States,Article,Cambridge;Boston,0,Journal,2-s2.0-0033569406
Lee H.,,NF-κB-mediated up-regulation of Bcl-x and Bfl-1/A1 is required for CD40 survival signaling in B lymphocytes,1999,Proceedings of the National Academy of Sciences of the United States of America,467,10.1073/pnas.96.16.9136,United States,Article,Los Angeles,1,Journal,2-s2.0-0033529416
Wang J.,,Inhibitors of histone deacetylase relieve ETO-mediated repression and induce differentiation of AML1-ETO leukemia cells,1999,Cancer Research,177,,United States,Article,Bethesda,0,Journal,2-s2.0-0033564130
Tamayo P.,,Interpreting patterns of gene expression with self-organizing maps: Methods and application to hematopoietic differentiation,1999,Proceedings of the National Academy of Sciences of the United States of America,2309,10.1073/pnas.96.6.2907,United States,Conference Paper,Cambridge,1,Journal,2-s2.0-0033027794
King L.,,Antigen receptor-induced signal transduction imbalances associated with the negative selection of immature B cells,1999,Journal of Immunology,68,,United States;United States,Article,Philadelphia;Philadelphia,0,Journal,2-s2.0-0033105841
Saeki H.,,Cutting edge: Secondary lymphoid-tissue chemokine (SLC) and CC chemokine receptor 7 (CCR7) participate in the emigration pathway of mature dendritic cells from the skin to regional lymph nodes,1999,Journal of Immunology,507,,United States,Article,Bethesda,0,Journal,2-s2.0-0033105359
Zong W.X.,,The prosurvival Bcl-2 homolog Bfl-1/A1 is a direct transcriptional target of NF-κB that blocks TNFα-induced apoptosis,1999,Genes and Development,620,10.1101/gad.13.4.382,United States;United States,Article,Newark;Piscataway,1,Journal,2-s2.0-0033558215
Teicher B.,,Enzymatic rationale and preclinical support for a potent protein kinase Cβ inhibitor in cancer therapy,1999,Advances in Enzyme Regulation,32,10.1016/S0065-2571(98)00026-0,United States,Conference Paper,Indianapolis,0,Book Series,2-s2.0-0032867587
Ilangumaran S.,,Signal transduction via CD44: Role of plasma membrane microdomains,1999,Leukemia and Lymphoma,61,10.1080/10428199909169610,Canada,Article,Toronto,0,Journal,2-s2.0-0033377014
Manning C.,,Suppression of human inflammatory cell function by subtype-selective PDE4 inhibitors correlates with inhibition of PDE4A and PDE4B,1999,British Journal of Pharmacology,123,10.1038/sj.bjp.0702911,United Kingdom,Article,Brentford,1,Journal,2-s2.0-0032747518
Shipp M.A.,,International consensus conference on high-dose therapy with hematopoietic stem cell transplantation in aggressive non-Hodgkin's lymphomas: Report of the jury,1999,Journal of Clinical Oncology,212,10.1200/jco.1999.17.1.423,United States,Review,Boston,0,Journal,2-s2.0-0032951328
Eisen M.,,Cluster analysis and display of genome-wide expression patterns,1998,Proceedings of the National Academy of Sciences of the United States of America,12573,10.1073/pnas.95.25.14863,United States,Article,Stanford,0,Journal,2-s2.0-0032441150
Kramer M.H.H.,,"Clinical relevance of BCL2, BCL6, and MYC rearrangements in diffuse large B-cell lymphoma",1998,Blood,413,10.1182/blood.v92.9.3152,,Article,,0,Journal,2-s2.0-0032211147
Kim D.H.,,Type 4 cyclic adenosine monophosphate phosphodiesterase as a therapeutic target in chronic lymphocytic leukemia,1998,Blood,71,10.1182/blood.v92.7.2484,United States,Article,Boston,1,Journal,2-s2.0-0003226768
Yakushijin Y.,,A directly spliced exon 10-containing CD44 variant promotes the metastasis and homotypic aggregation of aggressive non-Hodgkin's lymphoma,1998,Blood,27,10.1182/blood.v91.11.4282,,Article,,0,Journal,2-s2.0-0032101189
Terol M.,,Expression of the adhesion molecule ICAM-1 in non-Hodgkin's lymphoma: Relationship with tumor dissemination and prognostic importance,1998,Journal of Clinical Oncology,37,10.1200/JCO.1998.16.1.35,Spain,Article,Barcelona,0,Journal,2-s2.0-0344193112
Salven P.,,A high pretreatment serum vascular endothelial growth factor concentration is associated with poor outcome in non-Hodgkin's lymphoma,1997,Blood,244,10.1182/blood.v90.8.3167,Finland,Article,Helsinki,1,Journal,2-s2.0-0030797765
Finger L.,,"The human PD-1 gene: Complete cDNA, genomic organization, and developmentally regulated expression in B cell progenitors",1997,Gene,82,10.1016/S0378-1119(97)00260-6,United States,Article,Valhalla,0,Journal,2-s2.0-0030845707
Xue Y.,,Positive and negative thymic selection in T cell receptor-transgenic mice correlate with Nur77 mRNA expression,1997,European Journal of Immunology,15,10.1002/eji.1830270832,Sweden,Article,Solna,0,Journal,2-s2.0-0030737997
Ambrosini G.,,"A novel anti-apoptosis gene, survivin, expressed in cancer and lymphoma",1997,Nature Medicine,2840,10.1038/nm0897-917,United States,Article,New Haven,0,Journal,2-s2.0-0030746636
Gascoyne R.D.,,Prognostic significance of Bcl-2 protein expression and Bcl-2 gene rearrangement in diffuse aggressive non-Hodgkin's lymphoma,1997,Blood,423,10.1182/blood.v90.1.244,Canada,Article,Vancouver,1,Journal,2-s2.0-0030985194
Armitage J.O.,,A clinical evaluation of the International Lymphoma Study Group classification of non-Hodgkin's lymphoma,1997,Blood,1679,10.1182/blood.v89.11.3909,United States,Article,Omaha,1,Journal,2-s2.0-1842413105
Kitson J.,,A death-domain-containing receptor that mediates apoptosis,1996,Nature,285,10.1038/384372a0,United Kingdom,Article,Brentford,0,Journal,2-s2.0-0029969717
Leitges M.,,Immunodeficiency in protein kinase Cβ-deficient mice,1996,Science,401,10.1126/science.273.5276.788,Germany;Germany,Article,Koln;Freiburg im Breisgau,0,Journal,2-s2.0-0029739626
Ruegg C.,,"V7, a novel leukocyte surface protein that participates in T cell activation: II. Molecular cloning and characterization of the V7 gene",1995,Journal of Immunology,26,,United States,Article,Stanford,0,Journal,2-s2.0-0029018730
Testi R.,,The CD69 receptor: a multipurpose cell-surface trigger for hematopoietic cells,1994,Trends in Immunology,298,,Italy;Italy,Article,Rome;Rome,0,Journal,2-s2.0-0028080739
,,A Predictive Model for Aggressive Non-Hodgkin's Lymphoma,1993,New England Journal of Medicine,4091,10.1056/NEJM199309303291402,,Article,,0,Journal,2-s2.0-0027444652
Mischak H.,,Expression of protein kinase C genes in hemopoietic cells is cell-type- and B cell-differentiation stage specific,1991,Journal of Immunology,129,,United States,Article,Bethesda,0,Journal,2-s2.0-0025751626
Cleary M.,,Clustering of extensive somatic mutations in the variable region of an immunoglobulin heavy chain gene from a human B cell lymphoma,1986,Cell,216,10.1016/0092-8674(86)90488-5,United States,Article,Stanford,0,Journal,2-s2.0-0022540466
