Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Schwikowski B.,,A network of protein-protein interactions in yeast,2000,Nature Biotechnology,987,10.1038/82360,United States;United States,Article,Seattle;Seattle,0,Journal,2-s2.0-0033669189
Hu J.,,A guided tour in protein interaction space: Coiled coils from the yeast proteome,2000,Proceedings of the National Academy of Sciences of the United States of America,9,10.1073/pnas.97.24.12935,United States,Note,College Station,1,Journal,2-s2.0-0034700118
Newman J.,,A computationally directed screen identifying interacting coiled coils from Saccharomyces cerevisiae,2000,Proceedings of the National Academy of Sciences of the United States of America,130,10.1073/pnas.97.24.13203,United States,Article,Chevy Chase,1,Journal,2-s2.0-0034700087
Gönczy P.,,Functional genomic analysis of cell division in C. elegans using RNAi of genes on chromosome III,2000,Nature,704,10.1038/35042526,Switzerland;Germany;Germany,Article,Epalinges;Heidelberg;Dresden,0,Journal,2-s2.0-0034676448
Fraser A.,,Functional genomic analysis of C. elegans chromosome I by systematic RNA interference,2000,Nature,1285,10.1038/35042517,United Kingdom,Article,Cambridge,0,Journal,2-s2.0-0034676457
MacBeath G.,,Printing proteins as microarrays for high-throughput function determination,2000,Science,2421,,United States,Article,Cambridge,0,Journal,2-s2.0-0034622925
Matern H.,,A novel Golgi membrane protein is part of a GTPase-binding protein complex involved in vesicle targeting,2000,EMBO Journal,78,10.1093/emboj/19.17.4485,Germany;United States,Article,Gottingen;Stanford,0,Journal,2-s2.0-0034282521
Legrain P.,,Genome-wide protein interaction maps using two-hybrid systems,2000,FEBS Letters,120,10.1016/S0014-5793(00)01774-9,France,Review,Paris,1,Journal,2-s2.0-0034714420
Lockhart D.J.,,"Genomics, gene expression and DNA arrays",2000,Nature,1622,10.1038/35015701,United States,Review,San Diego,0,Journal,2-s2.0-0034659898
Pandey A.,,Proteomics to study genes and genomes,2000,Nature,1784,10.1038/35015709,United States;United States,Review,Cambridge;Boston,0,Journal,2-s2.0-0034659815
Uetz P.,,Systematic and large-scale two-hybrid screens,2000,Current Opinion in Microbiology,98,10.1016/S1369-5274(00)00094-1,United States,Review,Seattle,0,Journal,2-s2.0-0034124939
Fashena S.,,The continued evolution of two-hybrid screening approaches in yeast: How to outwit different preys with different baits,2000,Gene,54,10.1016/S0378-1119(00)00182-7,United States,Review,Philadelphia,0,Journal,2-s2.0-0034732963
