Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Scemama J.,,Evolutionary divergence of vertebrate Hoxb2 expression patterns and transcriptional regulatory loci,2002,Journal of Experimental Zoology,36,10.1002/jez.90009,United States,Article,Greenville,1,Journal,2-s2.0-0037108396
McClintock J.,,Knockdown of duplicated zebrafish hoxb1 genes reveals distinct roles in hindbrain patterning and a novel mechanisms of duplicate gene retention,2002,Development,149,,United States,Article,Chicago,0,Journal,2-s2.0-0036334002
Bailey J.,,Recent segmental duplications in the human genome,2002,Science,946,10.1126/science.1072047,United States,Article,Cleveland,0,Journal,2-s2.0-0037047628
Olsen K.,,Contrasting evolutionary forces in the Arabidopsis thaliana floral developmental pathway,2002,Genetics,87,,United States,Article,Raleigh,0,Journal,2-s2.0-0036240921
Chiu C.,,Molecular evolution of the HoxA cluster in the three major gnathostome lineages,2002,Proceedings of the National Academy of Sciences of the United States of America,85,10.1073/pnas.052709899,United States;United States,Article,New Brunswick;New Haven,1,Journal,2-s2.0-0037117587
Castillo-Davis C.,,Genome evolution and developmental constraint in Caenorhabditis elegans,2002,Molecular Biology and Evolution,57,10.1093/oxfordjournals.molbev.a004131,United States,Article,Cambridge,1,Journal,2-s2.0-0036098278
Prince V.,,The Hox paradox: More complex(es) than imagined,2002,Developmental Biology,79,10.1006/dbio.2002.0745,United States,Article,Chicago,1,Journal,2-s2.0-0036382945
Altschmied J.,,Subfunctionalization of duplicate mitf genes associated with differential degeneration of alternative exons in fish,2002,Genetics,78,,Germany;Germany,Article,Wurzburg;Frankfurt am Main,0,Journal,2-s2.0-0036265853
Shuai B.,,"The Lateral Organ Boundaries gene defines a novel, plant-specific gene family",2002,Plant Physiology,322,10.1104/pp.010926,United States,Article,Riverside,1,Journal,2-s2.0-0035983659
Kumar S.,,MEGA2: Molecular evolutionary genetics analysis software,2002,Bioinformatics,4478,10.1093/bioinformatics/17.12.1244,United States,Article,Tempe,0,Journal,2-s2.0-0036139211
Lynch M.,,The probability of preservation of a newly arisen gene duplicate,2001,Genetics,360,,United States,Article,Bloomington,0,Journal,2-s2.0-0035697435
Taylor J.,,Comparative genomics provides evidence for an ancient genome duplication event in fish,2001,Philosophical Transactions of the Royal Society B: Biological Sciences,360,10.1098/rstb.2001.0975,Germany,Article,Konstanz,0,Journal,2-s2.0-0035968908
Lister J.,,Duplicate mitf genes in zebrafish: Complementary expression and conservation of melanogenic potential,2001,Developmental Biology,124,10.1006/dbio.2001.0379,United States,Article,Seattle,1,Journal,2-s2.0-0035884370
Shiu S.,,Receptor-like kinases from Arabidopsis form a monophyletic gene family related to animal receptor kinases,2001,Proceedings of the National Academy of Sciences of the United States of America,879,10.1073/pnas.181141598,United States,Article,Madison,1,Journal,2-s2.0-0035845575
Scholpp S.,,Morpholino-induced knockdown of zebrafish engrailed genes eng2 and eng3 reveals redundant and unique functions in midbrain-hindbrain boundary development,2001,Genesis,34,10.1002/gene.1047,Germany,Article,Dresden,1,Journal,2-s2.0-0034908357
McClintock J.,,Consequences of Hox gene duplication in the vertebrates: An investigation of the zebrafish Hox paralogue group 1 genes,2001,Development,103,,United States,Article,Chicago,0,Journal,2-s2.0-0034917298
Bruce A.,,Additional hox clusters in the zebrafish: Divergent expression patterns belie equivalent activities of duplicate hoxB5 genes,2001,Evolution and Development,54,10.1046/j.1525-142X.2001.003003127.x,United States,Article,Princeton,0,Journal,2-s2.0-0034930464
Wolfe K.,,Yesterday's polyploids and the mystery of diploidization,2001,Nature Reviews Genetics,523,10.1038/35072009,Ireland,Review,Dublin,0,Journal,2-s2.0-0035344021
Yuh C.,,Cis-regulatory logic in the endo16 gene: Switching from a specification to a differentiation mode of control,2001,Development,156,,United States,Article,Pasadena,0,Journal,2-s2.0-0035094449
Shih L.,,Expression of zebrafish Hoxa1a in neuronal cells of the midbrain and anterior hindbrain,2001,Mechanisms of Development,13,10.1016/S0925-4773(01)00284-2,Taiwan,Article,Taipei,1,Journal,2-s2.0-0035111031
Gaut B.,,Patterns of chromosomal duplication in maize and their implications for comparative maps of the grasses [3],2001,Genome Research,132,10.1101/gr.160601,United States,Letter,Irvine,0,Journal,2-s2.0-0035147066
Li W.,,Evolutionary analyses of the human genome,2001,Nature,317,10.1038/35057039,United States,Article,Chicago,1,Journal,2-s2.0-0035865239
Achaz G.,,Study of intrachromosomal duplications among the eukaryote genomes,2001,Molecular Biology and Evolution,45,10.1093/oxfordjournals.molbev.a003774,France,Article,Paris,1,Journal,2-s2.0-0035211889
