Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Schneider K.,,A new type of peroxisomal Acyl-coenzyme a synthetase from Arabidopsis thaliana has the catalytic capacity to activate biosynthetic precursors of jasmonic acid,2005,Journal of Biological Chemistry,107,10.1074/jbc.M413578200,Germany,Article,Koln,1,Journal,2-s2.0-17144416797
Charlton W.,,"Salt-induced expression of peroxisome-associated genes requires components of the ethylene, jasmonate and abscisic acid signalling pathways",2005,"Plant, Cell and Environment",23,10.1111/j.1365-3040.2004.01293.x,United Kingdom,Article,Leeds,1,Journal,2-s2.0-15944411822
Turner J.,,Characterization of Arabidopsis fluoroacetate-resistant mutants reveals the principal mechanism of acetate activation for entry into the glyoxylate cycle,2005,Journal of Biological Chemistry,36,10.1074/jbc.M407291200,United Kingdom,Article,Bangor,1,Journal,2-s2.0-13244299298
Zimmermann P.,,GENEVESTIGATOR. Arabidopsis microarray database and analysis toolbox,2004,Plant Physiology,1946,10.1104/pp.104.046367,Switzerland,Article,"Zurich ZH,",1,Journal,2-s2.0-13444264729
Wang X.,,Multiple Targeting Modules on Peroxisomal Proteins Are Not Redundant: Discrete Functions of Targeting Signals within Pmp47 and Pex8p,2004,Molecular Biology of the Cell,17,10.1091/mbc.E03-11-0810,United States,Article,Dallas,0,Journal,2-s2.0-1642423544
Fulda M.,,Peroxisomal Acyl-CoA Synthetase Activity Is Essential for Seedling Development in Arabidopsis thaliana,2004,Plant Cell,154,10.1105/tpc.019646,Germany;United States,Article,Gottingen;Pullman,1,Journal,2-s2.0-1042279122
Shockey J.M.,,Arabidopsis contains a large superfamily of acyl-activating enzymes. Phylogenetic and biochemical analysis reveals a new class of acyl-coenzyme a synthetases,2003,Plant Physiology,111,10.1104/pp.103.020552,United States,Article,Pullman,1,Journal,2-s2.0-0038796765
Hayashi M.,,Entering a new era of research on plant peroxisomes,2003,Current Opinion in Plant Biology,65,10.1016/j.pbi.2003.09.012,Japan,Review,Okazaki,0,Journal,2-s2.0-0345393852
Hayashi H.,,Molecular characterization of an Arabidopsis acyl-coenzyme a synthetase localized on glyoxysomal membranes,2002,Plant Physiology,27,10.1104/pp.012955,Japan;Japan,Article,Okazaki;Yoshida District,1,Journal,2-s2.0-0036909919
Causier B.,,Analysing protein-protein interactions with the yeast two-hybrid system,2002,Plant Molecular Biology,73,10.1023/A:1021214007897,United Kingdom,Article,Leeds,0,Journal,2-s2.0-0036914106
Fulda M.,,Two long-chain acyl-CoA synthetases from Arabidopsis thaliana involved in peroxisomal fatty acid β-oxidation,2002,Plant Journal,117,10.1046/j.1365-313X.2002.01405.x,Germany;United States,Article,Hamburg;Pullman,1,Journal,2-s2.0-0036794689
Shockey J.M.,,Arabidopsis contains nine long-chain acyl-coenzyme A synthetase genes that participate in fatty acid and glycerolipid metabolism,2002,Plant Physiology,177,10.1104/pp.003269,United States,Article,Pullman,1,Journal,2-s2.0-0037008203
Seki M.,,"Monitoring the expression profiles of 7000 Arabidopsis genes under drought, cold and high-salinity stresses using a full-length cDNA microarray",2002,Plant Journal,1523,10.1046/j.1365-313X.2002.01359.x,,Article,,1,Journal,2-s2.0-0036679053
