Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Sharon I.,,Photosystem I gene cassettes are present in marine virus genomes,2009,Nature,139,10.1038/nature08284,Israel,Article,Haifa,0,Journal,2-s2.0-70249108768
Alboresi A.,,Antenna complexes protect Photosystem i from Photoinhibition,2009,BMC Plant Biology,45,10.1186/1471-2229-9-71,France;Italy,Article,Marseille;Verona,1,Journal,2-s2.0-67651184201
Barros T.,,"Crystallisation, structure and function of plant light-harvesting Complex II",2009,Biochimica et Biophysica Acta - Bioenergetics,108,10.1016/j.bbabio.2009.03.012,Germany,Review,Frankfurt am Main,1,Journal,2-s2.0-66449120007
White S.,,Biophysical dissection of membrane proteins,2009,Nature,196,10.1038/nature08142,United States,Short Survey,Irvine,0,Journal,2-s2.0-66249121383
Amunts A.,,Plant Photosystem I Design in the Light of Evolution,2009,Structure,61,10.1016/j.str.2009.03.006,Israel,Review,Tel Aviv-Yafo,1,Journal,2-s2.0-65149100167
Wientjes E.,,The role of Lhca complexes in the supramolecular organization of higher plant photosystem I,2009,Journal of Biological Chemistry,67,10.1074/jbc.M808395200,Netherlands,Article,Groningen,1,Journal,2-s2.0-65149088367
Guskov A.,,"Cyanobacterial photosystem II at 2.9-Å resolution and the role of quinones, lipids, channels and chloride",2009,Nature Structural and Molecular Biology,910,10.1038/nsmb.1559,Germany,Article,Berlin,0,Journal,2-s2.0-62049085169
Barth P.,,Prediction of membrane protein structures with complex topologies using limited constraints,2009,Proceedings of the National Academy of Sciences of the United States of America,119,10.1073/pnas.0808323106,United States,Article,Seattle,1,Journal,2-s2.0-60849099626
Vanselow C.,,"Genetic analysis of the Photosystem I subunits from the red alga, Galdieria sulphuraria",2009,Biochimica et Biophysica Acta - Bioenergetics,37,10.1016/j.bbabio.2008.10.004,United States,Article,Tempe,1,Journal,2-s2.0-57649143641
Van Oort B.,,Picosecond fluorescence of intact and dissolved PSI-LHCI crystals,2008,Biophysical Journal,68,10.1529/biophysj.108.140467,Netherlands,Article,Wageningen,1,Journal,2-s2.0-58749095136
Fromme P.,,Structure of photosystems I and II,2008,Results and Problems in Cell Differentiation,24,10.1007/400_2007_044,United States,Article,Tempe,0,Book Series,2-s2.0-44449084456
Amunts A.,,Functional organization of a plant Photosystem I: Evolution of a highly efficient photochemical machine,2008,Plant Physiology and Biochemistry,44,10.1016/j.plaphy.2007.12.013,Israel,Review,Tel Aviv-Yafo,0,Journal,2-s2.0-40849083514
Müh F.,,Crystal structure of cyanobacterial photosystem II at 3.0 Å resolution: A closer look at the antenna system and the small membrane-intrinsic subunits,2008,Plant Physiology and Biochemistry,69,10.1016/j.plaphy.2008.01.003,Germany;Germany,Review,Berlin;Berlin,0,Journal,2-s2.0-40849139152
Landau M.,,Model structure of the Na<sup>+</sup>/H<sup>+</sup> exchanger 1 (NHE1): Functional and clinical implications,2007,Journal of Biological Chemistry,94,10.1074/jbc.M705460200,Israel,Article,Tel Aviv-Yafo,1,Journal,2-s2.0-38049188238
