Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Jowett T.,,In Situ Hybridization to Embryo Whole Mounts and Tissue Sections: m RNA Detection and Application to Developmental Studies,2008,In Situ Hybridization: Laboratory Companion,6,10.1002/9783527615070.ch5,United Kingdom,Chapter,Newcastle,0,Book,2-s2.0-84953408590
White S.,,Of genes and genomes and the origin of maize,1998,Trends in Genetics,74,10.1016/S0168-9525(98)01524-8,United States,Review,Minneapolis,0,Journal,2-s2.0-0032404334
Amores A.,,Zebrafish hox clusters and vertebrate genome evolution,1998,Science,1339,10.1126/science.282.5394.1711,,Article,,0,Journal,2-s2.0-0032573579
Chen J.,,An enhancer element in the EphA2 (Eck) gene sufficient for rhombomere- specific expression is activated by HOXA1 and HOXB1 homeobox proteins,1998,Journal of Biological Chemistry,83,10.1074/jbc.273.38.24670,United States,Article,Nashville,1,Journal,2-s2.0-0032544399
Palopoli M.,,Evolution of the interaction between Hox genes and a downstream target,1998,Current Biology,48,10.1016/S0960-9822(98)70228-3,United States,Article,Chicago,1,Journal,2-s2.0-0032492951
Studer M.,,Genetic interactions between Hoxa1 and Hoxb1 reveal new roles in regulation of early hindbrain patterning,1998,Development,250,,United Kingdom;United Kingdom,Article,London;London,0,Journal,2-s2.0-0031894510
Gavalas A.,,"Hoxa1 and Hoxb1 synergize in patterning the hindbrain, cranial nerves and second pharyngeal arch",1998,Development,259,,France,Article,Paris,0,Journal,2-s2.0-0031894362
Postlethwait J.H.,,Vertebrate genome evolution and the zebrafish gene map,1998,Nature Genetics,649,10.1038/ng0498-345,United States,Article,Eugene,0,Journal,2-s2.0-18244431887
Seoighe C.,,Extent of genomic rearrangement after genome duplication in yeast,1998,Proceedings of the National Academy of Sciences of the United States of America,92,10.1073/pnas.95.8.4447,Ireland,Article,Dublin,1,Journal,2-s2.0-0032516073
Thompson J.,,An evolutionary conserved element is essential for somite and adjacent mesenchymal expression of the Hoxa1 gene,1998,Developmental Dynamics,24,10.1002/(SICI)1097-0177(199801)211:1<97::AID-AJA9>3.0.CO;2-2,United States,Article,New York,1,Journal,2-s2.0-0031963736
