Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Mobahi H.,,Deep learning from temporal coherence in video,2009,"Proceedings of the 26th International Conference On Machine Learning, ICML 2009",155,,United States,Conference Paper,Urbana,0,Conference Proceeding,2-s2.0-71149084945
Lee H.,,Convolutional deep belief networks for scalable unsupervised learning of hierarchical representations,2009,"Proceedings of the 26th International Conference On Machine Learning, ICML 2009",1465,,United States,Conference Paper,Palo Alto,0,Conference Proceeding,2-s2.0-71149119164
Osindero S.,,Modeling image patches with a directed hierarchy of Markov random fields,2009,Advances in Neural Information Processing Systems 20 - Proceedings of the 2007 Conference,62,,Canada,Conference Paper,Toronto,0,Conference Proceeding,2-s2.0-84858767506
Salakhutdinov R.,,Using deep belief nets to learn covariance kernels for Gaussian processes,2009,Advances in Neural Information Processing Systems 20 - Proceedings of the 2007 Conference,72,,Canada,Conference Paper,Toronto,0,Conference Proceeding,2-s2.0-84858763917
Goodfellow I.,,Measuring invariances in deep networks,2009,Advances in Neural Information Processing Systems 22 - Proceedings of the 2009 Conference,202,,United States,Conference Paper,Palo Alto,0,Conference Proceeding,2-s2.0-84860644702
Ranzato M.,,Sparse feature learning for deep belief networks,2009,Advances in Neural Information Processing Systems 20 - Proceedings of the 2007 Conference,269,,United States,Conference Paper,New York,0,Conference Proceeding,2-s2.0-84858784801
Lee H.,,Sparse deep belief net model for visual area V2,2009,Advances in Neural Information Processing Systems 20 - Proceedings of the 2007 Conference,386,,United States,Conference Paper,Palo Alto,0,Conference Proceeding,2-s2.0-84863351261
Bengio Y.,,Learning deep architectures for AI,2009,Foundations and Trends in Machine Learning,4731,10.1561/2200000006,Canada,Article,Montreal,0,Journal,2-s2.0-69349090197
Bengio Y.,,Justifying and generalizing contrastive divergence,2009,Neural Computation,128,10.1162/neco.2008.11-07-647,Canada,Letter,Montreal,0,Journal,2-s2.0-67651049775
Zhu L.,,Unsupervised learning of probabilistic grammar-Markov models for object categories,2009,IEEE Transactions on Pattern Analysis and Machine Intelligence,49,10.1109/TPAMI.2008.67,United States,Article,Los Angeles,0,Journal,2-s2.0-57149122432
Larochelle H.,,Exploring strategies for training deep neural networks,2009,Journal of Machine Learning Research,520,,Canada,Article,Montreal,0,Journal,2-s2.0-59449087310
Hadsell R.,,Deep belief net learning in a long-range vision system for autonomous off-road driving,2008,"2008 IEEE/RSJ International Conference on Intelligent Robots and Systems, IROS",47,10.1109/IROS.2008.4651217,United States,Conference Paper,New York,0,Conference Proceeding,2-s2.0-69549124128
Collobert R.,,A unified architecture for natural language processing: Deep neural networks with multitask learning,2008,Proceedings of the 25th International Conference on Machine Learning,2549,,United States,Conference Paper,Princeton,0,Conference Proceeding,2-s2.0-56449095373
Van Der Maaten L.,,Visualizing data using t-SNE,2008,Journal of Machine Learning Research,8741,,Netherlands,Article,Tilburg,0,Journal,2-s2.0-57249084011
Weston J.,,Deep learning via semi-supervised embedding,2008,Proceedings of the 25th International Conference on Machine Learning,205,10.1145/1390156.1390303,United States,Conference Paper,Princeton,0,Conference Proceeding,2-s2.0-56449119888
Larochelle H.,,Classification using discriminative restricted boltzmann machines,2008,Proceedings of the 25th International Conference on Machine Learning,471,10.1145/1390156.1390224,Canada,Conference Paper,Montreal,0,Conference Proceeding,2-s2.0-56449110012
