Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Spellman P.,,Evidence for large domains of similarly expressed genes in the Drosophila genome,2002,Journal of Biology,395,,United States,Article,Berkeley,0,Journal,2-s2.0-0003328368
Elbashir S.,,Analysis of gene function in somatic mammalian cells using small interfering RNAs,2002,Methods,1001,10.1016/S1046-2023(02)00023-3,Germany,Article,Gottingen,0,Journal,2-s2.0-0036351317
Roy P.,,Chromosomal clustering of muscle-expressed genes in Caenorhabditis elegans,2002,Nature,327,10.1038/nature01012,United States,Article,Stanford,0,Journal,2-s2.0-0037194732
Kelly W.G.,,X-chromosome silencing in the germline of C. elegans,2002,Development,227,,United States,Review,Atlanta,0,Journal,2-s2.0-0036333386
Lercher M.,,Clustering of housekeeping genes provides a unified model of gene order in the human genome,2002,Nature Genetics,417,10.1038/ng887,United Kingdom,Article,Bath,0,Journal,2-s2.0-0036613754
Sui G.,,A DNA vector-based RNAi technology to suppress gene expression in mammalian cells,2002,Proceedings of the National Academy of Sciences of the United States of America,1022,10.1073/pnas.082117599,United States,Article,Boston,1,Journal,2-s2.0-0037117550
Paddison P.,,Short hairpin RNAs (shRNAs) induce sequence-specific silencing in mammalian cells,2002,Genes and Development,1254,10.1101/gad.981002,United States,Article,Cold Spring Harbor,1,Journal,2-s2.0-0037089589
Wood V.,,The genome sequence of Schizosaccharomyces pombe,2002,Nature,1130,10.1038/nature724,United Kingdom,Article,London,1,Journal,2-s2.0-0037148758
Donzé O.,,RNA interference in mammalian cells using siRNAs synthesized with T7 RNA polymerase.,2002,Nucleic acids research,233,10.1093/nar/30.10.e46,Switzerland,Article,Geneva,1,Journal,2-s2.0-0012756249
Miyagishi M.,,U6 promoter-driven siRNAs with four uridine 3′ overhangs efficiently suppress targeted gene expression in mammalian cells,2002,Nature Biotechnology,657,10.1038/nbt0502-497,Japan,Article,Tokyo,0,Journal,2-s2.0-0036245628
Paul C.,,Effective expression of small interfering RNA in human cells,2002,Nature Biotechnology,731,10.1038/nbt0502-505,United States,Article,Ann Arbor,0,Journal,2-s2.0-0036251639
Kim S.K.,,A gene expression map for Caenorhabditis elegans,2001,Science,528,10.1126/science.1061603,United States,Article,Stanford,0,Journal,2-s2.0-0035860551
Craig Venter J.,,The sequence of the human genome,2001,Science,9643,10.1126/science.1058040,United States,Article,Rockville,1,Journal,2-s2.0-0035895505
Lander E.S.,,Initial sequencing and analysis of the human genome,2001,Nature,15762,10.1038/35057062,United States,Article,Cambridge,1,Journal,2-s2.0-2042437650
