Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Scherf U.,,A gene expression database for the molecular pharmacology of cancer,2000,Nature Genetics,1222,10.1038/73439,United States;United States,Article,Bethesda;Gaithersburg,0,Journal,2-s2.0-0034088857
Butte A.,,Mutual information relevance networks: functional genomic clustering using pairwise entropy measurements.,2000,Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing,600,,United States,Article,Boston,0,Journal,2-s2.0-0033655775
Prevost G.,,Inhibition of human tumor cell growth in vitro and in vivo by a specific inhibitor of human farnesyltransferase: BIM-46068,1999,International Journal of Cancer,20,10.1002/(SICI)1097-0215(19991008)83:2<283::AID-IJC22>3.0.CO;2-6,France,Article,Les Ulis,1,Journal,2-s2.0-0032859475
Tamayo P.,,Interpreting patterns of gene expression with self-organizing maps: Methods and application to hematopoietic differentiation,1999,Proceedings of the National Academy of Sciences of the United States of America,2309,10.1073/pnas.96.6.2907,United States,Conference Paper,Cambridge,1,Journal,2-s2.0-0033027794
Zheng J.,,Suppression of prostate carcinoma cell invasion by expression of antisense L-plastin gene,1999,American Journal of Pathology,43,10.1016/S0002-9440(10)65106-1,United States,Article,Los Angeles,0,Journal,2-s2.0-0033016391
Iyer V.,,The transcriptional program in the response of human fibroblasts to serum,1999,Science,1661,10.1126/science.283.5398.83,United States,Article,Stanford,0,Journal,2-s2.0-0032903908
Eisen M.,,Cluster analysis and display of genome-wide expression patterns,1998,Proceedings of the National Academy of Sciences of the United States of America,12573,10.1073/pnas.95.25.14863,United States,Article,Stanford,0,Journal,2-s2.0-0032441150
Jones S.,,A role for the actin-bundling protein L-plastin in the regulation of leukocyte integrin function,1998,Proceedings of the National Academy of Sciences of the United States of America,135,10.1073/pnas.95.16.9331,United States,Article,St. Louis,1,Journal,2-s2.0-0032483008
Calverley D.C.,,Human signaling protein 14-3-3ζ interacts with platelet glycoprotein Ib subunits Ibα and Ibβ,1998,Blood,72,10.1182/blood.v91.4.1295,,Article,,0,Journal,2-s2.0-0032519507
Wen X.,,Large-scale temporal gene expression mapping of central nervous system development,1998,Proceedings of the National Academy of Sciences of the United States of America,508,10.1073/pnas.95.1.334,United States,Article,Bethesda,1,Journal,2-s2.0-0031915896
Michaels G.,,Cluster analysis and data visualization of large-scale gene expression data.,1998,Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing,139,,United States,Article,Fairfax,0,Journal,2-s2.0-0031616361
Liang S.,,"Reveal, a general reverse engineering algorithm for inference of genetic network architectures.",1998,Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing,708,,United States,Article,Moffett Field,0,Journal,2-s2.0-0031616241
Campbell J.,,Activation of the 43 kDa inositol polyphosphate 5-phosphatase by 14-3- 3ζ,1997,Biochemistry,37,10.1021/bi9708085,Australia,Article,Melbourne,0,Journal,2-s2.0-0030669018
Zheng J.,,Steroid hormone induction and expression patterns of L-plastin in normal and carcinomatous prostate tissues,1997,American Journal of Pathology,28,,United States,Article,Los Angeles,0,Journal,2-s2.0-0030921326
Heller R.A.,,Discovery and analysis of inflammatory disease-related genes using cDNA microarrays,1997,Proceedings of the National Academy of Sciences of the United States of America,644,10.1073/pnas.94.6.2150,United States;United States,Article,Stanford;Palo Alto,1,Journal,2-s2.0-0030992159
Weinstein J.N.,,An information-intensive approach to the molecular pharmacology of cancer,1997,Science,1011,10.1126/science.275.5298.343,,Article,,0,Journal,2-s2.0-0031035181
DeRisi J.,,Use of a cDNA microarray to analyse gene expression patterns in human cancer,1996,Nature Genetics,1690,10.1038/ng1296-457,United States,Article,Stanford,0,Journal,2-s2.0-0029852580
Hisano T.,,Increased expression of T-plastin gene in cisplatin-resistant human cancer cells: Identification by mRNA differential display,1996,FEBS Letters,43,10.1016/S0014-5793(96)01150-7,Japan,Article,Fukuoka,1,Journal,2-s2.0-0030580366
Frederick M.,,"Characterization of the M<inf>r</inf> 65,000 lymphokine-activated killer proteins phosphorylated after tumor target binding: Evidence that pp65a and pp65b are phosphorylated forms of L-plastin",1996,Cancer Research,15,,United States,Article,Houston,0,Journal,2-s2.0-0030069967
Van Osdol W.,,Use of the kohonen self-organizing map to study the mechanisms of action of chemotherapeutic agents,1994,Journal of the National Cancer Institute,76,10.1093/jnci/86.24.1853,United States,Article,Bethesda,0,Journal,2-s2.0-0028576841
De Plaen E.,,"Structure, chromosomal localization, and expression of 12 genes of the MAGE family",1994,Immunogenetics,557,10.1007/BF01246677,Belgium;Belgium,Article,Brussels;Louvain-la-Neuve,0,Journal,2-s2.0-0028050181
Park T.,,Activation of the Leukocyte Plastin Gene Occurs in Most Human Cancer Cells,1994,Cancer Research,56,,,Article,,0,Journal,2-s2.0-23444443067
Weinstein J.,,Neural computing in cancer drug development: Predicting mechanism of action,1992,Science,249,10.1126/science.1411538,United States,Article,Bethesda,0,Journal,2-s2.0-0026498426
Monks A.,,Feasibility of a high-flux anticancer drug screen using a diverse panel of cultured human tumor cell lines,1991,Journal of the National Cancer Institute,2720,10.1093/jnci/83.11.757,United States;United States,Article,Frederick;Bethesda,0,Journal,2-s2.0-0025775062
Kulesh D.,,Posttranslational regulation of keratins: Degradation of mouse and human keratins 18 and 8,1989,Molecular and Cellular Biology,96,10.1128/MCB.9.4.1553,United States,Article,San Diego CA,1,Journal,2-s2.0-0024582168
