Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Xuan J.,,Uncertainty Analysis for the Keyword System of Web Events,2016,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",51,10.1109/TSMC.2015.2470645,Australia;China,Article,Sydney;Shanghai,0,Journal,2-s2.0-84971663696
Saif H.,,Contextual semantics for sentiment analysis of Twitter,2016,Information Processing and Management,209,10.1016/j.ipm.2015.01.005,United Kingdom,Article,Milton Keynes,0,Journal,2-s2.0-84924110504
Yamamoto Y.,,Multidimensional sentiment calculation method for twitter based on emoticons,2015,International Journal of Pervasive Computing and Communications,11,10.1108/IJPCC-03-2015-0019,Japan,Article,Kobe,0,Journal,2-s2.0-84930584078
Tang D.,,Learning semantic representations of users and products for document level sentiment classification,2015,"ACL-IJCNLP 2015 - 53rd Annual Meeting of the Association for Computational Linguistics and the 7th International Joint Conference on Natural Language Processing of the Asian Federation of Natural Language Processing, Proceedings of the Conference",170,10.3115/v1/p15-1098,China,Conference Paper,Harbin,1,Conference Proceeding,2-s2.0-84943784260
Rao Y.,,Sentiment topic models for social emotion mining,2014,Information Sciences,109,10.1016/j.ins.2013.12.059,Hong Kong,Article,Kowloon,0,Journal,2-s2.0-84894107278
Saif H.,,"On stopwords, filtering and data sparsity for sentiment analysis of twitter",2014,"Proceedings of the 9th International Conference on Language Resources and Evaluation, LREC 2014",69,,United Kingdom,Conference Paper,Milton Keynes,0,Conference Proceeding,2-s2.0-84950312870
Hu X.,,Unsupervised sentiment analysis with emotional signals,2013,WWW 2013 - Proceedings of the 22nd International Conference on World Wide Web,228,10.1145/2488388.2488442,United States,Conference Paper,Tempe,0,Conference Proceeding,2-s2.0-84893144737
Jiang L.,,Target-dependent Twitter sentiment classification,2011,ACL-HLT 2011 - Proceedings of the 49th Annual Meeting of the Association for Computational Linguistics: Human Language Technologies,555,,China,Conference Paper,Beijing,0,Conference Proceeding,2-s2.0-83055184650
Luo X.,,Building association link network for semantic link on web resources,2011,IEEE Transactions on Automation Science and Engineering,225,10.1109/TASE.2010.2094608,China,Article,Shanghai,0,Journal,2-s2.0-79960112691
Zhang L.,,Combining lexicon-based and learning-based methods for twitter sentiment analysis,2011,HP Laboratories Technical Report,52,,United States;United States,Article,Chicago;Palo Alto,0,Journal,2-s2.0-79959567389
Taboada M.,,Lexicon-basedmethods for sentiment analysis,2011,Computational Linguistics,1458,10.1162/COLI_a_00049,Canada,Article,Burnaby,1,Journal,2-s2.0-79958257877
Davidov D.,,Enhanced sentiment learning using twitter hashtags and smileys,2010,"Coling 2010 - 23rd International Conference on Computational Linguistics, Proceedings of the Conference",428,,Israel,Conference Paper,Jerusalem,0,Conference Proceeding,2-s2.0-80053291743
Pak A.,,Twitter as a corpus for sentiment analysis and opinion mining,2010,"Proceedings of the 7th International Conference on Language Resources and Evaluation, LREC 2010",1445,,France,Conference Paper,Saint-Aubin,0,Conference Proceeding,2-s2.0-85028156346
Read J.,,Using emoticons to reduce dependency in machine learning techniques for sentiment classification,2005,"ACL-05 - 43rd Annual Meeting of the Association for Computational Linguistics, Proceedings of the Conference",329,10.3115/1628960.1628969,United Kingdom,Conference Paper,Brighton,1,Conference Proceeding,2-s2.0-84859916751
