Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Bao P.,,Popularity prediction in microblogging network: A case study on sina weibo,2013,WWW 2013 Companion - Proceedings of the 22nd International Conference on World Wide Web,96,,China,Conference Paper,Beijing,0,Conference Proceeding,2-s2.0-84885066266
Ren Z.,,Personalized time-aware tweets summarization,2013,SIGIR 2013 - Proceedings of the 36th International ACM SIGIR Conference on Research and Development in Information Retrieval,54,10.1145/2484028.2484052,Netherlands,Conference Paper,Amsterdam,0,Conference Proceeding,2-s2.0-84883106604
Mehrotra R.,,Improving LDA topic models for microblogs via tweet pooling and automatic labeling,2013,SIGIR 2013 - Proceedings of the 36th International ACM SIGIR Conference on Research and Development in Information Retrieval,239,10.1145/2484028.2484166,India,Conference Paper,Pilani,0,Conference Proceeding,2-s2.0-84883095788
Martinez-Romo J.,,Detecting malicious tweets in trending topics using a statistical analysis of language,2013,Expert Systems with Applications,112,10.1016/j.eswa.2012.12.015,Spain,Article,Madrid,0,Journal,2-s2.0-84874648289
Ferrara E.,,Traveling trends: Social butterflies or frequent fliers?,2013,COSN 2013 - Proceedings of the 2013 Conference on Online Social Networks,45,10.1145/2512938.2512956,United States,Conference Paper,Bloomington,0,Conference Proceeding,2-s2.0-84887284554
Gomez-Rodriguez M.,,Modeling information propagation with survival theory,2013,"30th International Conference on Machine Learning, ICML 2013",56,,Germany;United States,Conference Paper,Tubingen;Palo Alto,0,Conference Proceeding,2-s2.0-84897519961
Kamath K.,,Spatial influence vs. community influence: Modeling the global spread of social media,2012,ACM International Conference Proceeding Series,19,10.1145/2396761.2396883,United States,Conference Paper,College Station,0,Conference Proceeding,2-s2.0-84871046552
Chen K.,,Collaborative personalized tweet recommendation,2012,SIGIR'12 - Proceedings of the International ACM SIGIR Conference on Research and Development in Information Retrieval,223,10.1145/2348283.2348372,China,Conference Paper,Shanghai,0,Conference Proceeding,2-s2.0-84866619572
Netrapalli P.,,Learning the graph of epidemic cascades,2012,Performance Evaluation Review,80,10.1145/2254756.2254783,United States,Conference Paper,Austin,0,Conference Proceeding,2-s2.0-84864665720
Aral S.,,Identifying influential and susceptible members of social networks,2012,Science,611,10.1126/science.1215842,United States,Article,New York,0,Journal,2-s2.0-84863993298
