Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Collinson S.,,Modelling the effects of media during an influenza epidemic,2014,BMC Public Health,44,10.1186/1471-2458-14-376,Canada,Article,Toronto,1,Journal,2-s2.0-84899970431
Yoneki E.,,EpiMap: Towards quantifying contact networks for understanding epidemiology in developing countries,2014,Ad Hoc Networks,10,10.1016/j.adhoc.2012.06.003,United Kingdom,Article,Cambridge,0,Journal,2-s2.0-84888875235
Saito M.M.,,Extension and verification of the SEIR model on the 2009 influenza A (H1N1) pandemic in Japan,2013,Mathematical Biosciences,22,10.1016/j.mbs.2013.08.009,Japan,Article,Tokyo,0,Journal,2-s2.0-84887002892
Samsuzzoha M.,,Parameter estimation of influenza epidemic model,2013,Applied Mathematics and Computation,18,10.1016/j.amc.2013.07.040,Australia,Article,Melbourne,0,Journal,2-s2.0-84881269353
Tan X.,,"Modeling the initial transmission dynamics of influenza A H1N1 in Guangdong Province, China",2013,International Journal of Infectious Diseases,19,10.1016/j.ijid.2012.11.018,China,Article,Guangzhou,1,Journal,2-s2.0-84877662100
Garba S.,,Cross-immunity-induced backward bifurcation for a model of transmission dynamics of two strains of influenza,2013,Nonlinear Analysis: Real World Applications,14,10.1016/j.nonrwa.2012.10.003,South Africa,Article,Pretoria,0,Journal,2-s2.0-84872048645
Liccardo A.,,A Lattice Model for Influenza Spreading,2013,PLoS ONE,11,10.1371/journal.pone.0063935,Italy;Italy,Article,Naples;Naples,1,Journal,2-s2.0-84878060968
Soto-Ferrari M.,,Parallel programming approaches for an agent-based simulation of concurrent pandemic and seasonal influenza outbreaks,2013,Procedia Computer Science,2,10.1016/j.procs.2013.05.389,United States,Conference Paper,Kalamazoo,1,Conference Proceeding,2-s2.0-84896984142
Cauchemez S.,,"Influenza Infection Rates, Measurement Errors and the Interpretation of Paired Serology",2012,PLoS Pathogens,48,10.1371/journal.ppat.1003061,United Kingdom,Article,London,1,Journal,2-s2.0-84872029093
Liu M.,,Modeling and analysis of epidemic diffusion within small-world network,2012,Journal of Applied Mathematics,9,10.1155/2012/841531,China,Article,Nanjing,1,Journal,2-s2.0-84864950877
De la Sen M.,,On vaccination controls for the SEIR epidemic model,2012,Communications in Nonlinear Science and Numerical Simulation,31,10.1016/j.cnsns.2011.10.012,Spain,Article,Leioa,0,Journal,2-s2.0-84855218783
Miller J.,,A note on a paper by Erik Volz: SIR dynamics in random networks,2011,Journal of Mathematical Biology,104,10.1007/s00285-010-0337-9,United States,Article,Boston,0,Journal,2-s2.0-79951515510
Evans T.S.,,Clique graphs and overlapping communities,2010,Journal of Statistical Mechanics: Theory and Experiment,92,10.1088/1742-5468/2010/12/P12037,United Kingdom,Article,London,0,Journal,2-s2.0-84881648653
Neuman E.J.,,Structure and bias in the network autocorrelation model,2010,Social Networks,25,10.1016/j.socnet.2010.04.003,United States,Article,Urbana,0,Journal,2-s2.0-77956937219
Sun C.,,Global analysis of an SEIR model with varying population size and vaccination,2010,Applied Mathematical Modelling,50,10.1016/j.apm.2009.12.005,United States;Canada,Article,New Haven;Montreal,1,Journal,2-s2.0-77952888377
Hooten M.,,Assessing North American influenza dynamics with a statistical SIRS model,2010,Spatial and Spatio-temporal Epidemiology,31,10.1016/j.sste.2010.03.003,United States,Article,Logan,0,Journal,2-s2.0-77953287671
Nichol K.,,"Modeling seasonal influenza outbreak in a closed college campus: Impact of pre-season vaccination, in-season vaccination and holidays/breaks",2010,PLoS ONE,33,10.1371/journal.pone.0009548,United States;United States,Article,Minneapolis;,1,Journal,2-s2.0-77949713456
Gomes M.,,SIR model with general distribution function in the infectious period,2009,Physica A: Statistical Mechanics and its Applications,4,10.1016/j.physa.2009.04.015,Brazil,Article,Porto Alegre,0,Journal,2-s2.0-65649126778
