Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Altafini C.,,Dynamics of opinion forming in structurally balanced social networks,2012,PLoS ONE,118,10.1371/journal.pone.0038135,Italy,Article,Trieste,1,Journal,2-s2.0-84862531737
Facchetti G.,,Computing global structural balance in large-scale signed social networks,2011,Proceedings of the National Academy of Sciences of the United States of America,174,10.1073/pnas.1109521108,Italy,Article,Trieste,1,Journal,2-s2.0-84855504473
Srivastava V.,,On bifurcations in nonlinear consensus networks,2011,Journal of Nonlinear Science,9,10.1007/s00332-011-9103-4,United States,Article,Santa Barbara,0,Journal,2-s2.0-84855616230
Cao L.,,A necessary and sufficient condition for consensus of continuous-time agents over undirected time-varying networks,2011,IEEE Transactions on Automatic Control,31,10.1109/TAC.2011.2157393,China,Article,Shanghai,0,Journal,2-s2.0-80051490627
Ajorlou A.,,Sufficient conditions for the convergence of a class of nonlinear distributed consensus algorithms,2011,Automatica,30,10.1016/j.automatica.2011.01.042,Canada,Article,Montreal,0,Journal,2-s2.0-79952487208
Mesbahi M.,,Graph theoretic methods in multiagent networks,2010,Graph Theoretic Methods in Multiagent Networks,1555,,United States,Book,Seattle,0,Book,2-s2.0-84883932589
Iacono G.,,"Monotonicity, frustration, and ordered response: An analysis of the energy landscape of perturbed large-scale biological networks",2010,BMC Systems Biology,16,10.1186/1752-0509-4-83,Italy,Article,Trieste,1,Journal,2-s2.0-77953279667
Kunegis J.,,"Spectral analysis of signed graphs for clustering, prediction and visualization",2010,"Proceedings of the 10th SIAM International Conference on Data Mining, SDM 2010",190,10.1137/1.9781611972801.49,Germany,Conference Paper,Berlin,1,Conference Proceeding,2-s2.0-84880094149
Ermon S.,,Trust Estimation in autonomic networks: A statistical mechanics approach,2009,Proceedings of the IEEE Conference on Decision and Control,13,10.1109/CDC.2009.5400923,United States,Conference Paper,Ithaca,0,Conference Proceeding,2-s2.0-77950790750
Bauso D.,,"Dissensus, death and division",2009,Proceedings of the American Control Conference,4,10.1109/ACC.2009.5160410,Italy,Conference Paper,Palermo,0,Conference Proceeding,2-s2.0-70449642519
Liu X.,,Consensus problem in directed networks of multi-agents via nonlinear protocols,2009,"Physics Letters, Section A: General, Atomic and Solid State Physics",129,10.1016/j.physleta.2009.06.054,China,Article,Shanghai,0,Journal,2-s2.0-67849097172
Hui Q.,,Finite-time semistability and consensus for nonlinear dynamical networks,2008,IEEE Transactions on Automatic Control,261,10.1109/TAC.2008.929392,United States,Article,Lubbock,0,Journal,2-s2.0-54049150392
Hui Q.,,Distributed nonlinear control algorithms for network consensus,2008,Automatica,212,10.1016/j.automatica.2008.01.011,United States,Article,Atlanta,0,Journal,2-s2.0-50049099130
