Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Friedkin N.E.,,Network science on belief system dynamics under logic constraints,2016,Science,93,10.1126/science.aag2624,United States,Article,Santa Barbara,1,Journal,2-s2.0-84992153960
Wai H.,,Active Sensing of Social Networks,2016,IEEE Transactions on Signal and Information Processing over Networks,29,10.1109/TSIPN.2016.2555785,United States,Article,Tempe,1,Journal,2-s2.0-85027709921
Proskurnikov A.V.,,PageRank and opinion dynamics: Missing links and extensions,2016,"2016 IEEE Conference on Norbert Wiener in the 21st Century, 21CW 2016",3,10.1109/NORBERT.2016.7547432,Russian Federation;Netherlands,Conference Paper,Saint Petersburg (ex Leningrad);Groningen,0,Conference Proceeding,2-s2.0-84988028720
Proskurnikov A.,,Opinion Dynamics in Social Networks with Hostile Camps: Consensus vs. Polarization,2016,IEEE Transactions on Automatic Control,139,10.1109/TAC.2015.2471655,Russian Federation;Netherlands,Article,Saint Petersburg (ex Leningrad);Groningen,0,Journal,2-s2.0-84973124561
Frasca P.,,"Distributed randomized algorithms for opinion formation, centrality computation and power systems estimation: A tutorial overview",2015,European Journal of Control,32,10.1016/j.ejcon.2015.04.002,Netherlands,Conference Paper,Enschede,0,Journal,2-s2.0-84931008430
Friedkin N.,,The problem of social control and coordination of complex systems in sociology: A look at the community cleavage problem,2015,IEEE Control Systems,88,10.1109/MCS.2015.2406655,United States,Article,Santa Barbara,0,Journal,2-s2.0-84929377268
Parsegov S.E.,,A new model of opinion dynamics for social actors with multiple interdependent attitudes and prejudices,2015,Proceedings of the IEEE Conference on Decision and Control,15,10.1109/CDC.2015.7402757,Russian Federation,Conference Paper,Moscow,0,Conference Proceeding,2-s2.0-84962030717
Cao Y.,,Consensus of multi-agent systems with state constraints: A unified view of opinion dynamics and containment control,2015,Proceedings of the American Control Conference,12,10.1109/ACC.2015.7170935,United States,Conference Paper,Dayton,0,Conference Proceeding,2-s2.0-84940905923
Ravazzi C.,,Ergodic randomized algorithms and dynamics over networks,2015,IEEE Transactions on Control of Network Systems,62,10.1109/TCNS.2014.2367571,Italy,Article,Turin,0,Journal,2-s2.0-84926059271
Jia P.,,Opinion dynamics and the evolution of social power in influence networks,2015,SIAM Review,105,10.1137/130913250,United States,Article,Santa Barbara,0,Journal,2-s2.0-84938938517
Valcher M.,,On the consensus and bipartite consensus in high-order multi-agent dynamical systems with antagonistic interactions,2014,Systems and Control Letters,193,10.1016/j.sysconle.2014.01.006,Italy,Article,Padua,0,Journal,2-s2.0-84894624208
Friedkin N.,,Two steps to obfuscation,2014,Social Networks,12,10.1016/j.socnet.2014.03.008,United States,Article,Santa Barbara,0,Journal,2-s2.0-84900518693
Proskurnikov A.,,Consensus and polarization in Altafini's model with bidirectional time-varying network topologies,2014,Proceedings of the IEEE Conference on Decision and Control,18,10.1109/CDC.2014.7039710,Netherlands,Conference Paper,Groningen,0,Conference Proceeding,2-s2.0-84988042623
Ishii H.,,"The pagerank problem, multiagent consensus, and web aggregation: A systems and control viewpoint",2014,IEEE Control Systems,54,10.1109/MCS.2014.2308672,Japan,Article,Tokyo,0,Journal,2-s2.0-84901286854
Ghaderi J.,,Opinion dynamics in social networks with stubborn agents: Equilibrium and convergence rate,2014,Automatica,98,10.1016/j.automatica.2014.10.034,United States,Article,New York,0,Journal,2-s2.0-84919481091
Frasca P.,,Gossips and prejudices: Ergodic randomized dynamics in social networks,2013,IFAC Proceedings Volumes (IFAC-PapersOnline),36,10.3182/20130925-2-DE-4044.00024,Netherlands,Conference Paper,Enschede,0,Conference Proceeding,2-s2.0-84886611927
Li L.,,"Consensus, polarization and clustering of opinions in social networks",2013,IEEE Journal on Selected Areas in Communications,54,10.1109/JSAC.2013.130609,United States,Article,Davis,0,Journal,2-s2.0-84878118133
Dandekar P.,,"Biased assimilation, homophily, and the dynamics of polarization",2013,Proceedings of the National Academy of Sciences of the United States of America,128,10.1073/pnas.1217220110,United States,Article,Palo Alto,1,Journal,2-s2.0-84876046902
Altafini C.,,Consensus problems on networks with antagonistic interactions,2013,IEEE Transactions on Automatic Control,602,10.1109/TAC.2012.2224251,Italy,Article,Trieste,0,Journal,2-s2.0-84875588811
Nedic A.,,Multi-dimensional Hegselmann-Krause dynamics,2012,Proceedings of the IEEE Conference on Decision and Control,38,10.1109/CDC.2012.6426417,United States,Conference Paper,Urbana,0,Conference Proceeding,2-s2.0-84874233337
Altafini C.,,Dynamics of opinion forming in structurally balanced social networks,2012,PLoS ONE,118,10.1371/journal.pone.0038135,Italy,Article,Trieste,1,Journal,2-s2.0-84862531737
Childress C.,,Cultural reception and production: The social construction of meaning in book clubs,2012,American Sociological Review,36,10.1177/0003122411428153,United States,Article,Santa Barbara,0,Journal,2-s2.0-84856199473
Bindel D.,,How bad is forming your own opinion?,2011,"Proceedings - Annual IEEE Symposium on Foundations of Computer Science, FOCS",56,10.1109/FOCS.2011.43,United States,Conference Paper,Ithaca,0,Conference Proceeding,2-s2.0-84863311712
Wang W.,,Network Reconstruction Based on Evolutionary-Game Data via Compressive Sensing,2011,Physical Review X,88,10.1103/PhysRevX.1.021021,China;United States,Article,Beijing;Tempe,1,Journal,2-s2.0-84863314206
Aeyels D.,,Cluster formation in a time-varying multi-agent system,2011,Automatica,22,10.1016/j.automatica.2011.08.036,Belgium,Article,Ghent,0,Journal,2-s2.0-80053629955
Xia W.,,Clustering in diffusively coupled networks,2011,Automatica,149,10.1016/j.automatica.2011.08.043,Netherlands,Article,Groningen,0,Journal,2-s2.0-80053619900
Flache A.,,Small worlds and cultural polarization,2011,Journal of Mathematical Sociology,96,10.1080/0022250X.2010.532261,Netherlands,Article,Groningen,0,Journal,2-s2.0-79551601874
Ishii H.,,Distributed randomized algorithms for the PageRank computation,2010,IEEE Transactions on Automatic Control,93,10.1109/TAC.2010.2042984,Japan,Article,Tokyo,0,Journal,2-s2.0-77956541733
Snijders T.A.B.,,Maximum likelihood estimation for social network dynamics,2010,Annals of Applied Statistics,76,10.1214/09-AOAS313,United Kingdom,Article,Oxford,1,Journal,2-s2.0-84861346830
