Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Figueroa G.,,Collaborative ranking between supervised and unsupervised approaches for keyphrase extraction,2014,"Proceedings of the 26th Conference on Computational Linguistics and Speech Processing, ROCLING 2014",6,,Taiwan,Conference Paper,Hsinchu,0,Conference Proceeding,2-s2.0-85026390441
Yin H.,,A unified model for stable and temporal topic detection from social media data,2013,Proceedings - International Conference on Data Engineering,56,10.1109/ICDE.2013.6544864,China,Conference Paper,Beijing,0,Conference Proceeding,2-s2.0-84881325359
Kwan E.,,Event identification for social streams using keyword-based evolving graph sequences,2013,"Proceedings of the 2013 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2013",11,10.1145/2492517.2492528,Taiwan,Conference Paper,Hsinchu,0,Conference Proceeding,2-s2.0-84893308771
Brin S.,,Reprint of: The anatomy of a large-scale hypertextual web search engine,2012,Computer Networks,478,10.1016/j.comnet.2012.10.007,United States,Article,Palo Alto,0,Journal,2-s2.0-84870444130
Diao Q.,,Finding bursty topics from microblogs,2012,"50th Annual Meeting of the Association for Computational Linguistics, ACL 2012 - Proceedings of the Conference",188,,Singapore,Conference Paper,Singapore City,0,Conference Proceeding,2-s2.0-84876805060
Gimpel K.,,"Part-of-speech tagging for twitter: Annotation, features, and experiments",2011,ACL-HLT 2011 - Proceedings of the 49th Annual Meeting of the Association for Computational Linguistics: Human Language Technologies,543,,United States,Conference Paper,Pittsburgh,0,Conference Proceeding,2-s2.0-83255189974
Shubhankar K.,,An efficient algorithm for topic ranking and modeling topic evolution,2011,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),11,10.1007/978-3-642-23088-2_23,India,Conference Paper,Hyderabad,0,Book Series,2-s2.0-80052805689
Zhao W.,,Comparing twitter and traditional media using topic models,2011,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),677,10.1007/978-3-642-20161-5_34,China,Conference Paper,Beijing,0,Book Series,2-s2.0-84995774405
Cataldi M.,,Emerging topic detection on Twitter based on temporal and social terms evaluation,2010,"Proceedings of the 10th International Workshop on Multimedia Data Mining, MDMKDD '10",360,10.1145/1814245.1814249,Italy,Conference Paper,Turin,0,Conference Proceeding,2-s2.0-77956241943
Phelan O.,,Using twitter to recommend real-time topical news,2009,RecSys'09 - Proceedings of the 3rd ACM Conference on Recommender Systems,291,10.1145/1639714.1639794,Ireland,Conference Paper,Dublin,0,Conference Proceeding,2-s2.0-72249113387
Sankaranarayanan J.,,TwitterStand: News in tweets,2009,GIS: Proceedings of the ACM International Symposium on Advances in Geographic Information Systems,469,10.1145/1653771.1653781,United States,Conference Paper,College Park,0,Conference Proceeding,2-s2.0-74049120785
