Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Shalizi C.,,Homophily and contagion are generically confounded in observational social network studies,2011,Sociological Methods and Research,421,10.1177/0049124111404820,United States,Article,Pittsburgh,0,Journal,2-s2.0-79956110272
Bollen J.,,Twitter mood predicts the stock market,2011,Journal of Computational Science,2176,10.1016/j.jocs.2010.12.007,United States,Article,Bloomington,0,Journal,2-s2.0-79953102821
Zafarani R.,,Sentiment propagation in social networks: A case study in LiveJournal,2010,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),26,10.1007/978-3-642-12079-4_52,United States,Conference Paper,Tempe,0,Book Series,2-s2.0-78650377944
Bisgin H.,,Investigating homophily in online social networks,2010,"Proceedings - 2010 IEEE/WIC/ACM International Conference on Web Intelligence, WI 2010",43,10.1109/WI-IAT.2010.61,United States,Conference Paper,Little Rock,0,Conference Proceeding,2-s2.0-78649885409
Bedau M.A.,,Living technology: Exploiting life's principles in technology,2010,Artificial Life,62,10.1162/artl.2009.16.1.16103,United States;Denmark;United States;Italy,Article,Portland;Odense;San Francisco;Milan,0,Journal,2-s2.0-73949120116
Oh O.,,An exploration of social media in extreme events: Rumor theory and twitter during the HAITI earthquake 2010,2010,ICIS 2010 Proceedings - Thirty First International Conference on Information Systems,96,,United States,Conference Paper,Buffalo,0,Conference Proceeding,2-s2.0-84870963741
Gilbert E.,,Widespread worry and the stock market,2010,ICWSM 2010 - Proceedings of the 4th International AAAI Conference on Weblogs and Social Media,153,,United States,Conference Paper,Urbana,0,Conference Proceeding,2-s2.0-84871594965
O'Connor B.,,From tweets to polls: Linking text sentiment to public opinion time series,2010,ICWSM 2010 - Proceedings of the 4th International AAAI Conference on Weblogs and Social Media,1023,,United States,Conference Paper,Pittsburgh,0,Conference Proceeding,2-s2.0-84890614558
Onnela J.,,Spontaneous emergence of social influence in online systems,2010,Proceedings of the National Academy of Sciences of the United States of America,170,10.1073/pnas.0914572107,United Kingdom;Finland;United Kingdom;United States;United States,Article,Oxford;Espoo;Oxford;Cambridge;Boston,1,Journal,2-s2.0-78649894774
Lee S.,,Googling social interactions: Web search engine based social network construction,2010,PLoS ONE,44,10.1371/journal.pone.0011233,South Korea,Article,Yusong,1,Journal,2-s2.0-77955379943
Szell M.,,Multirelational organization of large-scale social networks in an online world,2010,Proceedings of the National Academy of Sciences of the United States of America,503,10.1073/pnas.1004008107,Austria,Article,Vienna,1,Journal,2-s2.0-77956372873
Kwak H.,,"What is Twitter, a social network or a news media?",2010,"Proceedings of the 19th International Conference on World Wide Web, WWW '10",3937,10.1145/1772690.1772751,South Korea,Conference Paper,Yusong,0,Conference Proceeding,2-s2.0-77954619566
Kramer A.,,"An unobtrusive behavioral model of ""gross national happiness""",2010,Conference on Human Factors in Computing Systems - Proceedings,118,10.1145/1753326.1753369,United States,Conference Paper,Eugene,0,Conference Proceeding,2-s2.0-77953994937
Rocha L.,,Information dynamics shape the sexual networks of Internet-mediated prostitution,2010,Proceedings of the National Academy of Sciences of the United States of America,124,10.1073/pnas.0914080107,Sweden,Article,Umea,1,Journal,2-s2.0-77950534276
Pak A.,,Twitter as a corpus for sentiment analysis and opinion mining,2010,"Proceedings of the 7th International Conference on Language Resources and Evaluation, LREC 2010",1445,,France,Conference Paper,Saint-Aubin,0,Conference Proceeding,2-s2.0-85028156346
Aral S.,,Distinguishing influence-based contagion from homophily-driven diffusion in dynamic networks,2009,Proceedings of the National Academy of Sciences of the United States of America,655,10.1073/pnas.0908800106,United States;United States,Article,New York;Cambridge,1,Journal,2-s2.0-76049088642
Cacioppo J.,,Alone in the Crowd: The Structure and Spread of Loneliness in a Large Social Network,2009,Journal of Personality and Social Psychology,332,10.1037/a0016076,United States,Article,Chicago,0,Journal,2-s2.0-70349186097
Parkinson B.,,Affecting others: Social appraisal and emotion contagion in everyday decision making,2009,Personality and Social Psychology Bulletin,70,10.1177/0146167209336611,United Kingdom,Article,Oxford,0,Journal,2-s2.0-69149090080
Mungiu-Pippidi A.,,Moldova's twitter revolution,2009,Journal of Democracy,66,,Germany,Article,Berlin,0,Journal,2-s2.0-67651245140
Vespignani A.,,Predicting the behavior of techno-social systems,2009,Science,322,10.1126/science.1171990,Italy;United States,Review,Turin;Bloomington,0,Journal,2-s2.0-67749145794
Huntsinger J.,,Contagion without contact: Anticipatory mood matching in response to affiliative motivation,2009,Personality and Social Psychology Bulletin,27,10.1177/0146167209335299,United States,Article,Chicago,0,Journal,2-s2.0-67849109906
Lazer D.,,Social science: Computational social science,2009,Science,1714,10.1126/science.1167742,United States,Short Survey,Cambridge,0,Journal,2-s2.0-59849122652
Huberman B.,,Social networks that matter Twitter under the microscope,2009,First Monday,506,,United States,Article,Palo Alto,0,Journal,2-s2.0-58449115775
Garnier S.,,The embodiment of cockroach aggregation behavior in a group of micro-robots,2008,Artificial Life,56,10.1162/artl.2008.14.4.14400,France,Article,Toulouse,0,Journal,2-s2.0-54049094835
Nathan A.,,V-like formations in flocks of artificial birds,2008,Artificial Life,30,10.1162/artl.2008.14.2.179,Brazil,Article,Rio de Janeiro,0,Journal,2-s2.0-41149150678
Java A.,,Why we twitter: Understanding microblogging usage and communities,2007,Joint Ninth WebKDD and First SNA-KDD 2007 Workshop on Web Mining and Social Network Analysis,1771,10.1145/1348549.1348556,United States,Conference Paper,Baltimore,0,Conference Proceeding,2-s2.0-43449135033
Centola D.,,Complex contagions and the weakness of long ties,2007,American Journal of Sociology,705,10.1086/521848,United States,Article,Cambridge,0,Journal,2-s2.0-38949109629
Mason W.,,"Situating social influence processes: Dynamic, multidirectional flows of influence within social networks",2007,Personality and Social Psychology Review,182,10.1177/1088868307301032,United States,Article,Bloomington,0,Journal,2-s2.0-34547930440
Christakis N.,,The spread of obesity in a large social network over 32 years,2007,New England Journal of Medicine,2896,10.1056/NEJMsa066082,United States;United States;United States,Article,Cambridge;Cambridge;Boston,0,Journal,2-s2.0-34547170053
Balog K.,,Why are they excited? Identifying and explaining spikes in blog mood levels,2006,"EACL 2006 - 11th Conference of the European Chapter of the Association for Computational Linguistics, Proceedings of the Conference",69,,Netherlands,Conference Paper,Amsterdam,0,Conference Proceeding,2-s2.0-79952365370
Olfati-Saber R.,,Flocking for multi-agent dynamic systems: Algorithms and theory,2006,IEEE Transactions on Automatic Control,3296,10.1109/TAC.2005.864190,United States,Article,Hanover,0,Journal,2-s2.0-33644997478
Wilson T.,,Recognizing contextual polarity in phrase-level sentiment analysis,2005,"HLT/EMNLP 2005 - Human Language Technology Conference and Conference on Empirical Methods in Natural Language Processing, Proceedings of the Conference",1832,10.3115/1220575.1220619,United States,Conference Paper,Pittsburgh,1,Conference Proceeding,2-s2.0-80053247760
Newman M.E.J.,,Mixing patterns in networks,2003,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",1528,,United States;United States,Article,Santa Fe;Ann Arbor,0,Journal,2-s2.0-0038752085
Mollica K.A.,,Racial homophily and its persistence in newcomers' social networks,2003,Organization Science,139,10.1287/orsc.14.2.123.14994,United States,Article,Winston Salem,0,Journal,2-s2.0-0037936735
Newman M.,,The structure and function of complex networks,2003,SIAM Review,11538,10.1137/S003614450342480,United States,Review,Ann Arbor,0,Journal,2-s2.0-0038718854
Newman M.,,Assortative Mixing in Networks,2002,Physical Review Letters,3012,10.1103/PhysRevLett.89.208701,United States,Article,Ann Arbor,0,Journal,2-s2.0-18744389789
McPherson M.,,Birds of a feather: Homophily in social networks,2001,Annual Review of Sociology,8128,10.1146/annurev.soc.27.1.415,United States,Article,Tucson,0,Book Series,2-s2.0-0035639140
Dorigo M.,,Ant algorithms and stigmergy,2000,Future Generation Computer Systems,630,10.1016/S0167-739X(00)00042-X,Italy;Belgium,Article,Milan;Brussels,0,Journal,2-s2.0-0033738998
Holland O.,,"Stigmergy, self-organization, and sorting in collective robotics",1999,Artificial Life,282,10.1162/106454699568737,United Kingdom;United Kingdom,Article,Bristol;Cambridge,0,Journal,2-s2.0-0033084834
Reynolds C.,,"FLOCKS, HERDS, AND SCHOOLS: A DISTRIBUTED BEHAVIORAL MODEL.",1987,Computer Graphics (ACM),4516,10.1145/37402.37406,United States,Article,Los Angeles,0,Trade Journal,2-s2.0-0023379184
