Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Jackson M.O.,,Social and economic networks,2010,Social and Economic Networks,1670,,United States,Book,Palo Alto,0,Book,2-s2.0-84884055882
Centola D.,,The spread of behavior in an online social network experiment,2010,Science,1288,10.1126/science.1185231,United States,Article,Cambridge,0,Journal,2-s2.0-77956296152
Bohlmann J.D.,,The effects of market network heterogeneity on innovation diffusion: An agent-based modeling approach,2010,Journal of Product Innovation Management,87,10.1111/j.1540-5885.2010.00748.x,United States,Article,Raleigh,0,Journal,2-s2.0-77954439245
Rand D.,,Anti-social punishment can prevent the co-evolution of punishment and cooperation,2010,Journal of Theoretical Biology,127,10.1016/j.jtbi.2010.06.010,United States,Article,Cambridge,0,Journal,2-s2.0-77954495663
Fowler J.,,Cooperative behavior cascades in human social networks,2010,Proceedings of the National Academy of Sciences of the United States of America,381,10.1073/pnas.0913149107,United States,Article,San Diego,1,Journal,2-s2.0-77950432780
West J.D.,,The eigenfactor metrics™: A network approach to assessing scholarly journals,2010,College and Research Libraries,108,10.5860/0710236,United States,Article,Seattle,1,Journal,2-s2.0-77953839814
Cacioppo J.,,Alone in the Crowd: The Structure and Spread of Loneliness in a Large Social Network,2009,Journal of Personality and Social Psychology,332,10.1037/a0016076,United States,Article,Chicago,0,Journal,2-s2.0-70349186097
Tarnita C.E.,,Strategy selection in structured populations,2009,Journal of Theoretical Biology,155,10.1016/j.jtbi.2009.03.035,United States,Article,Cambridge,0,Journal,2-s2.0-67649979847
Castellano C.,,Statistical physics of social dynamics,2009,Reviews of Modern Physics,2176,10.1103/RevModPhys.81.591,Italy,Article,Rome,0,Journal,2-s2.0-65549108449
Bahr D.,,Exploiting social networks to mitigate the obesity epidemic,2009,Obesity,117,10.1038/oby.2008.615,United States,Article,Denver,1,Journal,2-s2.0-63049103318
Anagnostopoulos A.,,Influence and correlation in social networks,2008,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,466,10.1145/1401890.1401897,United States,Conference Paper,Sunnyvale,0,Conference Proceeding,2-s2.0-65449152304
Bergstrom C.,,The Eigenfactor™ metrics,2008,Journal of Neuroscience,218,10.1523/JNEUROSCI.0003-08.2008,United States,Note,Seattle,1,Journal,2-s2.0-58149236479
Smith K.,,Social networks and health,2008,Annual Review of Sociology,756,10.1146/annurev.soc.34.040507.134601,United States,Review,Boston,0,Book Series,2-s2.0-50649103447
Christakis N.,,The collective dynamics of smoking in a large social network,2008,New England Journal of Medicine,1323,10.1056/NEJMsa0706154,United States;United States;United States,Article,Cambridge;Cambridge;Boston,0,Journal,2-s2.0-44249122799
López-Pintado D.,,Diffusion in complex social networks,2008,Games and Economic Behavior,161,10.1016/j.geb.2007.08.001,Spain,Article,Barcelona,0,Journal,2-s2.0-39149136216
Fowler J.,,Dynamic spread of happiness in a large social network: longitudinal analysis over 20 years in the Framingham Heart Study.,2008,BMJ (Clinical research ed.),814,10.1136/bmj.a2338,United States,Article,San Diego,1,Journal,2-s2.0-58149387739
Christakis N.,,The spread of obesity in a large social network over 32 years,2007,New England Journal of Medicine,2896,10.1056/NEJMsa066082,United States;United States;United States,Article,Cambridge;Cambridge;Boston,0,Journal,2-s2.0-34547170053
Luke D.A.,,"Network analysis in public health: History, methods, and applications",2007,Annual Review of Public Health,315,10.1146/annurev.publhealth.28.021406.144132,United States,Conference Paper,St. Louis,1,Book Series,2-s2.0-34249680753
Nowak M.,,Five rules for the evolution of cooperation,2006,Science,2878,10.1126/science.1133755,United States,Review,Cambridge,0,Journal,2-s2.0-33845415805
May R.,,Network structure and the biology of populations,2006,Trends in Ecology and Evolution,184,10.1016/j.tree.2006.03.013,United Kingdom,Review,Oxford,0,Journal,2-s2.0-33745380511
Ohtsuki H.,,A simple rule for the evolution of cooperation on graphs and social networks,2006,Nature,1234,10.1038/nature04605,Japan;United States,Article,Fukuoka;Cambridge,0,Journal,2-s2.0-33745317468
Lleberman E.,,Evolutionary dynamics on graphs,2005,Nature,729,10.1038/nature03204,United States;United States,Article,Cambridge;Cambridge,0,Journal,2-s2.0-12844260210
Keeling M.,,Networks and epidemic models,2005,Journal of the Royal Society Interface,865,10.1098/rsif.2005.0051,United Kingdom,Review,Coventry,1,Journal,2-s2.0-33646893242
Watts D.,,"The ""new"" science of networks",2004,Annual Review of Sociology,569,10.1146/annurev.soc.30.020404.104342,United States;United States,Review,Santa Fe;New York,0,Book Series,2-s2.0-4344696555
Bearman P.,,Suicide and Friendships among American Adolescents,2004,American Journal of Public Health,397,10.2105/AJPH.94.1.89,United States,Article,New York,0,Journal,2-s2.0-1042302919
Kim S.,,Stigmatizing smokers: Public sentiment toward cigarette smoking and its relationship to smoking behaviors,2003,Journal of Health Communication,107,10.1080/10810730305723,United States,Review,Notre Dame,0,Journal,2-s2.0-2342458954
Eames K.,,Modeling dynamic and network heterogeneities in the spread of sexually transmitted diseases,2002,Proceedings of the National Academy of Sciences of the United States of America,305,10.1073/pnas.202244299,,Article,,1,Journal,2-s2.0-0036790984
Watts D.,,A simple model of global cascades on random networks,2002,Proceedings of the National Academy of Sciences of the United States of America,1445,10.1073/pnas.082090499,United States,Article,New York,1,Journal,2-s2.0-0037197979
Chang V.,,Medical modelling of obesity: A transition from action to experience in a 20 <sup>th</sup> century American medical textbook,2002,Sociology of Health and Illness,65,10.1111/1467-9566.00289,United States,Article,Chicago,1,Journal,2-s2.0-0036489094
Pastor-Satorras R.,,Epidemic spreading in scale-free networks,2001,Physical Review Letters,3738,10.1103/PhysRevLett.86.3200,Spain,Article,Barcelona,0,Journal,2-s2.0-0035794256
May R.M.,,Infection dynamics on scale-free networks,2001,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",552,10.1103/PhysRevE.64.066112,United Kingdom,Article,Oxford,0,Journal,2-s2.0-0035689341
Keeling M.,,The effects of local spatial structure on epidemiological invasions,1999,Proceedings of the Royal Society B: Biological Sciences,543,10.1098/rspb.1999.0716,United Kingdom,Article,Cambridge,0,Journal,2-s2.0-0033594451
Ball F.,,Epidemics with two levels of mixing,1997,Annals of Applied Probability,343,10.1214/aoap/1034625252,United Kingdom,Article,Nottingham,1,Journal,2-s2.0-0031285152
Midgley D.,,The effect of network structure in industrial diffusion processes,1992,Research Policy,64,10.1016/0048-7333(92)90009-S,Australia,Article,Sydney,0,Journal,2-s2.0-0002144779
Goffman W.,,Generalization of epidemic theory: An application to the transmission of ideas,1964,Nature,184,10.1038/204225a0,United States,Article,Cleveland,0,Journal,2-s2.0-0001146495
Daley D.,,Epidemics and Rumours [49],1964,Nature,312,10.1038/2041118a0,United Kingdom,Letter,Cambridge,0,Journal,2-s2.0-4143136066
