Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Fotin-Mleczek M.,,Apoptotic crosstalk of TNF receptors: TNF-R2-induces depletion of TRAF2 and IAP proteins and accelerates TNF-R1-dependent activation of caspase-8,2002,Journal of Cell Science,212,,Germany,Article,Stuttgart,0,Journal,2-s2.0-0036629347
Brown K.D.,,Regulation of TRAF2 signaling by self-induced degradation,2002,Journal of Biological Chemistry,89,10.1074/jbc.M111522200,United States,Article,"Iowa City, IA",1,Journal,2-s2.0-0037205442
Gabai V.,,Hsp72 and stress kinase c-jun N-terminal kinase regulate the Bid-dependent pathway in tumor necrosis factor-induced apoptosis,2002,Molecular and Cellular Biology,129,10.1128/MCB.22.10.3415-3424.2002,United States,Article,Boston,1,Journal,2-s2.0-0036234472
Los M.,,Activation and caspase-mediated inhibition of PARP: A molecular switch between fibroblast necrosis and apoptosis in death receptor signaling,2002,Molecular Biology of the Cell,332,10.1091/mbc.01-05-0272,Germany,Article,Munster,0,Journal,2-s2.0-0036196425
Mayo M.W.,,PTEN blocks tumor necrosis factor-induced NF-κB-dependent transcription by inhibiting the transactivation potential of the p65 subunit,2002,Journal of Biological Chemistry,107,10.1074/jbc.M108670200,United States;United States,Article,Charlottesville;Charlottesville,1,Journal,2-s2.0-0037192829
Li X.,,TNF-RII and c-IAP1 mediate ubiquitination and degradation of TRAF2,2002,Nature,362,10.1038/416345a,United States,Article,Bethesda,0,Journal,2-s2.0-0037149542
Ha H.,,Poly(ADP-ribose) polymerase-1 dependence of stress-induced transcription factors and associated gene expression in glia,2002,Proceedings of the National Academy of Sciences of the United States of America,212,10.1073/pnas.052712399,United States,Article,Baltimore,1,Journal,2-s2.0-0037022627
Wagner T.,,Exacerbation of Mycobacterium tuberculosis enteritis masquerading as Crohn's disease after treatment with a tumor necrosis factor-α inhibitor,2002,American Journal of Medicine,45,10.1016/S0002-9343(01)01035-X,United States,Article,Seattle,0,Journal,2-s2.0-0036157584
Sizemore N.,,Distinct roles of the IκB kinase α and β subunits in liberating nuclear factor κB (NF-κB) from IκB and in phosphorylating the p65 subunit of NF-κB,2002,Journal of Biological Chemistry,333,10.1074/jbc.M110572200,United States,Article,Cleveland,1,Journal,2-s2.0-0037039665
Chadee D.,,Direct activation of mitogen-activated protein kinase kinase kinase MEKK1 by the ste20p homologue GCK and the adapter protein TRAF2,2002,Molecular and Cellular Biology,70,10.1128/MCB.22.3.737-749.2002,United States,Article,Boston,1,Journal,2-s2.0-0036143713
Liu H.,,Increased cytochrome P-450 2E1 expression sensitizes hepatocytes to c-Jun-mediated cell death from TNF-α,2002,American Journal of Physiology - Gastrointestinal and Liver Physiology,80,10.1152/ajpgi.00304.2001,United States;United States,Article,Chapel Hill;New York,0,Journal,2-s2.0-0036086898
Hochedlinger K.,,Differential effects of JNK1 and JNK2 on signal specific induction of apoptosis,2002,Oncogene,88,10.1038/sj.onc.1205348,Austria;United States,Article,Vienna;Cambridge,1,Journal,2-s2.0-85047700485
Liu H.,,NF-κB inhibition sensitizes hepatocytes to TNF-induced apoptosis through a sustained activation of JNK and c-Jun,2002,Hepatology,169,10.1053/jhep.2002.32534,United States,Article,New York,1,Journal,2-s2.0-0036009411
