Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Kang Y.K.,,"Nivolumab in patients with advanced gastric or gastro-oesophageal junction cancer refractory to, or intolerant of, at least two previous chemotherapy regimens (ONO-4538-12, ATTRACTION-2): a randomised, double-blind, placebo-controlled, phase 3 trial",2017,The Lancet,577,10.1016/S0140-6736(17)31827-5,South Korea,Article,Ulsan,0,Journal,2-s2.0-85030626436
Chan W.,,Third-line systemic treatment versus best supportive care for advanced/metastatic gastric cancer: A systematic review and meta-analysis,2017,Critical Reviews in Oncology/Hematology,20,10.1016/j.critrevonc.2017.05.002,Hong Kong,Review,,0,Journal,2-s2.0-85024923239
Lordick F.,,New agents on the horizon in gastric cancer,2017,Annals of Oncology,27,10.1093/annonc/mdx051,Germany,Article,Leipzig,1,Journal,2-s2.0-85029283113
Ayers M.,,IFN-γ-related mRNA profile predicts clinical response to PD-1 blockade,2017,Journal of Clinical Investigation,639,10.1172/JCI91190,United States,Article,Kenilworth,0,Journal,2-s2.0-85026675148
Plimack E.,,"Safety and activity of pembrolizumab in patients with locally advanced or metastatic urothelial cancer (KEYNOTE-012): a non-randomised, open-label, phase 1b study",2017,The Lancet Oncology,196,10.1016/S1470-2045(17)30007-4,United States,Article,Philadelphia,0,Journal,2-s2.0-85009252187
Nanda R.,,Pembrolizumab in patients with advanced triple-negative breast cancer: Phase Ib keynote-012 study,2016,Journal of Clinical Oncology,592,10.1200/JCO.2015.64.8931,United States,Article,Chicago,0,Journal,2-s2.0-84978198904
Goldberg S.,,"Pembrolizumab for patients with melanoma or non-small-cell lung cancer and untreated brain metastases: early analysis of a non-randomised, open-label, phase 2 trial",2016,The Lancet Oncology,459,10.1016/S1470-2045(16)30053-5,United States,Article,New Haven,1,Journal,2-s2.0-84971619894
Seiwert T.,,"Safety and clinical activity of pembrolizumab for treatment of recurrent or metastatic squamous cell carcinoma of the head and neck (KEYNOTE-012): an open-label, multicentre, phase 1b trial",2016,The Lancet Oncology,673,10.1016/S1470-2045(16)30066-3,United States,Article,Chicago,0,Journal,2-s2.0-84969988424
Muro K.,,"Pembrolizumab for patients with PD-L1-positive advanced gastric cancer (KEYNOTE-012): a multicentre, open-label, phase 1b trial",2016,The Lancet Oncology,511,10.1016/S1470-2045(16)00175-3,Japan,Article,Nagoya,0,Journal,2-s2.0-84964779633
Derks S.,,Abundant PD-L1 expression in Epstein-Barr Virus-infected gastric cancers,2016,Oncotarget,132,10.18632/oncotarget.9076,United States;Netherlands,Article,Boston;Amsterdam,1,Journal,2-s2.0-84973559133
Herbst R.S.,,"Pembrolizumab versus docetaxel for previously treated, PD-L1-positive, advanced non-small-cell lung cancer (KEYNOTE-010): A randomised controlled trial",2016,The Lancet,2845,10.1016/S0140-6736(15)01281-7,United States,Article,New Haven,0,Journal,2-s2.0-84950117835
Abdel-Rahman O.,,Immune checkpoints aberrations and gastric cancer; assessment of prognostic value and evaluation of therapeutic potentials,2016,Critical Reviews in Oncology/Hematology,23,10.1016/j.critrevonc.2015.08.015,Egypt,Review,Cairo,0,Journal,2-s2.0-84952639687
Smyth E.C.,,"Gastric cancer: ESMO clinical practice guidelines for diagnosis, treatment and follow-up",2016,Annals of Oncology,450,10.1093/annonc/mdw350,United Kingdom,Article,London,1,Journal,2-s2.0-84995810855
Ribas A.,,"Pembrolizumab versus investigator-choice chemotherapy for ipilimumab-refractory melanoma (KEYNOTE-002): A randomised, controlled, phase 2 trial",2015,The Lancet Oncology,912,10.1016/S1470-2045(15)00083-2,United States,Article,Los Angeles,1,Journal,2-s2.0-84938205998
Ferlay J.,,"Cancer incidence and mortality worldwide: Sources, methods and major patterns in GLOBOCAN 2012",2015,International Journal of Cancer,16214,10.1002/ijc.29210,France,Article,Lyon,1,Journal,2-s2.0-84918815964
Torre L.,,"Global cancer statistics, 2012",2015,CA Cancer Journal for Clinicians,18858,10.3322/caac.21262,United States,Article,Atlanta,1,Journal,2-s2.0-84924271853
Bass A.J.,,Comprehensive molecular characterization of gastric adenocarcinoma,2014,Nature,2469,10.1038/nature13480,United States,Article,Boston,1,Journal,2-s2.0-84907270779
Ford H.E.R.,,"Docetaxel versus active symptom control for refractory oesophagogastric adenocarcinoma (COUGAR-02): An open-label, phase 3 randomised controlled trial",2014,The Lancet Oncology,344,10.1016/S1470-2045(13)70549-7,United Kingdom,Article,Cambridge,1,Journal,2-s2.0-84891371156
Wilke H.,,"Ramucirumab plus paclitaxel versus placebo plus paclitaxel in patients with previously treated advanced gastric or gastro-oesophageal junction adenocarcinoma (RAINBOW): A double-blind, randomised phase 3 trial",2014,The Lancet Oncology,1106,10.1016/S1470-2045(14)70420-6,Germany,Article,Essen,0,Journal,2-s2.0-84908139963
Fuchs C.S.,,"Ramucirumab monotherapy for previously treated advanced gastric or gastro-oesophageal junction adenocarcinoma (REGARD): An international, randomised, multicentre, placebo-controlled, phase 3 trial",2014,The Lancet,1200,10.1016/S0140-6736(13)61719-5,United States,Article,Boston,0,Journal,2-s2.0-84892852372
Hironaka S.,,"Randomized, open-label, phase III study comparing irinotecan with paclitaxel in patients with advanced gastric cancer without severe peritoneal metastasis after failure of prior combination chemotherapy using fluoropyrimidine plus platinum: WJOG 4007 trial",2013,Journal of Clinical Oncology,282,10.1200/JCO.2012.48.5805,Japan,Article,Chuo-ku,0,Journal,2-s2.0-84891372637
Kang J.H.,,Salvage chemotherapy for pretreated gastric cancer: A randomized phase III trial comparing chemotherapy plus best supportive care with best supportive care alone,2012,Journal of Clinical Oncology,442,10.1200/JCO.2011.39.4585,South Korea,Article,Jinju,0,Journal,2-s2.0-84862981823
Thuss-Patience P.,,Survival advantage for irinotecan versus best supportive care as second-line chemotherapy in gastric cancer - A randomised phase III study of the Arbeitsgemeinschaft Internistische Onkologie (AIO),2011,European Journal of Cancer,388,10.1016/j.ejca.2011.06.002,Germany,Article,Berlin,0,Journal,2-s2.0-80053341349
Jemal A.,,Global cancer statistics,2011,CA Cancer Journal for Clinicians,27704,10.3322/caac.20107,United States,Article,Atlanta,1,Journal,2-s2.0-79952232216
Wagner A.,,Chemotherapy for advanced gastric cancer.,2010,Cochrane database of systematic reviews (Online),424,,Switzerland,Review,Lausanne,0,Journal,2-s2.0-77951220861
Wolchok J.,,Guidelines for the evaluation of immune therapy activity in solid tumors: Immune-related response criteria,2009,Clinical Cancer Research,2083,10.1158/1078-0432.CCR-09-1624,United States,Article,New York,1,Journal,2-s2.0-73149092567
Freeman G.,,Engagement of the PD-1 immunoinhibitory receptor by a novel B7 family member leads to negative regulation of lymphocyte activation,2000,Journal of Experimental Medicine,2881,10.1084/jem.192.7.1027,United States,Article,Boston,1,Journal,2-s2.0-0034596948
Therasse P.,,New guidelines to evaluate the response to treatment in solid tumors,2000,Journal of the National Cancer Institute,13670,10.1093/jnci/92.3.205,Belgium,Article,Brussels,1,Journal,2-s2.0-0034594628
