Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Moussa H.,,"NKX2-5, SIL/TAL and TLX3/HOX11L2 expression in Egyptian pediatric T-cell acute lymphoblastic leukemia",2016,Asia-Pacific Journal of Clinical Oncology,2,10.1111/ajco.12119,Egypt,Article,Cairo,0,Journal,2-s2.0-84887267174
Di Martino E.,,Alteration of cell-cell and cell-matrix adhesion in urothelial cells: An oncogenic mechanism for mutant FGFR3,2015,Molecular Cancer Research,12,10.1158/1541-7786.MCR-14-0022,United Kingdom,Article,Leeds,1,Journal,2-s2.0-84921723350
Cui Y.,,Epigenetic changes and functional study of HOXA11 in human gastric cancer,2015,Epigenomics,26,10.2217/epi.14.92,China,Article,Beijing,0,Journal,2-s2.0-84928879885
Wang E.,,Predictive genomics: A cancer hallmark network framework for predicting tumor clinical phenotypes using genome sequencing data,2015,Seminars in Cancer Biology,155,10.1016/j.semcancer.2014.04.002,Canada;Canada,Review,"Ottawa ON,;Montreal",0,Journal,2-s2.0-84919626787
Bass A.J.,,Comprehensive molecular characterization of gastric adenocarcinoma,2014,Nature,2469,10.1038/nature13480,United States,Article,Boston,1,Journal,2-s2.0-84907270779
Liu J.,,Integrated exome and transcriptome sequencing reveals ZAK isoform usage in gastric cancer,2014,Nature Communications,53,10.1038/ncomms4830,United States,Article,San Francisco,1,Journal,2-s2.0-84900022295
Thomassen I.,,"Peritoneal carcinomatosis of gastric origin: A population-based study on incidence, survival and risk factors",01-Feb-14,International Journal of Cancer,163,10.1002/ijc.28373,Netherlands;Netherlands,Article,Eindhoven;Eindhoven,0,Journal,2-s2.0-84888009393
Xia X.,,Who will benefit from noncurative resection in patients with Gastric Cancer with single peritoneal metastasis?,2014,American Surgeon,8,,China,Article,Shanghai,0,Journal,2-s2.0-84897571681
Zhang C.,,NOX4 promotes non-small cell lung cancer cell proliferation and metastasis through positive feedback regulation of PI3K/Akt signaling,2014,Oncotarget,64,10.18632/oncotarget.2025,China;China,Article,Beijing;Beijing,1,Journal,2-s2.0-84905080566
Wang K.,,Whole-genome sequencing and comprehensive molecular profiling identify new driver mutations in gastric cancer,2014,Nature Genetics,547,10.1038/ng.2983,United States,Article,New York,0,Journal,2-s2.0-84901680089
Zaman N.,,Signaling Network Assessment of Mutations and Copy Number Variations Predict Breast Cancer Subtype-Specific Drug Targets,2013,Cell Reports,80,10.1016/j.celrep.2013.08.028,Canada;Canada,Article,"Ottawa ON,;Montreal",1,Journal,2-s2.0-84885845782
Hiraga R.,,Nox4-derived ROS signaling contributes to TGF-β-induced epithelial-mesenchymal transition in pancreatic cancer cells,2013,Anticancer Research,55,,Japan,Article,Matsumoto,0,Journal,2-s2.0-84891351058
Natrajan R.,,From integrative genomics to therapeutic targets,2013,Cancer Research,14,10.1158/0008-5472.CAN-12-4717,United Kingdom,Review,London,1,Journal,2-s2.0-84879086143
Liu L.,,A cohort study and meta-analysis between Histopathological classification and prognosis of gastric Carcinoma,2013,Anti-Cancer Agents in Medicinal Chemistry,19,10.2174/1871520611313020007,China;China,Article,Shanghai;Shanghai,0,Journal,2-s2.0-84876718284
Kaur H.,,Next-generation sequencing: A powerful tool for the discovery of molecular markers in breast ductal carcinoma in situ,2013,Expert Review of Molecular Diagnostics,26,10.1586/erm.13.4,United States,Review,Detroit,0,Journal,2-s2.0-84874870644
Huang B.,,Factors associated with peritoneal metastasis in non-serosa-invasive gastric cancer: A retrospective study of a prospectively-collected database,2013,BMC Cancer,36,10.1186/1471-2407-13-57,China,Article,Shenyang,1,Journal,2-s2.0-84873194113
Gylfe A.,,Identification of candidate oncogenes in human colorectal cancers with microsatellite instability,2013,Gastroenterology,36,10.1053/j.gastro.2013.05.015,Finland,Article,Helsinki,0,Journal,2-s2.0-84883142599
Waaijer C.,,Cartilage tumour progression is characterized by an increased expression of heparan sulphate 6O-sulphation-modifying enzymes,2012,Virchows Archiv,17,10.1007/s00428-012-1300-5,Netherlands,Article,Leiden,0,Journal,2-s2.0-84867403971
Mariani M.,,Gender influences the class III and V b-tubulin ability to predict poor outcome in colorectal cancer,2012,Clinical Cancer Research,34,10.1158/1078-0432.CCR-11-2318,Italy;United States,Article,Milan;Danbury,1,Journal,2-s2.0-84861168754
Zang Z.,,Exome sequencing of gastric adenocarcinoma identifies recurrent somatic mutations in cell adhesion and chromatin remodeling genes,2012,Nature Genetics,444,10.1038/ng.2246,Singapore;Singapore,Article,Singapore City;Singapore City,0,Journal,2-s2.0-84860327480
Rohr-Udilova N.,,Antagonistic effects of selenium and lipid peroxides on growth control in early hepatocellular carcinoma,2012,Hepatology,34,10.1002/hep.24808,Austria,Article,Vienna,0,Journal,2-s2.0-84859137441
Nagarajan N.,,Whole-genome reconstruction and mutational signatures in gastric cancer,2012,Genome biology,95,10.1186/gb-2012-13-12-r115,,Article,,1,Journal,2-s2.0-84870875221
Huang D.,,SFRP4 was overexpressed in colorectal carcinoma,2010,Journal of Cancer Research and Clinical Oncology,33,10.1007/s00432-009-0669-2,China,Article,Shanghai,0,Journal,2-s2.0-77449113200
Brigelius-Flohé R.,,Glutathione peroxidases in different stages of carcinogenesis,2009,Biochimica et Biophysica Acta - General Subjects,194,10.1016/j.bbagen.2009.03.006,Germany,Review,Nuthetal,0,Journal,2-s2.0-72649092649
Yoon S.Y.,,Gene expression profiling of human HBV- and/or HCV-associated hepatocellular carcinoma cells using expressed sequence tags,2006,International Journal of Oncology,76,10.3892/ijo.29.2.315,South Korea,Article,Yusong,1,Journal,2-s2.0-34547161981
Inoue K.,,Trends in long-term survival following surgery for gastric cancer: A single institution experience,2004,Oncology Reports,9,10.3892/or.11.2.459,Japan,Article,Hirakata,0,Journal,2-s2.0-3242815536
Roviello F.,,Prospective study of peritoneal recurrence after curative surgery for gastric cancer,2003,British Journal of Surgery,167,10.1002/bjs.4164,Italy,Article,Siena,0,Journal,2-s2.0-0141629388
Wu C.W.,,Incidence and factors associated with recurrence patterns after intended curative surgery for gastric cancer,2003,World Journal of Surgery,109,10.1007/s00268-002-6279-7,Taiwan,Article,Taipei,0,Journal,2-s2.0-0038688366
