Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Mauvais-Jarvis F.,,PAX4 gene variations predispose to ketosis-prone diabetes,2004,Human Molecular Genetics,76,10.1093/hmg/ddh341,United States;France;United States,Article,San Francisco;Paris;Houston,1,Journal,2-s2.0-19944408602
Prado C.,,Ghrelin cells replace insulin-producing β cells in two mouse models of pancreas development,2004,Proceedings of the National Academy of Sciences of the United States of America,372,10.1073/pnas.0308604100,United States,Article,Denver,1,Journal,2-s2.0-1542267814
Wang J.,,The concerted activities of Pax4 and Nkx2.2 are essential to initiate pancreatic β-cell differentiation,2004,Developmental Biology,118,10.1016/j.ydbio.2003.10.018,United States,Article,"Memphis TN,",1,Journal,2-s2.0-0347722280
Collombat P.,,Opposing actions of Arx and Pax4 in endocrine pancreas development,2003,Genes and Development,374,10.1101/gad.269003,Germany,Article,Gottingen,1,Journal,2-s2.0-0142091542
Smith S.,,Neurogenin3 and hepatic nuclear factor 1 cooperate in activating pancreatic expression of Pax4,2003,Journal of Biological Chemistry,95,10.1074/jbc.M302229200,,Article,,1,Journal,2-s2.0-0141643340
Broglio F.,,Ghrelin and the Endocrine Pancreas,2003,Endocrine,49,10.1385/ENDO:22:1:19,Italy,Review,Turin,0,Journal,2-s2.0-10744219923
Blyszczuk P.,,Expression of Pax4 in embryonic stem cells promotes differentiation of nestin-positive progenitor and insulin-producing cells,2003,Proceedings of the National Academy of Sciences of the United States of America,395,10.1073/pnas.0237371100,Germany,Article,Gatersleben,1,Journal,2-s2.0-0037417958
Heremans Y.,,Recapitulation of embryonic neuroendocrine differentiation in adult human pancreatic duct cells expressing neurogenin 3,2002,Journal of Cell Biology,216,10.1083/jcb.200203074,Belgium,Article,Brussels,0,Journal,2-s2.0-0037191099
Wierup N.,,The ghrelin cell: A novel developmentally regulated islet cell in the human pancreas,2002,Regulatory Peptides,332,10.1016/S0167-0115(02)00067-8,Sweden,Article,Lund,0,Journal,2-s2.0-0037098974
Ritz-Laser B.,,The pancreatic beta-cell-specific transcription factor Pax-4 inhibits glucagon gene expression through Pax-6,2002,Diabetologia,54,10.1007/s125-002-8249-9,Switzerland,Article,Geneva,1,Journal,2-s2.0-0036165598
Kanatsuka A.,,β-Cell dysfunction in late-onset diabetic subjects carrying homozygous mutation in transcription factors NeuroD1 and Pax4,2002,Metabolism: Clinical and Experimental,31,10.1053/meta.2002.34707,Japan;Japan,Article,Chiba;Kawagoe,0,Journal,2-s2.0-0036741316
Chi N.,,Getting your Pax straight: Pax proteins in development and disease,2002,Trends in Genetics,359,10.1016/S0168-9525(01)02594-X,United States,Review,Philadelphia,0,Journal,2-s2.0-0036139494
Grapin-Botton A.,,Key events of pancreas formation are triggered in gut endoderm by ectopic expression of pancreatic regulatory genes,2001,Genes and Development,243,10.1101/gad.846001,United States,Article,Cambridge,1,Journal,2-s2.0-0035112448
Nakazato M.,,A role for ghrelin in the central regulation of feeding,2001,Nature,2730,10.1038/35051587,Japan,Article,Miyazaki,0,Journal,2-s2.0-0035843183
Brink C.,,Pax4 regulatory elements mediate beta cell specific expression in the pancreas,2001,Mechanisms of Development,32,10.1016/S0925-4773(00)00500-1,Germany,Article,Gottingen,1,Journal,2-s2.0-0035207610
