Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Kikuchi M.,,"Altered expression of a putative progenitor cell marker DCAMKL1 in the rat gastric mucosa in regeneration, metaplasia and dysplasia",2010,BMC Gastroenterology,22,10.1186/1471-230X-10-65,Japan,Article,Tokyo,1,Journal,2-s2.0-77953637572
Kim M.,,DNA demethylation in hormone-induced transcriptional derepression,2009,Nature,188,10.1038/nature08456,Japan;Japan;Japan,Article,Tokyo;Kawaguchi;Tokyo,0,Journal,2-s2.0-70350044885
McCabe M.,,Cancer DNA methylation: Molecular mechanisms and clinical implications,2009,Clinical Cancer Research,200,10.1158/1078-0432.CCR-08-2784,United States,Review,Atlanta,1,Journal,2-s2.0-67449113768
Chiam K.,,The dynamic and static modification of the epigenome by hormones: A role in the developmental origin of hormone related cancers,2009,Biochimica et Biophysica Acta - Reviews on Cancer,13,10.1016/j.bbcan.2008.12.001,Australia,Review,Adelaide,0,Journal,2-s2.0-62749129335
Takaishi S.,,Gastrin is an essential cofactor for Helicobacter-associated gastric corpus carcinogenesis in C57BL/6 mice,2009,American Journal of Pathology,51,10.2353/ajpath.2009.081165,United States,Article,New York,0,Journal,2-s2.0-67649962954
Jackson C.B.,,Augmented gp130-mediated cytokine signalling accompanies human gastric cancer progression,2007,Journal of Pathology,82,10.1002/path.2218,Australia,Article,Parkville,0,Journal,2-s2.0-35348979761
Coolen M.,,Genomic profiling of CpG methylation and allelic specificity using quantitative high-throughput mass spectrometry: Critical evaluation and improvements,2007,Nucleic Acids Research,194,10.1093/nar/gkm662,Australia,Article,Sydney,1,Journal,2-s2.0-35648937679
Tsukamoto T.,,Animal models of stomach carcinogenesis,2007,Toxicologic Pathology,38,10.1080/01926230701420632,Japan,Review,Nagoya,0,Journal,2-s2.0-34547168840
Tsugane S.,,Diet and the risk of gastric cancer: Review of epidemiological evidence,2007,Gastric Cancer,298,10.1007/s10120-007-0420-0,Japan,Conference Paper,Chuo-ku,1,Journal,2-s2.0-34250722637
Brambilla G.,,Genotoxic and carcinogenic risk to humans of drug-nitrite interaction products,2007,Mutation Research - Reviews in Mutation Research,79,10.1016/j.mrrev.2006.09.003,Italy,Review,Genoa,0,Journal,2-s2.0-33947600311
Ushijima T.,,Epigenetic field for cancerization,2007,Journal of Biochemistry and Molecular Biology,203,10.5483/bmbrep.2007.40.2.142,Japan,Review,Tokyo,1,Journal,2-s2.0-34047190317
Kuipers E.,,Helicobacter pylori Eradication for the Prevention of Gastric Cancer,2006,Helicobacter,18,10.1111/j.1478-405X.2006.00425.x,Netherlands,Article,Rotterdam,0,Journal,2-s2.0-33846451830
Jakszyn P.,,Endogenous versus exogenous exposure to N-nitroso compounds and gastric cancer risk in the European Prospective Investigation into Cancer and Nutrition (EPIC-EURGAST) study,2006,Carcinogenesis,117,10.1093/carcin/bgl019,Spain,Article,Hospitalet de Llobregat,1,Journal,2-s2.0-33745596410
Giannakis M.,,Molecular properties of adult mouse gastric and intestinal epithelial progenitors in their niches,2006,Journal of Biological Chemistry,148,10.1074/jbc.M512118200,United States,Article,St. Louis,1,Journal,2-s2.0-33744957995
Baylin S.,,Epigenetic gene silencing in cancer - A mechanism for early oncogenic pathway addiction?,2006,Nature Reviews Cancer,1282,10.1038/nrc1799,United States,Review,Baltimore,0,Journal,2-s2.0-33644846509
Feinberg A.,,The epigenetic progenitor origin of human cancer,2006,Nature Reviews Genetics,1293,10.1038/nrg1748,United States,Review,Baltimore,0,Journal,2-s2.0-29244469466
Tomasetto C.,,Pleiotropic effects of Trefoil Factor 1 deficiency,2005,Cellular and Molecular Life Sciences,36,10.1007/s00018-005-5479-3,France,Review,Illkirch-Graffenstaden,0,Journal,2-s2.0-29344453929
Zavros Y.,,Chronic gastritis in the hypochlorhydric gastrin-deficient mouse progresses to adenocarcinoma,2005,Oncogene,108,10.1038/sj.onc.1208407,United States,Article,Ann Arbor,1,Journal,2-s2.0-16444361865
Judd L.,,Gastric Cancer Development in Mice Lacking the SHP2 Binding Site on the IL-6 Family Co-receptor gp130,2004,Gastroenterology,144,10.1053/j.gastro.2003.10.066,Australia,Article,Parkville,0,Journal,2-s2.0-9144249648
Beckler A.,,Decreased Abundance of Trefoil Factor 1 Transcript in the Majority of Gastric Carcinomas,2003,Cancer,32,10.1002/cncr.11789,United States,Article,Charlottesville,1,Journal,2-s2.0-0242526867
Taupin D.,,Trefoil factors: Initiators of mucosal healing,2003,Nature Reviews Molecular Cell Biology,448,10.1038/nrm1203,Australia,Review,Canberra,0,Journal,2-s2.0-0041837509
Khan Z.,,"Transcriptional regulation of the human trefoil factor, TFF1, by gastrin",2003,Gastroenterology,55,10.1016/S0016-5085(03)00908-9,United Kingdom,Article,Liverpool,0,Journal,2-s2.0-0042666945
Carvalho R.,,"Loss of heterozygosity and promoter methylation, but not mutation, may underlie loss of TFF1 in gastric carcinoma",2002,Laboratory Investigation,82,10.1097/01.LAB.0000029205.76632.A8,Portugal,Article,Porto,1,Journal,2-s2.0-0036800412
Zavros Y.,,Genetic or chemical hypochlorhydria is associated with inflammation that modulates parietal and G-cell populations in mice,2002,Gastroenterology,102,10.1053/gast.2002.30298,United States,Article,Chevy Chase,0,Journal,2-s2.0-0036142330
Fox J.,,Helicobacter pylori - Not a good bug after all,2001,New England Journal of Medicine,84,10.1056/NEJM200109133451111,United States,Editorial,Cambridge,0,Journal,2-s2.0-0035856015
Terada T.,,Characterization of the mouse TFF1 (pS2) gene promoter region,2001,Biological and Pharmaceutical Bulletin,13,10.1248/bpb.24.135,Japan,Article,Suita,1,Journal,2-s2.0-0035109518
Fujimoto J.,,DNA hypermethylation at the pS2 promoter region is associated with early stage of stomach carcinogenesis,2000,Cancer Letters,73,10.1016/S0304-3835(99)00349-3,Japan,Article,Hiroshima,0,Journal,2-s2.0-0033952575
Wang T.,,Synergistic interaction between hypergastrinemia and Helicobacter infection in a mouse model of gastric cancer,2000,Gastroenterology,477,10.1016/S0016-5085(00)70412-4,United States,Article,Boston,0,Journal,2-s2.0-0033960131
Wang T.,,Processing and proliferative effects of human progastrin in transgenic mice,1996,Journal of Clinical Investigation,244,10.1172/JCI118993,United States,Article,Boston,1,Journal,2-s2.0-0029861301
Lefebvre O.,,Gastric mucosa abnormalities and tumorigenesis in mice lacking the pS2 trefoil protein,1996,Science,436,10.1126/science.274.5285.259,France,Article,Paris,0,Journal,2-s2.0-10244252625
Dixon M.,,Classification and grading of Gastritis: The updated Sydney system,1996,American Journal of Surgical Pathology,3933,10.1097/00000478-199610000-00001,United Kingdom,Article,Leeds,0,Journal,2-s2.0-0013575179
Hansson L.,,The risk of stomach cancer in patients with gastric or duodenal ulcer disease,1996,New England Journal of Medicine,503,10.1056/NEJM199607253350404,Sweden;Sweden,Article,Mora;Uppsala,0,Journal,2-s2.0-0030005551
Peterson W.,,Acid Secretion and Serum Gastrin in Normal Subjects and Patients with Duodenal Ulcer: The Role of Helicobacter pylori,1993,The American Journal of Gastroenterology,94,10.1111/j.1572-0241.1993.tb07456.x,United States;United States;United States;United States;United States,Article,Dallas;Los Angeles;Dallas;;Houston,0,Journal,2-s2.0-0027432777
Minamoto T.,,Medullary carcinoma with lymphocytic infiltration of the stomach. Clinicopathologic study of 27 cases and immunohistochemical analysis of the subpopulations of infiltrating lymphocytes in the tumor,1990,Cancer,69,10.1002/1097-0142(19900901)66:5<945::AID-CNCR2820660523>3.0.CO;2-X,Japan,Article,Kanazawa,1,Journal,2-s2.0-0025072861
Boffa L.C.,,Methylating agents: Their target amino acids in nuclear proteins,1985,Carcinogenesis,21,10.1093/carcin/6.9.1399,Italy,Article,Genova,0,Journal,2-s2.0-0022263688
Bjerknes M.,,Methods for the isolation of intact epithelium from the mouse intestine,1981,The Anatomical Record,154,10.1002/ar.1091990412,Canada,Article,Toronto,0,Journal,2-s2.0-0019419233
Johnson L.,,New aspects of the trophic action of gastrointestinal hormones,1977,Gastroenterology,191,,United States,Article,Houston,0,Journal,2-s2.0-0017335929
Rehfeld J.,,Production and evaluation of antibodies for the radioimmunoassay of gastrin,1972,Scandinavian Journal of Clinical and Laboratory Investigation,345,10.3109/00365517209081114,Denmark;Denmark,Article,Copenhagen;Copenhagen,0,Journal,2-s2.0-0015405096
Shay H.,,A Quantitative Method for Measuring Spontaneous Gastric Secretion in the Rat,1954,Gastroenterology,284,10.1016/S0016-5085(54)80008-4,United States,Article,Philadelphia,0,Journal,2-s2.0-0002370578
