Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Lallemand-Breitenbach V.,,CK2 and PML: Regulating the Regulator,2006,Cell,7,10.1016/j.cell.2006.07.004,France,Short Survey,Paris,1,Journal,2-s2.0-33746228120
Arsura M.,,Nuclear factor-κB and liver carcinogenesis,2005,Cancer Letters,148,10.1016/j.canlet.2005.07.008,United States,Short Survey,Memphis,0,Journal,2-s2.0-26444584958
Luo J.L.,,IKK/NF-κB signaling: Balancing life and death - A new approach to cancer therapy,2005,Journal of Clinical Investigation,584,10.1172/JCI26322,United States,Review,San Diego,1,Journal,2-s2.0-26444605834
Zhou Y.,,The NFκB pathway and endocrine-resistant breast cancer,2005,Endocrine-Related Cancer,130,10.1677/erc.1.00977,United States,Conference Paper,Novato,0,Journal,2-s2.0-25844495364
Maeda S.,,IKKβ couples hepatocyte death to cytokine-driven compensatory proliferation that promotes chemical hepatocarcinogenesis,2005,Cell,859,10.1016/j.cell.2005.04.014,United States,Article,San Diego,1,Journal,2-s2.0-21244472975
Brandt S.,,NF-κB activation and potentiation of proinflammatory responses by the Helicobacter pylori CagA protein,2005,Proceedings of the National Academy of Sciences of the United States of America,360,10.1073/pnas.0409873102,Germany,Article,Magdeburg,1,Journal,2-s2.0-21544441173
Shehata M.,,Rel/Nuclear factor-kappa B apoptosis pathways in human cervical cancer cells,2005,Cancer Cell International,10,10.1186/1475-2867-5-10,Canada,Review,St John's,1,Journal,2-s2.0-26844532114
Frelin C.,,Targeting NF-κB activation via pharmacologic inhibition of IKK2-induced apoptosis of human acute myeloid leukemia cells,2005,Blood,133,10.1182/blood-2004-04-1463,,Article,,0,Journal,2-s2.0-19944427042
Shehata M.,,Dual apoptotic effect of Xrel3 c-Rel/NF-κB homolog in human cervical cancer cells,2004,Cell Biology International,7,10.1016/j.cellbi.2004.09.002,Canada;Canada,Article,St John's;Ottawa,0,Journal,2-s2.0-9644266549
Monks N.,,Blocking anti-apoptosis as a strategy for cancer chemotherapy: NF-κB as a target,2004,Journal of Cellular Biochemistry,59,10.1002/jcb.20080,United States,Review,Boston,0,Journal,2-s2.0-16644395843
Ventura J.,,JNK potentiates TNF-stimulated necrosis by increasing the production of cytotoxic reactive oxygen species,2004,Genes and Development,236,10.1101/gad.1223004,United States,Article,Worcester,1,Journal,2-s2.0-10044265209
