Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Leva G.,,MicroRNAs: Fundamental facts and involvement in human diseases,2006,Birth Defects Research Part C - Embryo Today: Reviews,66,10.1002/bdrc.20073,United States,Review,Columbus,0,Journal,2-s2.0-33747135409
Vatolin S.,,A Novel Method to Detect Functional MicroRNA Targets,2006,Journal of Molecular Biology,48,10.1016/j.jmb.2006.02.063,United States,Article,Cleveland,0,Journal,2-s2.0-33646095253
Murakami Y.,,Comprehensive analysis of microRNA expression patterns in hepatocellular carcinoma and non-tumorous tissues,2006,Oncogene,955,10.1038/sj.onc.1209283,Japan,Article,Kyoto,0,Journal,2-s2.0-33646157967
Kim V.,,Genomics of microRNA,2006,Trends in Genetics,698,10.1016/j.tig.2006.01.003,South Korea,Review,Seoul,0,Journal,2-s2.0-33344477448
Yanaihara N.,,Unique microRNA molecular profiles in lung cancer diagnosis and prognosis,2006,Cancer Cell,2500,10.1016/j.ccr.2006.01.025,United States,Article,Bethesda,1,Journal,2-s2.0-33644819964
Berezikov E.,,Approaches to microrna discovery,2006,Nature Genetics,339,10.1038/ng1794,Netherlands,Article,Utrecht,0,Journal,2-s2.0-33745239258
Griffiths-Jones S.,,"miRBase: microRNA sequences, targets and gene nomenclature.",2006,Nucleic acids research,3121,10.1093/nar/gkj112,United Kingdom,Article,London,1,Journal,2-s2.0-33644750115
Pillai R.,,MicroRNA function: Multiple mechanisms for a tiny RNA?,2005,RNA,542,10.1261/rna.2248605,Switzerland,Review,Basel,1,Journal,2-s2.0-28344440823
Du T.,,microPrimer: The biogenesis and function of microRNA,2005,Development,618,10.1242/dev.02070,United States,Review,Worcester,1,Journal,2-s2.0-28044455435
Berezikov E.,,"Camels and zebrafish, viruses and cancer: A microRNA update",2005,Human Molecular Genetics,75,10.1093/hmg/ddi271,Netherlands,Review,Utrecht,1,Journal,2-s2.0-27744477538
Iorio M.,,MicroRNA gene expression deregulation in human breast cancer,2005,Cancer Research,3167,10.1158/0008-5472.CAN-05-1783,United States,Article,Columbus,1,Journal,2-s2.0-23844555119
Eder M.,,MicroRNA and lung cancer,2005,New England Journal of Medicine,94,10.1056/NEJMcibr051201,Germany,Article,Hannover,0,Journal,2-s2.0-20344367792
Lu J.,,MicroRNA expression profiles classify human cancers,2005,Nature,7356,10.1038/nature03702,United States;United States,Article,Boston;Cambridge,0,Journal,2-s2.0-20444460289
Gregory R.,,MicroRNA biogenesis and cancer,2005,Cancer Research,518,10.1158/0008-5472.CAN-05-0298,United States,Review,Philadelphia,1,Journal,2-s2.0-18144365478
Johnson S.,,RAS is regulated by the let-7 microRNA family,2005,Cell,2880,10.1016/j.cell.2005.01.014,United States,Article,New Haven,1,Journal,2-s2.0-20044395613
Takamizawa J.,,Reduced expression of the let-7 microRNAs in human lung cancers in association with shortened postoperative survival,2004,Cancer Research,2000,10.1158/0008-5472.CAN-04-0637,Japan;Japan,Article,Nagoya;Nagoya,1,Journal,2-s2.0-2542626605
Griffiths-Jones S.,,The microRNA registry,2004,Nucleic Acids Research,1627,,United Kingdom,Article,Hinxton,0,Journal,2-s2.0-0347755643
Calin G.A.,,Frequent deletions and down-regulation of micro-RNA genes miR15 and miR16 at 13q14 in chronic lymphocytic leukemia,2002,Proceedings of the National Academy of Sciences of the United States of America,3725,10.1073/pnas.242606799,United States,Article,Philadelphia,1,Journal,2-s2.0-18744396337
Reinhart B.J.,,The 21-nucleotide let-7 RNA regulates developmental timing in Caenorhabditis elegans,2000,Nature,3334,10.1038/35002607,United States,Article,Boston,0,Journal,2-s2.0-0034708122
Lee R.,,The C. elegans heterochronic gene lin-4 encodes small RNAs with antisense complementarity to lin-14,1993,Cell,8085,10.1016/0092-8674(93)90529-Y,United States,Article,Cambridge,1,Journal,2-s2.0-0027751663
