Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Chen J.,,"Malignant glioma: Lessons from genomics, mouse models, and stem cells",2012,Cell,329,10.1016/j.cell.2012.03.009,United States,Review,Richardson,1,Journal,2-s2.0-84859183715
Haar C.,,Drug resistance in glioblastoma: A mini review,2012,Neurochemical Research,131,10.1007/s11064-011-0701-1,United States,Review,Charleston,0,Journal,2-s2.0-84862835220
Lallemand B.,,"N -(2-{3-[3,5-bis(trifluoromethyl)phenyl]ureido}ethyl)-glycyrrhetinamide (6b): A novel anticancer glycyrrhetinic acid derivative that targets the proteasome and displays anti-kinase activity",2011,Journal of Medicinal Chemistry,31,10.1021/jm200285z,Belgium,Article,Brussels,0,Journal,2-s2.0-80053926550
Rottner K.,,Actin dynamics and turnover in cell motility,2011,Current Opinion in Cell Biology,127,10.1016/j.ceb.2011.07.003,Germany;Germany,Review,Braunschweig;Bonn,0,Journal,2-s2.0-80053328974
Calenda G.,,Silencing MaxiK activity in corporal smooth muscle cells initiates compensatory mechanisms to maintain calcium homeostasis,2011,Journal of Sexual Medicine,7,10.1111/j.1743-6109.2010.02180.x,United States,Article,New York,0,Journal,2-s2.0-79960847691
Litwiniec A.,,Features of senescence and cell death induced by doxorubicin in A549 cells: Organization and level of selected cytoskeletal proteins,2010,Journal of Cancer Research and Clinical Oncology,31,10.1007/s00432-009-0711-4,Poland,Article,Bydgoszcz,0,Journal,2-s2.0-77950482759
le Calvé B.,,Long-term in vitro treatment of human glioblastoma cells with temozolomide increases resistance in vivo through up-regulation of GLUT transporter and aldo-keto reductase enzyme AKR1C expression,2010,Neoplasia,67,10.1593/neo.10526,Belgium;Belgium,Article,Brussels;Brussels,1,Journal,2-s2.0-77956809165
Mégalizzi V.,,Screening of anti-glioma effects induced by sigma-1 receptor ligands: Potential new use for old anti-psychiatric medicines,2009,European Journal of Cancer,29,10.1016/j.ejca.2009.07.011,Belgium,Article,Brussels,0,Journal,2-s2.0-70350020952
Stupp R.,,Effects of radiotherapy with concomitant and adjuvant temozolomide versus radiotherapy alone on survival in glioblastoma in a randomised phase III study: 5-year analysis of the EORTC-NCIC trial,2009,The Lancet Oncology,4240,10.1016/S1470-2045(09)70025-7,Switzerland,Article,Lausanne,0,Journal,2-s2.0-65349121788
McLendon R.,,Comprehensive genomic characterization defines human glioblastoma genes and core pathways,2008,Nature,4803,10.1038/nature07385,United States,Article,Durham,1,Journal,2-s2.0-54549108740
Debeir O.,,Videomicroscopic extraction of specific information on cell proliferation and migration in vitro,2008,Experimental Cell Research,40,10.1016/j.yexcr.2008.06.010,Belgium,Article,Brussels,0,Journal,2-s2.0-51649095013
Sontheimer H.,,An unexpected role for ion channels in brain tumor metastasis,2008,Experimental Biology and Medicine,166,10.3181/0711-MR-308,United States;United States,Short Survey,Birmingham;Birmingham,0,Journal,2-s2.0-47749110251
O'Callaghan-Sunol C.,,Hsp27 modulates p53 signaling and suppresses cellular senescence,2007,Cancer Research,103,10.1158/0008-5472.CAN-07-2441,United States,Article,Boston,1,Journal,2-s2.0-37549025455
Furnari F.,,"Malignant astrocytic glioma: Genetics, biology, and paths to treatment",2007,Genes and Development,1573,10.1101/gad.1596707,United States,Review,San Diego,1,Journal,2-s2.0-35949002429
Hoa N.,,Human monocytes kill M-CSF-expressing glioma cells by BK channel activation,2007,Laboratory Investigation,39,10.1038/labinvest.3700506,United States,Article,Long Beach,1,Journal,2-s2.0-33847194691
Mégalizzi V.,,"4-IBP, a σ<inf>1</inf> receptor agonist, decreases the migration of human cancer cells, including glioblastoma cells, in vitro and sensitizes them in vitro and in vivo to cytotoxic insults of proapoptotic and proautophagic drugs",2007,Neoplasia,77,10.1593/neo.07130,Belgium,Article,Brussels,1,Journal,2-s2.0-34249020401
Weaver A.,,Expression and function of calcium-activated potassium channels in human glioma cells,2006,GLIA,104,10.1002/glia.20364,United States,Article,Birmingham,0,Journal,2-s2.0-33747156123
Evidente A.,,Herbicidal potential of ophiobolins produced by Drechslera gigantea,2006,Journal of Agricultural and Food Chemistry,60,10.1021/jf052843l,Italy,Article,Naples,0,Journal,2-s2.0-33645459993
Roger S.,,Description and role in proliferation of iberiotoxin-sensitive currents in different human mammary epithelial normal and cancerous cells,2004,Biochimica et Biophysica Acta - Biomembranes,39,10.1016/j.bbamem.2004.10.002,France,Article,Saint-Denis,1,Journal,2-s2.0-9644301054
Weaver A.,,Role for calcium-activated potassium channels (BK) in growth control of human malignant glioma cells,2004,Journal of Neuroscience Research,85,10.1002/jnr.20240,United States,Article,Birmingham,0,Journal,2-s2.0-4744356175
Grunnet M.,,Coassembly of big conductance Ca<sup>2+</sup>-activated K<sup>+</sup> channels and L-type voltage-gated Ca<sup>2+</sup> channels in rat brain,2004,Journal of Biological Chemistry,97,10.1074/jbc.M402254200,Denmark;Denmark,Article,Ballerup;Copenhagen,1,Journal,2-s2.0-4344586559
