Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Fabian M.R.,,MiRNA-mediated deadenylation is orchestrated by GW182 through two conserved motifs that interact with CCR4-NOT,2011,Nature Structural and Molecular Biology,209,10.1038/nsmb.2149,Canada;Canada,Article,Montreal;Montreal,0,Journal,2-s2.0-80555150587
Braun J.,,GW182 proteins directly recruit cytoplasmic deadenylase complexes to miRNA targets,2011,Molecular Cell,226,10.1016/j.molcel.2011.09.007,Germany,Article,Tubingen,1,Journal,2-s2.0-80053580757
Boland A.,,Crystal structure of the MID-PIWI lobe of a eukaryotic argonaute protein,2011,Proceedings of the National Academy of Sciences of the United States of America,76,10.1073/pnas.1103946108,Germany,Article,Tubingen,1,Journal,2-s2.0-79960181762
Boland A.,,Crystal structure and ligand binding of the MID domain of a eukaryotic Argonaute protein,2010,EMBO Reports,63,10.1038/embor.2010.81,Germany,Article,Tubingen,1,Journal,2-s2.0-77954214431
Frank F.,,Structural basis for 5′-nucleotide base-specific recognition of guide RNA by human AGO2,2010,Nature,348,10.1038/nature09039,Canada;Canada;Canada,Article,Montreal;Montreal;Montreal,0,Journal,2-s2.0-77953479619
Deleavey G.,,Synergistic effects between analogs of DNA and RNA improve the potency of siRNA-mediated gene silencing,2010,Nucleic Acids Research,60,10.1093/nar/gkq181,Canada,Article,Montreal,1,Journal,2-s2.0-77955233988
Wang Y.,,"Nucleation, propagation and cleavage of target RNAs in Ago silencing complexes",2009,Nature,339,10.1038/nature08434,United States,Article,New York,0,Journal,2-s2.0-70349961432
Baillat D.,,Functional dissection of the human TNRC6 (GW182-related) family of proteins,2009,Molecular and Cellular Biology,65,10.1128/MCB.00380-09,,Article,,1,Journal,2-s2.0-67651222298
Eulalio A.,,A C-terminal silencing domain in GW182 is essential for miRNA function,2009,RNA,90,10.1261/rna.1605509,Germany,Article,Tubingen,1,Journal,2-s2.0-66449124170
Lian S.L.,,The C- Terminal half of human Ago2 binds to multiple GW- rich regions of GW182 and requires GW182 to mediate silencing,2009,RNA,89,10.1261/rna.1229409,United States,Article,Gainesville,1,Journal,2-s2.0-65249134468
Bies-Etheve N.,,RNA-directed DNA methylation requires an AGO4-interacting member of the SPT5 elongation factor family,2009,EMBO Reports,102,10.1038/embor.2009.31,France,Article,Perpignan,0,Journal,2-s2.0-67349099134
Bartel D.,,MicroRNAs: Target Recognition and Regulatory Functions,2009,Cell,13032,10.1016/j.cell.2009.01.002,United States;United States,Review,Cambridge;Cambridge,1,Journal,2-s2.0-58249088751
Wang Y.,,Structure of an argonaute silencing complex with a seed-containing guide DNA and target RNA duplex,2008,Nature,376,10.1038/nature07666,United States,Review,New York,0,Journal,2-s2.0-57749206034
Wang Y.,,Structure of the guide-strand-containing argonaute silencing complex,2008,Nature,333,10.1038/nature07315,United States,Article,New York,0,Journal,2-s2.0-56249145105
El-Shami M.,,Reiterated WG/GW motifs form functionally and evolutionarily conserved ARGONAUTE-binding platforms in RNAi-related components,2007,Genes and Development,230,10.1101/gad.451207,France,Article,Perpignan,1,Journal,2-s2.0-35348970326
Till S.,,A conserved motif in Argonaute-interacting proteins mediates functional interactions through the Argonaute PIWI domain,2007,Nature Structural and Molecular Biology,174,10.1038/nsmb1302,Germany;,Article,Heidelberg;,0,Journal,2-s2.0-34948851405
Behm-Ansmant I.,,mRNA degradation by miRNAs and GW182 requires both CCR4:NOT deadenylase and DCP1:DCP2 decapping complexes,2006,Genes and Development,659,10.1101/gad.1424106,Germany,Article,Heidelberg,1,Journal,2-s2.0-33746055678
Yuan Y.,,"Crystal structure of A. aeolicus argonaute, a site-specific DNA-guided endoribonuclease, provides insights into RISC-mediated mRNA cleavage",2005,Molecular Cell,256,10.1016/j.molcel.2005.07.011,United States,Article,New York,1,Journal,2-s2.0-23144438396
Ma J.,,Structural basis for 5′ -end-specific recognition of guide RNA by the A. fulgidus Piwi protein,2005,Nature,447,10.1038/nature03514,United States,Article,New York,0,Journal,2-s2.0-15844371219
Lewis B.P.,,"Conserved seed pairing, often flanked by adenosines, indicates that thousands of human genes are microRNA targets",2005,Cell,8815,10.1016/j.cell.2004.12.035,United States;United States,Letter,Cambridge;Cambridge,1,Journal,2-s2.0-11844278458
Song J.J.,,Crystal structure of argonaute and its implications for RISC slicer activity,2004,Science,984,10.1126/science.1102514,United States,Article,Cold Spring Harbor,0,Journal,2-s2.0-4444302947
Liu J.,,Argonaute2 is the catalytic engine of mammalian RNAi,2004,Science,1821,10.1126/science.1102513,United States,Article,Cold Spring Harbor,0,Journal,2-s2.0-4444368187
Meister G.,,Human Argonaute2 mediates RNA cleavage targeted by miRNAs and siRNAs,2004,Molecular Cell,1267,10.1016/j.molcel.2004.07.007,United States,Article,New York,1,Journal,2-s2.0-3242736704
Ma J.,,Structural basis for overhang-specific small interfering RNA recognition by the PAZ domain,2004,Nature,499,10.1038/nature02519,United States,Article,New York,0,Journal,2-s2.0-2442679207
Bartel D.,,"MicroRNAs: Genomics, Biogenesis, Mechanism, and Function",2004,Cell,25016,10.1016/S0092-8674(04)00045-5,United States;United States,Review,Cambridge;Cambridge,1,Journal,2-s2.0-0347444723
