Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Bepler G.,,Three tumor-suppressor regions on chromosome 11p identified by high- resolution deletion mapping in human non-small-cell lung cancer,1994,Proceedings of the National Academy of Sciences of the United States of America,120,10.1073/pnas.91.12.5513,United States,Article,Durham,1,Journal,2-s2.0-0028276007
Iizuka M.,,Mapping of 28 (CA)<inf>n</inf> microsatellite repeats and 13 Alu markers on human chromosome 11 using a panel of somatic cell hybrids,1994,Genomics,9,10.1006/geno.1994.1112,Japan,Article,Chuo-ku,0,Journal,2-s2.0-0028262390
Rubio M.,,The Putative Glioma Tumor Suppressor Gene on Chromosome 19q Maps between APOC2 and HRC,1994,Cancer Research,75,,United States,Article,Charlestown,0,Journal,2-s2.0-0027980906
Carter S.,,Loss of Heterozygosity at 11q22-q23 in Breast Cancer,1994,Cancer Research,123,,United States,Article,Philadelphia,0,Journal,2-s2.0-0027945323
James M.R.,,A radiation hybrid map of 506 STS markers spanning human chromosome 11,1994,Nature Genetics,162,10.1038/ng0994-70,United Kingdom;France;France,Article,Oxford;Paris;Paris,0,Journal,2-s2.0-20244377832
Lang F.,,Pathways leading to glioblastoma multiforme: A molecular analysis of genetic alterations in 65 astrocytic tumors,1994,Journal of Neurosurgery,281,10.3171/jns.1994.81.3.0427,United States,Article,New York,0,Journal,2-s2.0-0028087884
Jen J.,,Deletion of pl6 and p15 Genes in Brain Tumors,1994,Cancer Research,463,,United States;United States;United States;United States,Article,Cleveland;Baltimore;Durham;Houston,0,Journal,2-s2.0-0028618304
Gyapay G.,,The 1993−94 Généthon human genetic linkage map,1994,Nature Genetics,1948,10.1038/ng0694supp-246,France;France,Article,Evry;Paris,0,Journal,2-s2.0-0028231090
Kamb A.,,A cell cycle regulator potentially involved in genesis of many tumor types,1994,Science,2736,10.1126/science.8153634,United States,Article,Salt Lake City,0,Journal,2-s2.0-0028121279
Rey J.,,Abnormalities of chromosome 22 in human brain tumors determined by combined cytogenetic and molecular genetic approaches,1993,Cancer Genetics and Cytogenetics,55,10.1016/0165-4608(93)90140-H,Spain,Article,Madrid,0,Journal,2-s2.0-0027520708
Keldysh P.,,11q deletions in human colorectal carcinomas: Cytogenetics and restriction fragment length polymorphism analysis,1993,"Genes, Chromosomes and Cancer",71,10.1002/gcc.2870060109,Russian Federation,Article,Moscow,0,Journal,2-s2.0-0027515936
Winqvist R.,,Refinement of Regional Loss of Heterozygosity for Chromosome 11p15.5 in Human Breast Tumors,1993,Cancer Research,76,,United States;Finland;Finland,Article,San Diego;Oulu;Oulu,0,Journal,2-s2.0-0027488690
Hauge X.,,Dinucleotide repeat polymorphisms at the D11S439 and HBB loci,1992,Human Molecular Genetics,13,10.1093/hmg/1.7.548,United States,Note,Portland,0,Journal,2-s2.0-11944267548
Mcnoe L.,,Dinucleotide repeat polymorphism at the D11S860 locus,1992,Nucleic Acids Research,8,10.1093/nar/20.5.1161-a,New Zealand,Note,Dunedin,0,Journal,2-s2.0-0026546550
Tanci P.,,PCR detection of an insertion/deletion polymorphism in intron 1 of the HRAS1 locus,1992,Nucleic Acids Research,17,10.1093/nar/20.5.1157,Italy,Note,Rome,0,Journal,2-s2.0-0026510263
Fults D.,,Chromosome 11p15 deletions in human malignant astrocytomas and primitive neuroectodermal tumors,1992,Genomics,52,10.1016/S0888-7543(05)80191-0,United States,Article,Salt Lake City,0,Journal,2-s2.0-0026498785
Tadokoro K.,,Polymerase chain reaction (PCR) for detection of apal polymorphism at the insulin like growth factor II gene (IGF2),1991,Nucleic Acids Research,113,10.1093/nar/19.24.6967,Japan,Article,Tokyo,0,Journal,2-s2.0-0026334340
Mashiyama S.,,Detection of p53 gene mutations in human brain tumors by single-strand conformation polymorphism analysis of polymerase chain reaction products,1991,Oncogene,205,,Japan,Article,Chuo-ku,0,Journal,2-s2.0-0025834677
Polymeropoulos M.,,Tetranucleotide repeat polymorphism at the human tyrosine hydroxylase gene (TH),1991,Nucleic Acids Research,256,10.1093/nar/19.13.3753,United States,Article,Bethesda,0,Journal,2-s2.0-0025821074
Seizinger B.R.,,Report of the committee on chromosome and gene loss in human neoplasia,1991,Cytogenetic and Genome Research,201,10.1159/000133722,,Article,,0,Journal,2-s2.0-0026347794
Fults D.,,Allelotype of Human Malignant Astrocytoma,1990,Cancer Research,166,,United States,Article,Salt Lake City,0,Journal,2-s2.0-0025187735
Orita M.,,Rapid and sensitive detection of point mutations and DNA polymorphisms using the polymerase chain reaction,1989,Genomics,3244,10.1016/0888-7543(89)90129-8,Japan,Article,Chuo-ku,0,Journal,2-s2.0-0024756969
Ali I.,,Reduction to homozygosity of genes on chromosome 11 in human breast neoplasia,1987,Science,297,10.1126/science.3659909,United States;France,Article,Bethesda;Montpellier,0,Journal,2-s2.0-0023262303
