Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Wang P.,,Dynamic community detection based on network structural perturbation and topological similarity,2017,Journal of Statistical Mechanics: Theory and Experiment,21,10.1088/1742-5468/2017/1/013401,China,Article,Xi'an,0,Journal,2-s2.0-85012048732
Botta F.,,Finding network communities using modularity density,2016,Journal of Statistical Mechanics: Theory and Experiment,13,10.1088/1742-5468/2016/12/123402,United Kingdom,Article,Coventry,0,Journal,2-s2.0-85008227516
Lai D.,,Correlation enhanced modularity-based belief propagation method for community detection in networks,2016,Journal of Statistical Mechanics: Theory and Experiment,7,10.1088/1742-5468/2016/05/053301,China,Article,Nanjing,0,Journal,2-s2.0-84969964196
Chen J.,,A dynamic evolutionary clustering perspective: Community detection in signed networks by reconstructing neighbor sets,2016,Physica A: Statistical Mechanics and its Applications,29,10.1016/j.physa.2015.12.006,China,Article,Hohhot,0,Journal,2-s2.0-84953898287
Xiang J.,,Enhancing community detection by using local structural information,2016,Journal of Statistical Mechanics: Theory and Experiment,13,10.1088/1742-5468/2016/03/033405,China,Article,Changsha,0,Journal,2-s2.0-84988697931
Cheng J.,,A divisive spectral method for network community detection,2016,Journal of Statistical Mechanics: Theory and Experiment,21,10.1088/1742-5468/2016/03/033403,China,Article,Lanzhou,0,Journal,2-s2.0-84962393681
Xiang J.,,Local modularity for community detection in complex networks,2015,Physica A: Statistical Mechanics and its Applications,39,10.1016/j.physa.2015.09.093,China,Article,Changsha,0,Journal,2-s2.0-84944735909
Xiang J.,,Multi-resolution community detection based on generalized self-loop rescaling strategy,2015,Physica A: Statistical Mechanics and its Applications,22,10.1016/j.physa.2015.03.006,China,Article,Changsha,0,Journal,2-s2.0-84926490499
Xiang J.,,Analysis and perturbation of degree correlation in complex networks,2015,EPL,11,10.1209/0295-5075/111/48003,China,Article,Changsha,0,Journal,2-s2.0-84941584646
Yan S.,,Global and local targeted immunization in networks with community structure,2015,Journal of Statistical Mechanics: Theory and Experiment,16,10.1088/1742-5468/2015/08/P08010,China,Article,Beijing,0,Journal,2-s2.0-84941254158
Chakraborty T.,,Leveraging disjoint communities for detecting overlapping community structure,2015,Journal of Statistical Mechanics: Theory and Experiment,19,10.1088/1742-5468/2015/05/P05017,India,Article,Kharagpur,0,Journal,2-s2.0-84930652248
Wu Z.X.,,Impact of heterogeneous activity and community structure on the evolutionary success of cooperators in social networks,2015,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",25,10.1103/PhysRevE.91.012802,China,Article,Lanzhou,0,Journal,2-s2.0-84937129420
Nematzadeh A.,,Optimal network modularity for information diffusion,2014,Physical Review Letters,140,10.1103/PhysRevLett.113.088701,United States,Article,Bloomington,0,Journal,2-s2.0-84907306169
Ren G.,,Epidemic spreading in time-varying community networks,2014,Chaos,49,10.1063/1.4876436,China;China,Article,Dalian;Guangzhou,0,Journal,2-s2.0-84927157418
Hu Y.,,Conditions for viral influence spreading through multiplex correlated social networks,2014,Physical Review X,54,10.1103/PhysRevX.4.021031,United States;China,Article,New York;Chengdu,1,Journal,2-s2.0-84904574667
Traag V.A.,,Significant scales in community structure,2013,Scientific Reports,51,10.1038/srep02930,Belgium;Netherlands,Article,Louvain-la-Neuve;Leiden,1,Journal,2-s2.0-84886894045
