Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Li Z.,,A multiobjective evolutionary algorithm based on structural and attribute similarities for community detection in attributed networks,2018,IEEE Transactions on Cybernetics,25,10.1109/TCYB.2017.2720180,China,Article,Xi'an,0,Journal,2-s2.0-85028462233
Bu Z.,,GLEAM: a graph clustering framework based on potential game optimization for large-scale social networks,2018,Knowledge and Information Systems,36,10.1007/s10115-017-1105-6,China,Article,Nanjing,0,Journal,2-s2.0-85029796039
Bu Z.,,CAMAS: A cluster-aware multiagent system for attributed graph clustering,2017,Information Fusion,35,10.1016/j.inffus.2017.01.002,China,Article,Nanjing,0,Journal,2-s2.0-85009070492
Jonnalagadda A.,,A survey on game theoretic models for community detection in social networks,2016,Social Network Analysis and Mining,24,10.1007/s13278-016-0386-1,India,Review,Vellore,0,Journal,2-s2.0-84988350475
Li H.,,Fast and Accurate Mining the Community Structure: Integrating Center Locating and Membership Optimization,2016,IEEE Transactions on Knowledge and Data Engineering,119,10.1109/TKDE.2016.2563425,China,Article,Beijing,0,Journal,2-s2.0-84982112292
Zazo S.,,Dynamic Potential Games with Constraints: Fundamentals and Applications in Communications,2016,IEEE Transactions on Signal Processing,14,10.1109/TSP.2016.2551693,Spain,Article,Madrid,0,Journal,2-s2.0-84974605035
Bu Z.,,Local Community Mining on Distributed and Dynamic Networks from a Multiagent Perspective,2016,IEEE Transactions on Cybernetics,38,10.1109/TCYB.2015.2419263,China,Article,Nanjing,0,Journal,2-s2.0-84931054946
Zhou L.,,An approach for overlapping and hierarchical community detection in social networks based on coalition formation game theory,2015,Expert Systems with Applications,34,10.1016/j.eswa.2015.07.023,China,Article,Kunming,0,Journal,2-s2.0-84942374110
Basu S.,,Community detection based on strong Nash stable graph partition,2015,Social Network Analysis and Mining,9,10.1007/s13278-015-0299-4,India,Article,Kolkata,0,Journal,2-s2.0-84947273704
Bothorel C.,,"Clustering attributed graphs: Models, measures and methods",2015,Network Science,84,10.1017/nws.2015.9,France,Article,Nantes,0,Journal,2-s2.0-85013775823
