Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Fu J.,,Identification of leader and self-organizing communities in complex networks,2017,Scientific Reports,4,10.1038/s41598-017-00718-3,China;United States,Article,Jinan;St. Louis,1,Journal,2-s2.0-85018374513
Jia C.,,Node Attribute-enhanced Community Detection in Complex Networks,2017,Scientific Reports,17,10.1038/s41598-017-02751-8,China,Article,Beijing,1,Journal,2-s2.0-85020208298
Hou Chin J.,,A semi-synchronous label propagation algorithm with constraints for community detection in complex networks,2017,Scientific Reports,17,10.1038/srep45836,Malaysia,Article,Kuala Lumpur,1,Journal,2-s2.0-85017114872
Su Y.,,A seed-expanding method based on random walks for community detection in networks with ambiguous community structures,2017,Scientific Reports,20,10.1038/srep41830,China,Article,Hefei,1,Journal,2-s2.0-85011599388
Han J.,,Multi-resolution community detection in massive networks,2016,Scientific Reports,8,10.1038/srep38998,China,Article,Wuhan,1,Journal,2-s2.0-85005943953
Ju Y.,,Complex Network Clustering by a Multi-objective Evolutionary Algorithm Based on Decomposition and Membrane Structure,2016,Scientific Reports,27,10.1038/srep33870,China,Article,Xiamen,1,Journal,2-s2.0-84988885768
Li H.,,Fast and Accurate Mining the Community Structure: Integrating Center Locating and Membership Optimization,2016,IEEE Transactions on Knowledge and Data Engineering,119,10.1109/TKDE.2016.2563425,China,Article,Beijing,0,Journal,2-s2.0-84982112292
Qin X.,,A multi-similarity spectral clustering method for community detection in dynamic networks,2016,Scientific Reports,15,10.1038/srep31454,China,Article,Tianjin,1,Journal,2-s2.0-84982217718
Yang Z.,,A comparative analysis of community detection algorithms on artificial networks,2016,Scientific Reports,198,10.1038/srep30750,Switzerland,Article,Zurich,1,Journal,2-s2.0-84982671578
Stegehuis C.,,Epidemic spreading on complex networks with community structures,2016,Scientific Reports,52,10.1038/srep29748,Netherlands,Article,Eindhoven,1,Journal,2-s2.0-84979217634
Mei G.,,Identifying structures of continuously-varying weighted networks,2016,Scientific Reports,14,10.1038/srep26649,China,Article,Wuhan,1,Journal,2-s2.0-84973338565
Lai D.,,Correlation enhanced modularity-based belief propagation method for community detection in networks,2016,Journal of Statistical Mechanics: Theory and Experiment,7,10.1088/1742-5468/2016/05/053301,China,Article,Nanjing,0,Journal,2-s2.0-84969964196
Quiles M.,,Dynamical detection of network communities,2016,Scientific Reports,8,10.1038/srep25570,Brazil,Article,Sao Paulo,1,Journal,2-s2.0-84969785284
Ding Z.,,Overlapping Community Detection based on Network Decomposition,2016,Scientific Reports,35,10.1038/srep24115,China;China,Article,Hefei;Hefei,1,Journal,2-s2.0-84964408733
Chen Y.,,Finding Communities by Their Centers,2016,Scientific Reports,17,10.1038/srep24017,China,Article,Chengdu,1,Journal,2-s2.0-84962815501
Chen J.,,A dynamic evolutionary clustering perspective: Community detection in signed networks by reconstructing neighbor sets,2016,Physica A: Statistical Mechanics and its Applications,29,10.1016/j.physa.2015.12.006,China,Article,Hohhot,0,Journal,2-s2.0-84953898287
Xiang J.,,Enhancing community detection by using local structural information,2016,Journal of Statistical Mechanics: Theory and Experiment,13,10.1088/1742-5468/2016/03/033405,China,Article,Changsha,0,Journal,2-s2.0-84988697931
Cheng J.,,A divisive spectral method for network community detection,2016,Journal of Statistical Mechanics: Theory and Experiment,21,10.1088/1742-5468/2016/03/033403,China,Article,Lanzhou,0,Journal,2-s2.0-84962393681
Liu W.,,Discovering communities in complex networks by edge label propagation,2016,Scientific Reports,28,10.1038/srep22470,China,Article,Shanghai,1,Journal,2-s2.0-84959516000
Nicolini C.,,Modular structure of brain functional networks: Breaking the resolution limit by Surprise,2016,Scientific Reports,39,10.1038/srep19250,Italy;Italy,Article,Verona;Rovereto,1,Journal,2-s2.0-84954536031
Žalik K.,,Maximal Neighbor Similarity Reveals Real Communities in Networks,2015,Scientific Reports,18,10.1038/srep18374,Slovenia,Article,Maribor,1,Journal,2-s2.0-84951060002
Xiang J.,,Local modularity for community detection in complex networks,2015,Physica A: Statistical Mechanics and its Applications,39,10.1016/j.physa.2015.09.093,China,Article,Changsha,0,Journal,2-s2.0-84944735909
Traag V.A.,,Detecting communities using asymptotical surprise,2015,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",33,10.1103/PhysRevE.92.022816,Netherlands,Article,Amsterdam,0,Journal,2-s2.0-84940824191
Xiang J.,,Multi-resolution community detection based on generalized self-loop rescaling strategy,2015,Physica A: Statistical Mechanics and its Applications,22,10.1016/j.physa.2015.03.006,China,Article,Changsha,0,Journal,2-s2.0-84926490499
Yan S.,,Global and local targeted immunization in networks with community structure,2015,Journal of Statistical Mechanics: Theory and Experiment,16,10.1088/1742-5468/2015/08/P08010,China,Article,Beijing,0,Journal,2-s2.0-84941254158
Li H.J.,,Social significance of community structure: Statistical view,2015,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",100,10.1103/PhysRevE.91.012801,China;China,Article,Beijing;Beijing,0,Journal,2-s2.0-84929477017
Yang L.,,Active link selection for efficient semi-supervised community detection,2015,Scientific Reports,23,10.1038/srep09039,China;China,Article,Tianjin;Beijing,1,Journal,2-s2.0-84924871403
Nematzadeh A.,,Optimal network modularity for information diffusion,2014,Physical Review Letters,140,10.1103/PhysRevLett.113.088701,United States,Article,Bloomington,0,Journal,2-s2.0-84907306169
