Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Jonnalagadda A.,,A survey on game theoretic models for community detection in social networks,2016,Social Network Analysis and Mining,24,10.1007/s13278-016-0386-1,India,Review,Vellore,0,Journal,2-s2.0-84988350475
Udrescu L.,,Clustering drug-drug interaction networks with energy model layouts: Community analysis and drug repurposing,2016,Scientific Reports,24,10.1038/srep32745,Romania,Article,Timisoara,1,Journal,2-s2.0-84987602238
Li H.,,Fast and Accurate Mining the Community Structure: Integrating Center Locating and Membership Optimization,2016,IEEE Transactions on Knowledge and Data Engineering,119,10.1109/TKDE.2016.2563425,China,Article,Beijing,0,Journal,2-s2.0-84982112292
Bu Z.,,Local Community Mining on Distributed and Dynamic Networks from a Multiagent Perspective,2016,IEEE Transactions on Cybernetics,38,10.1109/TCYB.2015.2419263,China,Article,Nanjing,0,Journal,2-s2.0-84931054946
Zhou L.,,An approach for overlapping and hierarchical community detection in social networks based on coalition formation game theory,2015,Expert Systems with Applications,34,10.1016/j.eswa.2015.07.023,China,Article,Kunming,0,Journal,2-s2.0-84942374110
Jiang F.,,Dynamic community detection based on game theory in social networks,2015,"Proceedings - 2015 IEEE International Conference on Big Data, IEEE Big Data 2015",9,10.1109/BigData.2015.7364029,China,Conference Paper,Beijing,0,Conference Proceeding,2-s2.0-84963746432
Basu S.,,Community detection based on strong Nash stable graph partition,2015,Social Network Analysis and Mining,9,10.1007/s13278-015-0299-4,India,Article,Kolkata,0,Journal,2-s2.0-84947273704
Szczepański P.,,The game-theoretic interaction index on social networks with applications to link prediction and community detection,2015,IJCAI International Joint Conference on Artificial Intelligence,11,,Poland,Conference Paper,Warsaw,0,Conference Proceeding,2-s2.0-84949815327
Costa H.,,"Pollution, bad-mouthing, and local marketing: The underground of location-based social networks",2014,Information Sciences,20,10.1016/j.ins.2014.03.108,Brazil,Article,Ouro Preto,0,Journal,2-s2.0-84901851752
Gong M.,,Complex network clustering by multiobjective discrete particle swarm optimization based on decomposition,2014,IEEE Transactions on Evolutionary Computation,233,10.1109/TEVC.2013.2260862,China,Article,Xi'an,0,Journal,2-s2.0-84893857671
