Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Trodden P.,,MILP formulation for controlled islanding of power networks,2013,International Journal of Electrical Power and Energy Systems,44,10.1016/j.ijepes.2012.09.018,United Kingdom;United Kingdom,Article,Edinburgh;Sheffield,0,Journal,2-s2.0-84868488467
Schumm P.,,Bloom: A stochastic growth-based fast method of community detection in networks,2012,Journal of Computational Science,7,10.1016/j.jocs.2012.03.006,United States,Article,Manhattan,0,Journal,2-s2.0-84865428295
Fan N.,,A mixed integer programming approach for optimal power grid intentional islanding,2012,Energy Systems,41,10.1007/s12667-011-0046-5,United States;United States,Conference Paper,Albuquerque;Los Alamos,0,Journal,2-s2.0-84863269151
Moreno R.,,Security of the power system based on the separation into islands,2011,2011 IEEE PES Conference on Innovative Smart Grid Technologies Latin America SGT LA 2011 - Conference Proceedings,3,10.1109/ISGT-LA.2011.6083210,Colombia,Conference Paper,Bogota,0,Conference Proceeding,2-s2.0-83455230665
Abou Hamad I.,,Floridian high-voltage power-grid network partitioning and cluster optimization using simulated annealing,2011,Physics Procedia,9,10.1016/j.phpro.2011.05.051,United States,Conference Paper,Tallahassee,1,Conference Proceeding,2-s2.0-84856860343
Koch S.,,Mitigation of cascading failures by real-time controlled islanding and graceful load shedding,2010,"2010 IREP Symposium - Bulk Power System Dynamics and Control - VIII, IREP2010",38,10.1109/IREP.2010.5563284,Switzerland,Conference Paper,"Zurich ZH,",0,Conference Proceeding,2-s2.0-77958055695
Bevrani H.,,An intelligent based power system load shedding design using voltage and frequency information,2010,"2010 International Conference on Modelling, Identification and Control, ICMIC 2010",9,,Iran,Conference Paper,Sanandaj,0,Conference Proceeding,2-s2.0-77957842302
Fortunato S.,,Community detection in graphs,2010,Physics Reports,5864,10.1016/j.physrep.2009.11.002,Italy,Review,Turin,0,Journal,2-s2.0-74049087026
Hamad I.,,Spectral matrix methods for partitioning power grids: Applications to the Italian and Floridian high-voltage networks,2010,Physics Procedia,6,10.1016/j.phpro.2010.08.016,United States,Conference Paper,Tallahassee,1,Conference Proceeding,2-s2.0-79551604890
Zhou Z.,,A new islanding boundary searching approach based on slow coherency and graph theoretic,2008,"Proceedings - 4th International Conference on Natural Computation, ICNC 2008",6,10.1109/ICNC.2008.523,China,Conference Paper,Beijing,0,Conference Proceeding,2-s2.0-57649232277
Hines P.,,Reciprocally altruistic agents for the mitigation of cascading failures in electrical power networks,2008,"2008 1st International Conference on Infrastructure Systems and Services: Building Networks for a Brighter Future, INFRA 2008",9,10.1109/INFRA.2008.5439616,United States,Conference Paper,Burlington,0,Conference Proceeding,2-s2.0-77952353901
El-werfelli M.,,Controlled Islanding Scheme for Power Systems,2008,Proceedings of the Universities Power Engineering Conference,10,10.1109/UPEC.2008.4651471,United Kingdom,Conference Paper,Bath,0,Conference Proceeding,2-s2.0-68949200257
Yang B.,,"Slow-coherency-based controlled islanding - A demonstration of the approach on the August 14, 2003 blackout scenario",2006,IEEE Transactions on Power Systems,156,10.1109/TPWRS.2006.881126,United States,Article,Tempe,0,Journal,2-s2.0-33847689443
Newman M.,,Modularity and community structure in networks,2006,Proceedings of the National Academy of Sciences of the United States of America,5550,10.1073/pnas.0601602103,United States,Article,Ann Arbor,1,Journal,2-s2.0-33745012299
Aponte E.E.,,Time optimal load shedding for distributed power systems,2006,IEEE Transactions on Power Systems,60,10.1109/TPWRS.2005.857826,Puerto Rico,Article,Mayaguez,0,Journal,2-s2.0-32144458408
Chen J.,,Cascading dynamics and mitigation assessment in power system disturbances via a hidden failure model,2005,International Journal of Electrical Power and Energy Systems,404,10.1016/j.ijepes.2004.12.003,United States,Article,Ithaca,0,Journal,2-s2.0-14844322217
Wang X.,,System islanding using minimal cutsets with minimum net flow,2004,2004 IEEE PES Power Systems Conference and Exposition,94,,United States,Conference Paper,Ames,0,Conference Proceeding,2-s2.0-15944372286
Clauset A.,,Finding community structure in very large networks,2004,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",3159,10.1103/PhysRevE.70.066111,United States,Article,Albuquerque,0,Journal,2-s2.0-41349117788
Newman M.E.J.,,Fast algorithm for detecting community structure in networks,2004,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",2954,10.1103/PhysRevE.69.066133,United States,Article,Ann Arbor,0,Journal,2-s2.0-42749100809
You H.,,Slow Coherency-Based Islanding,2004,IEEE Transactions on Power Systems,294,10.1109/TPWRS.2003.818729,United States,Review,Ames,0,Journal,2-s2.0-1442265461
Newman M.E.J.,,Finding and evaluating community structure in networks,2004,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",7687,10.1103/PhysRevE.69.026113,United States;United States,Article,Santa Fe;Ann Arbor,0,Journal,2-s2.0-37649028224
Zhao Q.,,A Study of System Splitting Strategies for Island Operation of Power System: A Two-Phase Method Based on OBDDs,2003,IEEE Transactions on Power Systems,169,10.1109/TPWRS.2003.818747,China,Article,Beijing,0,Journal,2-s2.0-0345258402
Sun K.,,Splitting strategies for islanding operation of large-scale power systems using OBDD-based methods,2003,IEEE Transactions on Power Systems,246,10.1109/TPWRS.2003.810995,China,Article,Beijing,0,Journal,2-s2.0-0037843072
You H.,,Self-healing in power systems: An approach using islanding and rate of frequency decline-based load shedding,2003,IEEE Transactions on Power Systems,230,10.1109/TPWRS.2002.807111,United States,Article,Ames,0,Journal,2-s2.0-0037291178
Carreras B.,,Critical points and transitions in an electric power transmission model for cascading failure blackouts,2002,Chaos,380,10.1063/1.1505810,United States,Article,Oak Ridge,0,Journal,2-s2.0-0036924741
Xu D.,,Optimal load shedding strategy in power systems with distributed generation,2001,Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference,95,,United States,Conference Paper,Clemson,0,Conference Proceeding,2-s2.0-0037970735
