Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Yang Q.,,Pathway enrichment analysis approach based on topological structure and updated annotation of pathway,2019,Briefings in Bioinformatics,7,10.1093/bib/bbx091,China,Article,Harbin,0,Journal,2-s2.0-85060184750
Bower J.J.,,Patterns of cell cycle checkpoint deregulation associated with intrinsic molecular subtypes of human breast cancer cells,2017,npj Breast Cancer,14,10.1038/s41523-017-0009-7,United States,Article,Chapel Hill,1,Journal,2-s2.0-85033566975
Feng P.,,Predicting the Organelle Location of Noncoding RNAs Using Pseudo Nucleotide Compositions,2017,Interdisciplinary Sciences: Computational Life Sciences,15,10.1007/s12539-016-0193-4,China,Article,Tangshan,0,Journal,2-s2.0-85036605677
Feng J.,,miR-141-3p inhibits fibroblast proliferation and migration by targeting GAB1 in keloids,2017,Biochemical and Biophysical Research Communications,17,10.1016/j.bbrc.2017.06.040,China,Article,Chengdu,0,Journal,2-s2.0-85020839441
He Z.,,The lncRNA UCA1 interacts with miR-182 to modulate glioma proliferation and migration by targeting iASPP,2017,Archives of Biochemistry and Biophysics,47,10.1016/j.abb.2017.01.013,China,Article,Chengdu,0,Journal,2-s2.0-85018502552
Feng P.,,iRNA-PseColl: Identifying the Occurrence Sites of Different RNA Modifications by Incorporating Collective Effects of Nucleotides into PseKNC,2017,Molecular Therapy - Nucleic Acids,196,10.1016/j.omtn.2017.03.006,China,Article,Tangshan,1,Journal,2-s2.0-85020774896
Chen W.,,MethyRNA: a web server for identification of N<sup>6</sup>-methyladenosine sites,2017,Journal of Biomolecular Structure and Dynamics,57,10.1080/07391102.2016.1157761,China,Letter,Tangshan,0,Journal,2-s2.0-84965080993
Huhe M.,,Expression levels of transcription factors c-Fos and c-Jun and transmembrane protein HAb18G/CD147 in urothelial carcinoma of the bladder,2017,Molecular Medicine Reports,11,10.3892/mmr.2017.6411,China,Article,Xi'an,1,Journal,2-s2.0-85018663785
Lai H.Y.,,Sequence-based predictive modeling to identify cancerlectins,2017,Oncotarget,82,10.18632/oncotarget.15963,China,Article,Chengdu,1,Journal,2-s2.0-85018437687
Rappaport N.,,MalaCards: An amalgamated human disease compendium with diverse clinical and genetic annotation and structured search,2017,Nucleic Acids Research,83,10.1093/nar/gkw1012,Israel,Article,Rehovot,1,Journal,2-s2.0-85016157457
Zhang T.,,RNALocate: A resource for RNA subcellular localizations,2017,Nucleic Acids Research,102,10.1093/nar/gkw728,China,Article,Harbin,1,Journal,2-s2.0-85016157034
Chen W.,,RAMPred: Identifying the N<sup>1</sup>-methyladenosine sites in eukaryotic transcriptomes,2016,Scientific Reports,23,10.1038/srep31080,China,Article,Tangshan,1,Journal,2-s2.0-84982106644
Tang P.,,Immunohistochemical surrogates for molecular classification of breast carcinoma: A 2015 update,2016,Archives of Pathology and Laboratory Medicine,45,10.5858/arpa.2015-0133-RA,Hong Kong;United States,Conference Paper,;Rochester,0,Journal,2-s2.0-84980316341
Lavorgna G.,,Long non-coding RNAs as novel therapeutic targets in cancer,2016,Pharmacological Research,54,10.1016/j.phrs.2016.05.018,Italy,Review,Milan,0,Journal,2-s2.0-84971463449
He L.,,Identification of potential therapeutic targets using breast cancer stroma expression profiling,2016,Translational Cancer Research,1,10.21037/tcr.2016.05.07,China;China,Article,Chengdu;Chengdu,0,Journal,2-s2.0-84977596224
Kern P.,,"Neoadjuvant, anthracycline-free chemotherapy with carboplatin and docetaxel in triple-negative, early-stage breast cancer: a multicentric analysis of rates of pathologic complete response and survival",2016,Journal of Chemotherapy,8,10.1179/1973947815Y.0000000061,Germany;Germany,Article,Essen;Neu-Isenburg,0,Journal,2-s2.0-84978648898
Xue X.,,LncRNA HOTAIR enhances ER signaling and confers tamoxifen resistance in breast cancer,2016,Oncogene,196,10.1038/onc.2015.340,China;United States,Article,Guangzhou;Evanston,0,Journal,2-s2.0-84941670564
Feng T.,,miR-124 downregulation leads to breast cancer progression via LncRNA-MALAT1 regulation and CDK4/E2F1 signal activation,2016,Oncotarget,68,10.18632/oncotarget.7578,China,Article,Nanjing,1,Journal,2-s2.0-84971646911
Nielsen S.,,The breast-thyroid cancer link: A systematic review and meta-analysis,2016,Cancer Epidemiology Biomarkers and Prevention,38,10.1158/1055-9965.EPI-15-0833,United States,Review,Chicago,1,Journal,2-s2.0-84957806067
Jiang W.,,Systematic dissection of dysregulated transcription factor-miRNA feed-forward loops across tumor types,2016,Briefings in Bioinformatics,23,10.1093/bib/bbv107,United States,Article,Nashville,1,Journal,2-s2.0-85030323389
Huang Y.,,Xist reduction in breast cancer upregulates AKT phosphorylation via HDAC3-mediated repression of PHLPP1 expression,2016,Oncotarget,71,10.18632/oncotarget.9673,Taiwan,Article,Taipei,1,Journal,2-s2.0-84978698535
Ning S.,,Lnc2Cancer: A manually curated database of experimentally supported lncRNAs associated with various human cancers,2016,Nucleic Acids Research,180,10.1093/nar/gkv1094,China,Article,Harbin,1,Journal,2-s2.0-84976883041
Siegel R.,,"Cancer statistics, 2016",2016,CA Cancer Journal for Clinicians,18360,10.3322/caac.21332,United States,Article,Atlanta,1,Journal,2-s2.0-84954400636
Lin H.,,Predicting cancerlectins by the optimal g-gap dipeptides,2015,Scientific Reports,46,10.1038/srep16964,China,Article,Chengdu,1,Journal,2-s2.0-84949528080
Chen W.,,IRNA-Methyl: Identifying N<sup>6</sup>-methyladenosine sites using pseudo nucleotide composition,2015,Analytical Biochemistry,239,10.1016/j.ab.2015.08.021,China;United States,Article,Tangshan;Belmont,0,Journal,2-s2.0-84942246769
Li J.,,TANRIC: An interactive open platform to explore the function of IncRNAs in cancer,2015,Cancer Research,256,10.1158/0008-5472.CAN-15-0273,United States,Article,Houston,1,Journal,2-s2.0-84942909779
Yan-Fang T.,,Molecular mechanism of the cell death induced by the histone deacetylase pan inhibitor LBH589 (panobinostat) in wilms tumor cells,2015,PLoS ONE,14,10.1371/journal.pone.0126566,China,Article,Suzhou,1,Journal,2-s2.0-84941360062
Deng Y.,,rs11671784 G/A variation in miR-27a decreases chemo-sensitivity of bladder cancer by decreasing miR-27a and increasing the target RUNX-1 expression,2015,Biochemical and Biophysical Research Communications,27,10.1016/j.bbrc.2015.01.109,China,Article,Chengdu,0,Journal,2-s2.0-84923287272
Chen J.,,Calycosin and genistein induce apoptosis by inactivation of HOTAIR/p-akt signaling pathway in human breast cancer MCF-7 cells,2015,Cellular Physiology and Biochemistry,65,10.1159/000369732,China,Article,Guilin,1,Journal,2-s2.0-84921865391
Liu E.,,Carboplatin-docetaxel-induced activity against ovarian cancer is dependent on up-regulated lncRNA PVT1,2015,International Journal of Clinical and Experimental Pathology,45,,China,Article,Shijiazhuang,0,Journal,2-s2.0-84935483836
Chen J.,,Genistein induces apoptosis by the inactivation of the IGF-1R/p-Akt signaling pathway in MCF-7 human breast cancer cells,2015,Food and Function,52,10.1039/c4fo01141d,China,Article,Guilin,0,Journal,2-s2.0-84925440338
Tomczak K.,,The Cancer Genome Atlas (TCGA): An immeasurable source of knowledge,2015,Wspolczesna Onkologia,334,10.5114/wo.2014.47136,Poland;Poland,Review,Poznan;Warsaw,1,Journal,2-s2.0-84981294341
Hu J.,,Identification of microRNA-93 as a functional dysregulated miRNA in triple-negative breast cancer,2014,Tumor Biology,34,10.1007/s13277-014-2611-8,China,Article,Hangzhou,0,Journal,2-s2.0-84925247033
Chen H.,,Cisplatin and paclitaxel target significant long noncoding RNAs in laryngeal squamous cell carcinoma,2014,Medical Oncology,40,10.1007/s12032-014-0246-7,China,Article,Shanghai,0,Journal,2-s2.0-84907565517
Su X.,,Comprehensive analysis of long non-coding RNAs in human breast cancer clinical subtypes,2014,Oncotarget,126,10.18632/oncotarget.2454,United States,Article,Houston,1,Journal,2-s2.0-84928608163
Li Y.,,HMDD v2.0: A database for experimentally supported human microRNA and disease associations,2014,Nucleic Acids Research,403,10.1093/nar/gkt1023,China,Article,Beijing,1,Journal,2-s2.0-84891781832
Li J.,,"StarBase v2.0: Decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data",2014,Nucleic Acids Research,1376,10.1093/nar/gkt1248,China,Article,Guangzhou,1,Journal,2-s2.0-84891818924
Yang J.,,ChIPBase: A database for decoding the transcriptional regulation of long non-coding RNA and microRNA genes from ChIP-Seq data,2013,Nucleic Acids Research,240,10.1093/nar/gks1060,China,Article,Guangzhou,1,Journal,2-s2.0-84876566914
Eroles P.,,Molecular biology in breast cancer: Intrinsic subtypes and signaling pathways,2012,Cancer Treatment Reviews,297,10.1016/j.ctrv.2011.11.005,Spain,Review,Valencia,0,Journal,2-s2.0-84861708138
Volinia S.,,Breast cancer signatures for invasiveness and prognosis defined by deep sequencing of microRNA,2012,Proceedings of the National Academy of Sciences of the United States of America,263,10.1073/pnas.1200010109,Italy;United States,Article,Ferrara;Columbus,1,Journal,2-s2.0-84857399748
Ziebarth J.,,PolymiRTS database 2.0: Linking polymorphisms in microRNA target sites with human diseases and complex traits,2012,Nucleic Acids Research,97,10.1093/nar/gkr1026,United States,Article,Memphis,1,Journal,2-s2.0-84862162057
Zhang B.,,Pathologically decreased miR-26a antagonizes apoptosis and facilitates carcinogenesis by targeting MTDH and EZH2 in breast cancer,2011,Carcinogenesis,166,10.1093/carcin/bgq209,China,Article,Shanghai,1,Journal,2-s2.0-79952118835
Salmena L.,,A ceRNA hypothesis: The rosetta stone of a hidden RNA language?,2011,Cell,2725,10.1016/j.cell.2011.07.014,United States,Short Survey,Boston,1,Journal,2-s2.0-79961170994
Yao C.,,Multi-level reproducibility of signature hubs in human interactome for breast cancer metastasis,2010,BMC Systems Biology,27,10.1186/1752-0509-4-151,China,Article,Chengdu,1,Journal,2-s2.0-78049507670
Jiang L.,,miR-182 as a prognostic marker for glioma progression and patient survival,2010,American Journal of Pathology,123,10.2353/ajpath.2010.090812,China;China,Article,Guangzhou;Guangzhou,1,Journal,2-s2.0-77954579109
Iorio M.,,MicroRNAs in cancer: Small molecules with a huge impact,2009,Journal of Clinical Oncology,773,10.1200/JCO.2009.24.0317,United States,Review,Columbus,0,Journal,2-s2.0-73349125465
Spitale A.,,Breast cancer classification according to immunohistochemical markers: Clinicopathologic features and short-term survival analysis in a population-based study from the South of Switzerland,2009,Annals of Oncology,152,10.1093/annonc/mdn675,Switzerland,Article,Locarno,1,Journal,2-s2.0-63549108121
Huang D.,,Systematic and integrative analysis of large gene lists using DAVID bioinformatics resources,2009,Nature Protocols,19313,10.1038/nprot.2008.211,United States,Article,Frederick,0,Journal,2-s2.0-61449172037
Killcoyne S.,,Cytoscape: a community-based framework for network modeling.,2009,"Methods in molecular biology (Clifton, N.J.)",141,10.1007/978-1-60761-175-2_12,United States,Article,Seattle,0,Journal,2-s2.0-70349581497
Ivanovska I.,,MicroRNAs in the miR-106b family regulate p21/CDKN1A and promote cell cycle progression,2008,Molecular and Cellular Biology,441,10.1128/MCB.01977-07,United States,Article,Seattle,1,Journal,2-s2.0-41149101523
Sarrió D.,,Epithelial-mesenchymal transition in breast cancer relates to the basal-like phenotype,2008,Cancer Research,744,10.1158/0008-5472.CAN-07-2017,Spain,Article,Madrid,1,Journal,2-s2.0-39449095723
Zhou Y.,,Activation of p53 by MEG3 non-coding RNA,2007,Journal of Biological Chemistry,418,10.1074/jbc.M702029200,United States,Article,Boston,1,Journal,2-s2.0-34548304069
