Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Zhai B.,,Arsenic trioxide potentiates the anti-cancer activities of sorafenib against hepatocellular carcinoma by inhibiting Akt activation,2015,Tumor Biology,27,10.1007/s13277-014-2839-3,China;China,Article,Harbin;Harbin,0,Journal,2-s2.0-84936747417
Jiang W.,,Clinically relevant genes and regulatory pathways associated with NRAS<sup>Q61</sup> mutations in melanoma through an integrative genomics approach,2015,Oncotarget,13,10.18632/oncotarget.2954,United States,Article,Nashville,1,Journal,2-s2.0-84923011979
Wang Q.,,EW-dmGWAS: Edge-weighted dense module search for genome-wide association studies and gene expression profiles,2015,Bioinformatics,30,10.1093/bioinformatics/btv150,United States,Article,Nashville,1,Journal,2-s2.0-84943591576
Chiu H.,,Arsenic trioxide induces programmed cell death through stimulation of ER stress and inhibition of the ubiquitin-proteasome system in human sarcoma cells,2015,Cancer Letters,33,10.1016/j.canlet.2014.10.025,Taiwan;Taiwan,Article,Taipei;Tainan,0,Journal,2-s2.0-84919483390
Goswami C.P.,,PROGgeneV2: Enhancements on the existing database,2014,BMC Cancer,184,10.1186/1471-2407-14-970,United States,Article,Philadelphia,1,Journal,2-s2.0-84924752548
Hou L.,,Guilt by rewiring: Gene prioritization through network rewiring in genome wide association studies,2014,Human Molecular Genetics,29,10.1093/hmg/ddt668,United States,Article,New Haven,1,Journal,2-s2.0-84898773541
Meng P.,,Transcription addiction: Can we garner the Yin and Yang functions of E2F1 for cancer therapy?,2014,Cell Death and Disease,35,10.1038/cddis.2014.326,United States,Review,San Antonio,1,Journal,2-s2.0-84906885722
Shah M.A.,,A global assessment of cancer genomic alterations in epigenetic mechanisms,2014,Epigenetics and Chromatin,36,10.1186/1756-8935-7-29,Canada,Article,Toronto,1,Journal,2-s2.0-84988948715
Mitra R.,,Reproducible combinatorial regulatory networks elucidate novel oncogenic microRNAs in non-small cell lung cancer,2014,RNA,42,10.1261/rna.042754.113,United States,Article,Nashville,1,Journal,2-s2.0-84904290632
Cheng F.,,Quantitative network mapping of the human kinome interactome reveals new clues for rational kinase inhibitor discovery and individualized cancer therapy,2014,Oncotarget,46,10.18632/oncotarget.1984,United States,Article,Nashville,1,Journal,2-s2.0-84903548176
Schmidt M.,,Drug target miRNAs: Chances and challenges,2014,Trends in Biotechnology,66,10.1016/j.tibtech.2014.09.002,United Kingdom,Review,Cambridge,0,Journal,2-s2.0-84908221196
