Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Zhang S.,,The association between human papillomavirus 16 and esophageal cancer in Chinese population: A meta-analysis,2015,BMC Cancer,21,10.1186/s12885-015-1096-1,China,Article,Zhengzhou,1,Journal,2-s2.0-84928722685
Hao Y.,,Prediction of long noncoding RNA functions with co-expression network in esophageal squamous cell carcinoma,2015,BMC Cancer,45,10.1186/s12885-015-1179-z,China,Article,Zhengzhou,1,Journal,2-s2.0-84925641949
Wu Y.,,The long non-coding RNA HNF1A-AS1 regulates proliferation and metastasis in lung adenocarcinoma,2015,Oncotarget,126,10.18632/oncotarget.3247,China,Article,Nanjing,1,Journal,2-s2.0-84928732236
Hu L.,,Up-regulation of long noncoding RNA MALAT1 contributes to proliferation and metastasis in esophageal squamous cell carcinoma,2015,Journal of Experimental and Clinical Cancer Research,156,10.1186/s13046-015-0123-z,China,Article,Chongqing,1,Journal,2-s2.0-84924174271
Yang X.,,Long non-coding RNA HNF1A-AS1 regulates proliferation and migration in oesophageal adenocarcinoma cells,2014,Gut,150,10.1136/gutjnl-2013-305266,China;China;United States;United States,Article,Shanghai;Beijing;Baltimore;Baltimore,0,Journal,2-s2.0-84899986084
Loomis D.,,The International Agency for Research on Cancer (IARC) evaluation of the carcinogenicity of outdoor air pollution: Focus on China,2014,Chinese Journal of Cancer,104,10.5732/cjc.014.10028,France,Review,Lyon,1,Journal,2-s2.0-84898644255
Cao W.,,Integrated analysis of long noncoding RNA and coding RNA expression in esophageal squamous cell carcinoma,2013,International Journal of Genomics,30,10.1155/2013/480534,China,Article,Zhengzhou,1,Journal,2-s2.0-84886460207
Lv X.B.,,Long Noncoding RNA HOTAIR Is a Prognostic Marker for Esophageal Squamous Cell Carcinoma Progression and Survival,2013,PLoS ONE,134,10.1371/journal.pone.0063516,China,Article,Guangzhou,1,Journal,2-s2.0-84878132479
Spizzo R.,,Long non-coding RNAs and cancer: A new frontier of translational research,2012,Oncogene,692,10.1038/onc.2011.621,Italy,Review,Aviano,1,Journal,2-s2.0-84867900638
Gibb E.,,Human cancer long non-coding RNA transcriptomes,2011,PLoS ONE,279,10.1371/journal.pone.0025915,Canada;Canada,Article,Vancouver;Vancouver,1,Journal,2-s2.0-80053445408
Prensner J.R.,,The emergence of lncRNAs in cancer biology,2011,Cancer Discovery,1180,10.1158/2159-8290.CD-11-0209,United States,Review,Ann Arbor,1,Journal,2-s2.0-82155186923
Wapinski O.,,Long noncoding RNAs and human disease,2011,Trends in Cell Biology,1318,10.1016/j.tcb.2011.04.001,United States,Review,Chevy Chase,0,Journal,2-s2.0-79957840356
Kotake Y.,,Long non-coding RNA ANRIL is required for the PRC2 recruitment to and silencing of p15 INK4B tumor suppressor gene,2011,Oncogene,689,10.1038/onc.2010.568,United States;Japan,Article,Chapel Hill;Hamamatsu,1,Journal,2-s2.0-79955468280
Pauli A.,,Non-coding RNAs as regulators of embryogenesis,2011,Nature Reviews Genetics,411,10.1038/nrg2904,United States;United States,Review,Cambridge;Cambridge,0,Journal,2-s2.0-78751474118
Amaral P.P.,,Complex architecture and regulated expression of the Sox2ot locus during vertebrate development,2009,RNA,136,10.1261/rna.1705309,Australia,Article,Brisbane,1,Journal,2-s2.0-70350118664
Barsyte-Lovejoy D.,,The c-Myc oncogene directly induces the H19 noncoding RNA by allele-specific binding to potentiate tumorigenesis,2006,Cancer Research,342,10.1158/0008-5472.CAN-06-0037,Canada,Article,Toronto,1,Journal,2-s2.0-33744912772
Brandenberger R.,,Transcriptome characterization elucidates signaling networks that control human ES cell growth and differentiation,2004,Nature Biotechnology,298,10.1038/nbt971,United States,Article,Menlo Park,0,Journal,2-s2.0-2542601547
Tanos V.,,"H19 and IGF2 gene expression in human normal, hyperplastic, and malignant endometrium",2004,International Journal of Gynecological Cancer,37,10.1111/j.1048-891x.2004.014314.x,Israel,Article,Jerusalem,0,Journal,2-s2.0-2942555385
Okazaki Y.,,"Analysis of the mouse transcriptome based on functional annotation of 60,770 full-length cDNAs",2002,Nature,1234,10.1038/nature01266,Japan;Japan,Article,Yokohama;Saitama,1,Journal,2-s2.0-0142104045
