Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Liang Y.,,Aryl hydrocarbon receptor nuclear translocator is associated with tumor growth and progression of hepatocellular carcinoma,2012,International Journal of Cancer,26,10.1002/ijc.26166,China,Article,Shanghai,0,Journal,2-s2.0-84857501900
Fujiwara T.,,ASCL1-coexpression profiling but not single gene expression profiling defines lung adenocarcinomas of neuroendocrine nature with poor prognosis,2012,Lung Cancer,33,10.1016/j.lungcan.2011.05.028,Japan,Article,Tokyo,0,Journal,2-s2.0-83555165134
Baroudi M.,,A curated database of miRNA mediated feed-forward loops involving MYC as master regulator,2011,PLoS ONE,41,10.1371/journal.pone.0014742,Italy;Italy,Article,Turin;Turin,1,Journal,2-s2.0-79952289884
Hanahan D.,,Hallmarks of cancer: The next generation,2011,Cell,30103,10.1016/j.cell.2011.02.013,United States;Switzerland,Review,San Francisco;Epalinges,1,Journal,2-s2.0-79952284127
Puisségur M.P.,,MiR-210 is overexpressed in late stages of lung cancer and mediates mitochondrial alterations associated with modulation of HIF-1 activity,2011,Cell Death and Differentiation,266,10.1038/cdd.2010.119,France;France;France,Article,Toulouse;Nice;Paris,1,Journal,2-s2.0-79951678403
Parkinson H.,,Arrayexpress update-An archive of microarray and high-throughput sequencing-based functional genomics experiments,2011,Nucleic Acids Research,256,10.1093/nar/gkq1040,United Kingdom,Article,London,1,Journal,2-s2.0-78651284406
Barrett T.,,NCBI GEO: Archive for functional genomics data sets-10 years on,2011,Nucleic Acids Research,764,10.1093/nar/gkq1184,United States,Article,Bethesda,1,Journal,2-s2.0-78651339534
Kozomara A.,,MiRBase: Integrating microRNA annotation and deep-sequencing data,2011,Nucleic Acids Research,2620,10.1093/nar/gkq1027,United Kingdom,Article,Manchester,1,Journal,2-s2.0-78651293534
Burchard J.,,MicroRNA-122 as a regulator of mitochondrial metabolic gene network in hepatocellular carcinoma,2010,Molecular Systems Biology,140,10.1038/msb.2010.58,United States;United States,Article,San Francisco;Seattle,1,Journal,2-s2.0-77956249298
Friard O.,,CircuitsDB: A database of mixed microRNA/transcription factor feed-forward regulatory circuits in human and mouse,2010,BMC Bioinformatics,86,10.1186/1471-2105-11-435,Italy,Article,Turin,1,Journal,2-s2.0-77956520986
