Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Soutto M.,,Activation of β-catenin signalling by TFF1 loss promotes cell proliferation and gastric tumorigenesis,2015,Gut,35,10.1136/gutjnl-2014-307191,United States;United States,Article,Nashville;,0,Journal,2-s2.0-84934983232
Focaccetti C.,,"Effects of 5-fluorouracil on morphology, cell cycle, proliferation, apoptosis, autophagy and ros production in endothelial cells and cardiomyocytes",2015,PLoS ONE,109,10.1371/journal.pone.0115686,Italy,Article,Milan,1,Journal,2-s2.0-84923051119
Jin E.,,"Association between promoter polymorphisms of TFF1, TFF2, and TFF3 and the risk of gastric and diffuse gastric cancers in a Korean population",2015,Journal of Korean Medical Science,2,10.3346/jkms.2015.30.8.1035,South Korea,Article,Daejeon,1,Journal,2-s2.0-84951813642
Zhang X.,,miR-874 functions as a tumor suppressor by inhibiting angiogenesis through STAT3/VEGF-A pathway in gastric cancer,2015,Oncotarget,74,10.18632/oncotarget.2748,China;China,Article,Xuzhou;Nanjing,1,Journal,2-s2.0-84922754236
Ferlay J.,,"Cancer incidence and mortality worldwide: Sources, methods and major patterns in GLOBOCAN 2012",2015,International Journal of Cancer,16198,10.1002/ijc.29210,France,Article,Lyon,1,Journal,2-s2.0-84918815964
Chen W.,,"Report of cancer incidence and mortality in China, 2010",2014,Annals of Translational Medicine,196,10.3978/j.issn.2305-5839.2014.04.05,China,Article,Beijing,0,Journal,2-s2.0-85015501106
May F.E.B.,,Novel drugs that target the estrogen-related receptor alpha: Their therapeutic potential in breast cancer,2014,Cancer Management and Research,52,10.2147/CMAR.S35024,United Kingdom,Review,Newcastle,1,Journal,2-s2.0-84901410696
Fu Y.,,Antioxidants decrease the apoptotic effect of 5-Fu in colon cancer by regulating Src-dependent caspase-7 phosphorylation,2014,Cell Death and Disease,34,10.1038/cddis.2013.509,China;United States,Article,Zhengzhou;Austin,1,Journal,2-s2.0-84891756020
Soutto M.,,TFF1 activates p53 through down-regulation of miR-504 in gastric cancer,2014,Oncotarget,41,10.18632/oncotarget.2156,United States;United States,Article,Nashville;,1,Journal,2-s2.0-84906225090
Ahsan H.,,A genome-wide association study of early-onset breast cancer identifies PFKM as a novel breast cancer gene and supports a common genetic spectrum for breast cancer at any age,2014,Cancer Epidemiology Biomarkers and Prevention,50,10.1158/1055-9965.EPI-13-0340,United States;United States,Article,Chicago;Chicago,1,Journal,2-s2.0-84898730826
Huang Q.,,A prostate cancer susceptibility allele at 6q22 increases RFX6 expression by modulating HOXB13 chromatin binding,2014,Nature Genetics,110,10.1038/ng.2862,Finland,Article,Oulu,0,Journal,2-s2.0-84895800675
Hoesel B.,,The complexity of NF-κB signaling in inflammation and cancer,2013,Molecular Cancer,1480,10.1186/1476-4598-12-86,Austria,Review,Vienna,1,Journal,2-s2.0-84880869807
Karaayvaz M.,,MiR-129 promotes apoptosis and enhances chemosensitivity to 5-fluorouracil in colorectal cancer,2013,Cell Death and Disease,130,10.1038/cddis.2013.193,United States,Article,Stony Brook,1,Journal,2-s2.0-84879621292
Vinod B.,,Mechanistic evaluation of the signaling events regulating curcumin-mediated chemosensitization of breast cancer cells to 5-fluorouracil,2013,Cell Death and Disease,69,10.1038/cddis.2013.26,India,Article,Thiruvananthapuram,1,Journal,2-s2.0-84875988418
Wang M.,,Genetic variants in miRNAs predict bladder cancer risk and recurrence,2012,Cancer Research,66,10.1158/0008-5472.CAN-12-0688,China,Article,Nanjing,1,Journal,2-s2.0-84870387486
Robb W.B.,,Predicting the response to chemotherapy in gastric adenocarcinoma: Who benefits from neoadjuvant chemotherapy?,2012,Recent Results in Cancer Research,14,10.1007/978-3-642-31629-6-17,France,Review,Lille,0,Book Series,2-s2.0-84870022596
Moghanibashi M.,,Polymorphism of estrogen response element in TFF1 gene promoter is associated with an increased susceptibility to gastric cancer,2012,Gene,8,10.1016/j.gene.2011.10.048,Iran,Article,Kazerun,0,Journal,2-s2.0-84155188832
Ge Y.,,TFF1 inhibits proliferation and induces apoptosis of gastric cancer cells in vitro,2012,Bosnian Journal of Basic Medical Sciences,11,10.17305/bjbms.2012.2499,China,Article,Shanghai,1,Journal,2-s2.0-84861705766
Chu G.,,Gastrointestinal tract specific gene GDDR inhibits the progression of gastric cancer in a TFF1 dependent manner,2012,Molecular and Cellular Biochemistry,17,10.1007/s11010-011-1030-z,China,Article,Xi'an,0,Journal,2-s2.0-83555174833
Luo X.,,A functional variant in microRNA-146a promoter modulates its expression and confers disease risk for systemic lupus erythematosus,2011,PLoS Genetics,190,10.1371/journal.pgen.1002128,China;China,Article,Shanghai;Shanghai,1,Journal,2-s2.0-79959836816
Soutto M.,,Loss of TFF1 is associated with activation of NF-κB-mediated inflammation and gastric neoplasia in mice and humans,2011,Journal of Clinical Investigation,73,10.1172/JCI43922,United States,Article,Nashville,0,Journal,2-s2.0-79955509042
Park S.R.,,CYP2A6 and ERCC1 polymorphisms correlate with efficacy of S-1 plus cisplatin in metastatic gastric cancer patients,2011,British Journal of Cancer,47,10.1038/bjc.2011.24,South Korea,Article,Goyang,1,Journal,2-s2.0-79953211573
