Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Chen T.,,Emerging molecular classifications and therapeutic implications for gastric cancer,2016,Chinese journal of cancer,18,10.1186/s40880-016-0111-5,China,Review,Shanghai,1,Journal,2-s2.0-85015434373
Zhou F.,,"Associations of potentially functional variants in IL-6, JAKs and STAT3 with gastric cancer risk in an eastern Chinese population",2016,Oncotarget,14,10.18632/oncotarget.8492,China;China,Article,Shanghai;Shanghai,1,Journal,2-s2.0-84968764087
Skierucha M.,,Molecular alterations in gastric cancer with special reference to the early-onset subtype,2016,World Journal of Gastroenterology,25,10.3748/wjg.v22.i8.2460,Poland,Review,Lublin,1,Journal,2-s2.0-84959930598
Jia Z.,,CD24 genetic variants contribute to overall survival in patients with gastric cancer,2016,World Journal of Gastroenterology,4,10.3748/wjg.v22.i7.2373,China;China,Article,Changchun;Shenyang,1,Journal,2-s2.0-84959864437
Wang T.,,Interleukin (IL)-4 -590C&gt;T polymorphism is not associated with the susceptibility of gastric cancer: An updated meta-analysis,2016,Annals of Medicine and Surgery,3,10.1016/j.amsu.2016.05.011,China,Review,Harbin,1,Journal,2-s2.0-84979609810
Chen W.,,"The updated incidences and mortalities of major cancers in China, 2011",2015,Chinese Journal of Cancer,166,10.1186/s40880-015-0042-6,China,Review,Beijing,1,Journal,2-s2.0-84947445670
Lu X.,,Detection and Clinical Significance of COX-2 Gene SNPs in Gastric Cancer,2015,Cell Biochemistry and Biophysics,4,10.1007/s12013-014-0465-8,China,Article,,0,Journal,2-s2.0-84933673723
Cristescu R.,,Molecular analysis of gastric cancer identifies subtypes associated with distinct clinical outcomes,2015,Nature Medicine,650,10.1038/nm.3850,United States,Article,Kenilworth,0,Journal,2-s2.0-84937765053
Stahl P.,,"Heterogeneity of amplification of HER2, EGFR, CCND1 and MYC in gastric cancer",2015,BMC Gastroenterology,74,10.1186/s12876-015-0231-4,Germany,Article,Hamburg,1,Journal,2-s2.0-84923923107
Zeng H.,,"Cancer survival in China, 2003-2005: A population-based study",2015,International Journal of Cancer,372,10.1002/ijc.29227,China,Review,Beijing,0,Journal,2-s2.0-84922632963
Veeriah S.,,High-throughput time-resolved FRET reveals Akt/PKB activation as a poor prognostic marker in breast cancer,2014,Cancer Research,16,10.1158/0008-5472.CAN-13-3382,United Kingdom,Article,London,1,Journal,2-s2.0-84907546621
Lee J.,,Nanostring-based multigene assay to predict recurrence for gastric cancer patients after surgery,2014,PLoS ONE,59,10.1371/journal.pone.0090133,South Korea,Article,Suwon,1,Journal,2-s2.0-84897139887
Xu C.,,Statistical validation of normal tissue complication probability models,2012,International Journal of Radiation Oncology Biology Physics,24,10.1016/j.ijrobp.2012.02.022,Netherlands,Article,Groningen,0,Journal,2-s2.0-84865674669
Yang X.,,The pathobiological features of gastrointestinal cancers (Review),2012,Oncology Letters,20,10.3892/ol.2012.628,China,Review,Shenyang,1,Journal,2-s2.0-84863241310
Zabaleta J.,,Multifactorial etiology of gastric cancer,2012,Methods in Molecular Biology,95,10.1007/978-1-61779-612-8_26,United States,Review,New Orleans,0,Book Series,2-s2.0-84859940334
Xu C.,,Impact of statistical learning methods on the predictive power of multivariate normal tissue complication probability models,2012,International Journal of Radiation Oncology Biology Physics,31,10.1016/j.ijrobp.2011.09.036,Netherlands,Article,Groningen,0,Journal,2-s2.0-84857921712
von dem Knesebeck A.,,RANK (TNFRSF11A) is Epigenetically Inactivated and induces apoptosis in gliomas,2012,Neoplasia (United States),12,10.1596/neo.12360,Germany,Article,Bonn,1,Journal,2-s2.0-84865624175
Jemal A.,,Global cancer statistics,2011,CA Cancer Journal for Clinicians,27698,10.3322/caac.20107,United States,Article,Atlanta,1,Journal,2-s2.0-79952232216
Ferlay J.,,Estimates of worldwide burden of cancer in 2008: GLOBOCAN 2008,2010,International Journal of Cancer,12343,10.1002/ijc.25516,France,Article,Lyon,0,Journal,2-s2.0-78049485263
Friedman J.,,Regularization paths for generalized linear models via coordinate descent,2010,Journal of Statistical Software,4993,10.18637/jss.v033.i01,United States,Article,Palo Alto,1,Journal,2-s2.0-77950537175
Catalano V.,,Gastric cancer,2009,Critical Reviews in Oncology/Hematology,303,10.1016/j.critrevonc.2009.01.004,Italy,Review,Pesaro,0,Journal,2-s2.0-67649449102
O'Neal J.,,Neurobeachin (NBEA) is a target of recurrent interstitial deletions at 13q13 in patients with MGUS and multiple myeloma,2009,Experimental Hematology,27,10.1016/j.exphem.2008.10.014,United States,Article,St. Louis,0,Journal,2-s2.0-58149195202
Hossain M.S.,,N-MYC promotes cell proliferation through a direct transactivation of neuronal leucine-rich repeat protein-1 (NLRR1) gene in neuroblastoma,2008,Oncogene,24,10.1038/onc.2008.200,Japan;Japan,Article,Chiba;Chuo-ku,1,Journal,2-s2.0-53649092492
McAvoy S.,,Non-random inactivation of large common fragile site genes in different cancers,2007,Cytogenetic and Genome Research,53,10.1159/000108309,United States,Article,Rochester,0,Journal,2-s2.0-36248991908
Yang L.,,Incidence and mortality of gastric cancer in China,2006,World Journal of Gastroenterology,502,10.3748/wjg.v12.i1.17,China,Review,Beijing,1,Journal,2-s2.0-31144445320
Paria B.C.,,Tumor necrosis factor-α induces nuclear factor-κB-dependent TRPC1 expression in endothelial cells,2003,Journal of Biological Chemistry,78,10.1074/jbc.M304287200,United States,Article,Chicago,1,Journal,2-s2.0-0141733243
Sordillo E.M.,,Rank-Fc: A therapeutic antagonist for RANK-L in myeloma,2003,Cancer,76,10.1002/cncr.11134,United States,Conference Paper,New York,1,Journal,2-s2.0-0037303260
Kennedy N.,,Role of JNK in tumor development.,2003,"Cell cycle (Georgetown, Tex.)",191,,United States,Review,Worcester,0,Journal,2-s2.0-0141723393
Heagerty P.,,Time-dependent ROC curves for censored survival data and a diagnostic marker,2000,Biometrics,1205,10.1111/j.0006-341X.2000.00337.x,United States;United States,Article,Seattle;Seattle,0,Journal,2-s2.0-0033936550
Tibshirani R.,,The lasso method for variable selection in the cox model,1997,Statistics in Medicine,1164,10.1002/(SICI)1097-0258(19970228)16:4<385::AID-SIM380>3.0.CO;2-3,Canada,Article,Toronto,0,Journal,2-s2.0-0031015557
O'Quigley J.,,Cox's regression model: computing a goodness of fit statistic,1986,Computer Methods and Programs in Biomedicine,33,10.1016/0169-2607(86)90001-5,France,Article,Paris,0,Journal,2-s2.0-0022588908
