Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Li X.,,Repression of tumor suppressor miR-451 is essential for NOTCH1-induced oncogenesis in T-ALL,2011,Journal of Experimental Medicine,91,10.1084/jem.20102384,United States,Article,Boston,0,Journal,2-s2.0-79955756373
Molitoris J.,,Glucocorticoid-mediated repression of the oncogenic microRNA cluster miR-17-92 contributes to the induction of bim and initiation of apoptosis,2011,Molecular Endocrinology,71,10.1210/me.2010-0402,United States,Article,Cleveland,1,Journal,2-s2.0-79952165235
Paganin M.,,Molecular pathogenesis and targeted therapies for NOTCH1-induced T-cell acute lymphoblastic leukemia,2011,Blood Reviews,103,10.1016/j.blre.2010.09.004,United States,Article,New York,0,Journal,2-s2.0-79951516547
Jiang N.,,BIM is a prognostic biomarker for early prednisolone response in pediatric acute lymphoblastic leukemia,2011,Experimental Hematology,29,10.1016/j.exphem.2010.11.009,Singapore,Article,Singapore City,0,Journal,2-s2.0-79951944939
Sun S.,,Non-canonical NF-κB signaling pathway,2011,Cell Research,538,10.1038/cr.2010.177,United States,Review,Houston,1,Journal,2-s2.0-78650920066
Fujita P.,,The UCSC genome browser database: Update 2011,2011,Nucleic Acids Research,799,10.1093/nar/gkq963,United States,Article,Santa Cruz,1,Journal,2-s2.0-78651320424
Bousquet M.,,MicroRNA miR-125b causes leukemia,2010,Proceedings of the National Academy of Sciences of the United States of America,203,10.1073/pnas.1016611107,United States,Article,Cambridge,1,Journal,2-s2.0-78650736233
Schotte D.,,Expression of miR-196b is not exclusively MLL-driven but is especially linked to activation of HOXA genes in pediatric acute lymphoblastic leukemia,2010,Haematologica,74,10.3324/haematol.2010.023481,Netherlands,Article,Rotterdam,1,Journal,2-s2.0-77957821737
Friard O.,,CircuitsDB: A database of mixed microRNA/transcription factor feed-forward regulatory circuits in human and mouse,2010,BMC Bioinformatics,86,10.1186/1471-2105-11-435,Italy,Article,Turin,1,Journal,2-s2.0-77956520986
Zhao H.,,"MicroRNA and leukemia: Tiny molecule, great function",2010,Critical Reviews in Oncology/Hematology,47,10.1016/j.critrevonc.2009.05.001,China,Review,Tianjin,0,Journal,2-s2.0-77953358265
Wong P.,,The miR-17-92 microRNA polycistron regulates MLL leukemia stem cell potential by modulating p21 expression,2010,Cancer Research,140,10.1158/0008-5472.CAN-09-3268,United States;United States,Article,Stanford;Cambridge,1,Journal,2-s2.0-77951757309
Hagemeijer A.,,ABLI rearrangements in T-cell acute lymphoblastic leukemia,2010,Genes Chromosomes and Cancer,45,10.1002/gcc.20743,Belgium,Review,3000 Leuven,0,Journal,2-s2.0-77949369691
Mavrakis K.J.,,Genome-wide RNA-mediated interference screen identifies miR-19 targets in Notch-induced T-cell acute lymphoblastic leukaemia,2010,Nature Cell Biology,252,10.1038/ncb2037,United States,Article,New York,0,Journal,2-s2.0-77950518606
Mi S.,,Aberrant overexpression and function of the miR-17-92 cluster in MLL-rearranged acute leukemia,2010,Proceedings of the National Academy of Sciences of the United States of America,115,10.1073/pnas.0914900107,United States;China,Article,Chicago;Beijing,1,Journal,2-s2.0-77649241350
Sasaki K.,,MiR-17-92 expression in differentiated T cells - implications for cancer immunotherapy,2010,Journal of Translational Medicine,51,10.1186/1479-5876-8-17,United States,Article,Pittsburgh,1,Journal,2-s2.0-77949452240
Guo A.Y.,,A Novel microRNA and transcription factor mediated regulatory network in schizophrenia,2010,BMC Systems Biology,120,10.1186/1752-0509-4-10,United States,Article,Nashville,1,Journal,2-s2.0-77949426688
Li W.,,Interleukin-7 regulates Bim proapoptotic activity in peripheral T-cell survival,2010,Molecular and Cellular Biology,27,10.1128/MCB.01006-09,United States,Article,Frederick,1,Journal,2-s2.0-75149169481
Sun S.,,CYLD: A tumor suppressor deubiquitinase regulating NF-B activation and diverse biological processes,2010,Cell Death and Differentiation,234,10.1038/cdd.2009.43,United States,Review,Houston,1,Journal,2-s2.0-77449150629
Mu P.,,Genetic dissection of the miR-17-92 cluster of microRNAs in Myc-induced B-cell lymphomas,2009,Genes and Development,366,10.1101/gad.1872909,United States,Article,New York,1,Journal,2-s2.0-72849125619
Olive V.,,miR-19 is a key oncogenic component of mir-17-92,2009,Genes and Development,462,10.1101/gad.1861409,United States,Article,Berkeley,1,Journal,2-s2.0-72849120988
Fulci V.,,Characterization of B- and T-lineage acute lymphoblastic leukemia by integrated analysis of microRNA and mRNA expression profiles,2009,Genes Chromosomes and Cancer,71,10.1002/gcc.20709,Italy,Article,Rome,0,Journal,2-s2.0-70350233444
Gutierrez A.,,"High frequency of PTEN, PI3K, and AKT abnormalities in T-cell acute lymphoblastic leukemia",2009,Blood,307,10.1182/blood-2009-02-206722,United States;United States,Article,Boston;Boston,0,Journal,2-s2.0-70149087158
Re A.,,Genome-wide survey of microRNA-transcription factor feed-forward regulatory circuits in human,2009,Molecular BioSystems,89,10.1039/b900177h,Italy,Article,Trento,1,Journal,2-s2.0-70349334678
Wang J.,,TransmiR: A transcription factor microRNA regulation database,2009,Nucleic Acids Research,289,10.1093/nar/gkp803,China,Article,Beijing,1,Journal,2-s2.0-75549092303
Huang D.,,Systematic and integrative analysis of large gene lists using DAVID bioinformatics resources,2009,Nature Protocols,19313,10.1038/nprot.2008.211,United States,Article,Frederick,0,Journal,2-s2.0-61449172037
Nagel S.,,Activation of miR-17-92 by NK-like homeodomain proteins suppresses apoptosis via reduction of E2F1 in T-cell acute lymphoblastic leukemia,2009,Leukemia and Lymphoma,58,10.1080/10428190802626632,Germany,Article,Braunschweig,0,Journal,2-s2.0-59249099105
Teitell M.A.,,Molecular genetics of acute lymphoblastic leukemia,2009,Annual Review of Pathology: Mechanisms of Disease,59,10.1146/annurev.pathol.4.110807.092227,United States,Review,Los Angeles,0,Book Series,2-s2.0-66149113692
Coustan-Smith E.,,Early T-cell precursor leukaemia: a subtype of very high-risk acute lymphoblastic leukaemia,2009,The Lancet Oncology,527,10.1016/S1470-2045(08)70314-0,United States,Article,"Memphis TN,",0,Journal,2-s2.0-58749095816
Chalhoub N.,,PTEN and the PI3-kinase pathway in cancer,2009,Annual Review of Pathology: Mechanisms of Disease,712,10.1146/annurev.pathol.4.110807.092311,United States,Review,"Memphis TN,",0,Book Series,2-s2.0-66149141021
Jiang Q.,,miR2Disease: A manually curated database for microRNA deregulation in human disease,2009,Nucleic Acids Research,883,10.1093/nar/gkn714,China,Article,Harbin,1,Journal,2-s2.0-58149179989
Schotte D.,,Identification of new microRNA genes and aberrant microRNA profiles in childhood acute lymphoblastic leukemia,2009,Leukemia,154,10.1038/leu.2008.286,Netherlands,Article,Rotterdam,1,Journal,2-s2.0-60149100762
Brosh R.,,p53-repressed miRNAs are involved with E2F in a feed-forward loop promoting proliferation,2008,Molecular Systems Biology,126,10.1038/msb.2008.65,Israel,Article,Rehovot,1,Journal,2-s2.0-57049085506
Silva A.,,PTEN posttranslational inactivation and hyperactivation of the PI3K/Akt pathway sustain primary T cell leukemia viability,2008,Journal of Clinical Investigation,311,10.1172/JCI34616,Portugal,Article,Lisbon,0,Journal,2-s2.0-55849138418
Lu M.,,An analysis of human microRNA and disease associations,2008,PLoS ONE,630,10.1371/journal.pone.0003420,China;China,Article,Beijing;Beijing,1,Journal,2-s2.0-54849408182
Renner O.,,Genetic modelling of the PTEN/AKT pathway in cancer research,2008,Clinical and Translational Oncology,19,10.1007/s12094-008-0262-1,Spain,Article,Madrid,0,Journal,2-s2.0-58149382112
Van Vlierberghe P.,,Molecular-genetic insights in paediatric T-cell acute lymphoblastic leukaemia,2008,British Journal of Haematology,105,10.1111/j.1365-2141.2008.07314.x,Belgium;Netherlands,Review,Ghent;Rotterdam,1,Journal,2-s2.0-52749085175
Yu Z.,,A cyclin D1/microRNA 17/20 regulatory feedback loop in control of breast cancer cell proliferation,2008,Journal of Cell Biology,292,10.1083/jcb.200801079,United States,Article,Philadelphia,1,Journal,2-s2.0-49749086530
Palomero T.,,The role of the PTEN/AKT pathway in NOTCH1-induced leukemia,2008,Cell Cycle,170,10.4161/cc.7.8.5753,United States,Review,New York,1,Journal,2-s2.0-43549123531
