Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Sawada G.,,Genomic Landscape of Esophageal Squamous Cell Carcinoma in a Japanese Population,2016,Gastroenterology,122,10.1053/j.gastro.2016.01.035,Japan;Japan,Article,Suita;Fukuoka,1,Journal,2-s2.0-84964343756
Qin H.D.,,Genomic Characterization of Esophageal Squamous Cell Carcinoma Reveals Critical Genes Underlying Tumorigenesis and Poor Prognosis,2016,American Journal of Human Genetics,65,10.1016/j.ajhg.2016.02.021,China;United States,Article,Guangzhou;Bethesda,1,Journal,2-s2.0-84964917106
Li S.X.,,Tetherin/BST-2 promotes dendritic cell activation and function during acute retrovirus infection,2016,Scientific Reports,15,10.1038/srep20425,United States;United States,Article,Denver;Boulder,1,Journal,2-s2.0-84957587267
Cheng C.,,Whole-Genome Sequencing Reveals Diverse Models of Structural Variations in Esophageal Squamous Cell Carcinoma,2016,American Journal of Human Genetics,63,10.1016/j.ajhg.2015.12.013,China,Article,Taiyuan,1,Journal,2-s2.0-84957799431
Siegel R.,,"Cancer statistics, 2016",2016,CA Cancer Journal for Clinicians,18360,10.3322/caac.21332,United States,Article,Atlanta,1,Journal,2-s2.0-84954400636
Zhang L.,,Genomic analyses reveal mutational signatures and frequently altered genes in esophageal squamous cell carcinoma,2015,American Journal of Human Genetics,160,10.1016/j.ajhg.2015.02.017,China,Article,Taiyuan,1,Journal,2-s2.0-84926142624
Lawrence M.S.,,Comprehensive genomic characterization of head and neck squamous cell carcinomas,2015,Nature,1530,10.1038/nature14129,United States,Article,Cambridge,1,Journal,2-s2.0-84923197605
Yun T.,,Methylation of CHFR sensitizes esophageal squamous cell cancer to docetaxel and paclitaxel,2015,Genes and Cancer,20,,China,Article,Beijing,0,Journal,2-s2.0-84949505981
Torre L.,,"Global cancer statistics, 2012",2015,CA Cancer Journal for Clinicians,18844,10.3322/caac.21262,United States,Article,Atlanta,1,Journal,2-s2.0-84924271853
Gao Y.B.,,Genetic landscape of esophageal squamous cell carcinoma,2014,Nature Genetics,295,10.1038/ng.3076,China,Article,Beijing,0,Journal,2-s2.0-84922068082
Bass A.J.,,Comprehensive molecular characterization of gastric adenocarcinoma,2014,Nature,2467,10.1038/nature13480,United States,Article,Boston,1,Journal,2-s2.0-84907270779
Petrick J.,,Prevalence of human papillomavirus among oesophageal squamous cell carcinoma cases: Systematic review and meta-analysis,2014,British Journal of Cancer,46,10.1038/bjc.2014.96,United States,Article,Chapel Hill,1,Journal,2-s2.0-84899942680
Lin D.C.,,Genomic and molecular characterization of esophageal squamous cell carcinoma,2014,Nature Genetics,283,10.1038/ng.2935,Singapore;United States,Article,Singapore City;Los Angeles,0,Journal,2-s2.0-84899628626
Song Y.,,Identification of genomic alterations in oesophageal squamous cell cancer,2014,Nature,505,10.1038/nature13176,China,Article,Beijing,0,Journal,2-s2.0-84899747138
Gatta G.,,Cancer survival in Europe 1999-2007 by country and age: Results of EUROCARE-5 - A population-based study,2014,The Lancet Oncology,1065,10.1016/S1470-2045(13)70546-1,Italy,Article,Milan,0,Journal,2-s2.0-84891372505
Kozomara A.,,MiRBase: Annotating high confidence microRNAs using deep sequencing data,2014,Nucleic Acids Research,3056,10.1093/nar/gkt1181,United Kingdom,Article,Manchester,1,Journal,2-s2.0-84891818318
Lawrence M.S.,,Mutational heterogeneity in cancer and the search for new cancer-associated genes,2013,Nature,2671,10.1038/nature12213,United States,Article,Cambridge,0,Journal,2-s2.0-84880507665
Yang L.,,Diverse mechanisms of somatic structural variations in human cancer genomes,2013,Cell,174,10.1016/j.cell.2013.04.010,United States,Article,Boston,1,Journal,2-s2.0-84877722178
