Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Tamura G.,,Two distinct regions of deletion on the long arm of chromosome 5 in differentiated adenocarcinomas of the stomach,1996,Cancer Research,103,,Japan,Article,Morioka,0,Journal,2-s2.0-0030022331
Tamura G.,,Microsatellite Alterations in Adenoma and Differentiated Adenocarcinoma of the Stomach,1995,Cancer Research,94,,Japan,Article,Morioka,0,Journal,2-s2.0-0028955266
Maesawa C.,,The sequential accumulation of genetic alterations characteristic of the colorectal adenoma–carcinoma sequence does not occur between gastric adenoma and adenocarcinoma,1995,The Journal of Pathology,120,10.1002/path.1711760307,Japan;Japan,Article,Morioka;Morioka,0,Journal,2-s2.0-0029113003
Mori T.,,Accumulation of genetic alterations during esophageal carcinogenesis,1994,Human Molecular Genetics,46,10.1093/hmg/3.11.1969,Japan,Article,Kitakyushu,0,Journal,2-s2.0-0027967541
Ogasawara S.,,Lack of mutations of the adenomatous polyposis coli gene in oesophageal and gastric carcinomas,1994,Virchows Archiv,44,10.1007/BF00195774,Japan,Article,Morioka,0,Journal,2-s2.0-0027936587
Tamura G.,,Mutations of the APC Gene Occur during Early Stages of Gastric Adenoma Development,1994,Cancer Research,90,,Japan,Article,Morioka,0,Journal,2-s2.0-0028222940
Nawroz H.,,Allelotype of Head and Neck Squamous Cell Carcinoma,1994,Cancer Research,357,,United States;United States,Article,Baltimore;Baltimore,0,Journal,2-s2.0-0028350523
Kuniyasu H.,,Frequent loss of heterozygosity of the long arm of chromosome 7 is closely associated with progression of human gastric carcinomas,1994,International Journal of Cancer,73,10.1002/ijc.2910590504,Japan,Article,Hiroshima,0,Journal,2-s2.0-0028037032
Antonioli D.,,Precursors of gastric carcinoma: A critical review with a brief description of early (curable) gastric cancer,1994,Human Pathology,87,10.1016/0046-8177(94)90058-2,United States,Review,Boston,0,Journal,2-s2.0-0027967898
Aoki T.,,Allelotype study of esophageal carcinoma,1994,"Genes, Chromosomes and Cancer",109,10.1002/gcc.2870100305,Japan,Article,Matsumoto,0,Journal,2-s2.0-0028362513
Rhyu M.,,Microsatellite instability occurs frequently in human gastric carcinoma,1994,Oncogene,183,,United States,Article,Baltimore,0,Journal,2-s2.0-0028029122
Mitra A.,,Allelotype Analysis of Cervical Carcinoma,1994,Cancer Research,205,,United States,Article,New York,0,Journal,2-s2.0-0028048475
Chong J.,,Microsatellite Instability in the Progression of Gastric Carcinoma,1994,Cancer Research,208,,Japan,Article,Tokyo,0,Journal,2-s2.0-0027936775
Knowles M.A.,,Allelotype of Human Bladder Cancer,1994,Cancer Research,286,,United Kingdom,Article,Oxted,0,Journal,2-s2.0-0028009282
Han H.,,Genetic Instability in Pancreatic Cancer and Poorly Differentiated type of Gastric Cancer,1993,Cancer Research,479,,Japan,Article,Tokyo,0,Journal,2-s2.0-0027363208
Tahara E.,,Molecular mechanism of stomach carcinogenesis,1993,Journal of Cancer Research and Clinical Oncology,333,10.1007/BF01212724,Japan,Editorial,Hiroshima,0,Journal,2-s2.0-0027533164
Tamura G.,,Primary Gastric Carcinoma Cells Frequently Lose Heterozygosity at the APC and MCC Genetic Loci,1993,Japanese Journal of Cancer Research,49,10.1111/j.1349-7006.1993.tb02794.x,Japan,Article,Morioka,0,Journal,2-s2.0-0027381316
Uchino S.,,p53 Mutation in gastric cancer: A genetic model for carcinogenesis is common to gastric and colorectal cancer,1993,International Journal of Cancer,199,10.1002/ijc.2910540509,Japan;Japan,Article,Oita;Chuo-ku,0,Journal,2-s2.0-0027239795
Nakatsuru S.,,Somatic mutation of the APC gene in gastric cancer: Frequent mutations in very well differentiated adenocarcinoma and signet-ring cell carcinoma,1992,Human Molecular Genetics,224,10.1093/hmg/1.8.559,Japan;Japan,Article,Tokyo;Tokyo,0,Journal,2-s2.0-0026948827
Uchino S.,,Frequent Loss of Heterozygosity at the DCC Locus in Gastric Cancer,1992,Cancer Research,202,,Japan;Japan,Article,Oita;Chuo-ku,0,Journal,2-s2.0-0026642513
Powell S.,,APC mutations occur early during colorectal tumorigenesis,1992,Nature,1535,10.1038/359235a0,United States,Article,Baltimore,0,Journal,2-s2.0-0026630266
Kihana T.,,Point Mutation of c‐Ki‐ras Oncogene in Gastric Adenoma and Adenocarcinoma with Tubular Differentiation,1991,Japanese Journal of Cancer Research,77,10.1111/j.1349-7006.1991.tb01847.x,Japan,Article,Chuo-ku,1,Journal,2-s2.0-0025965097
Tannini G.,,Detection of Frequent p53 Gene Mutations in Primary Gastric Cancer by Cell Sorting and Polymerase Chain Reaction Single-Strand Conformation Polymorphism Analysis,1991,Cancer Research,245,,Japan,Article,Chuo-ku,0,Journal,2-s2.0-0025880420
Sano T.,,"Frequent Loss of Heterozygosity on Chromosomes Iq, 5q, and 17p in Human Gastric Carcinomas",1991,Cancer Research,260,,Japan;Japan;Japan;Japan,Article,Higashihiroshima;Tokyo;Fukushima;Morioka,0,Journal,2-s2.0-0025807514
Mcguire W.,,Loss of heterozygosity in breast cancer: Cause or effect?,1989,Journal of the National Cancer Institute,15,10.1093/jnci/81.23.1764,United States,Editorial,San Antonio,1,Journal,2-s2.0-0024329457
Fey M.F.,,Clonal allele loss in gastrointestinal cancers,1989,British Journal of Cancer,56,10.1038/bjc.1989.157,,Article,,1,Journal,2-s2.0-0024390277
Vogelstein B.,,Genetic Alterations during Colorectal-Tumor Development,1988,New England Journal of Medicine,5496,10.1056/NEJM198809013190901,United States,Article,Baltimore,0,Journal,2-s2.0-0023748414
