Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Newman M.E.J.,,The structure and dynamics of networks,2011,The Structure and Dynamics of Networks,388,,Mexico,Book,,0,Book,2-s2.0-84924972227
Bianconi G.,,Number of loops of size h in growing scale-free networks,2003,Physical Review Letters,81,,Switzerland,Article,Fribourg,0,Journal,2-s2.0-0142013808
Farkas I.,,"The topology of the transcription regulatory network in the yeast, Saccharomyces cerevisiae",2003,Physica A: Statistical Mechanics and its Applications,89,10.1016/S0378-4371(02)01731-4,Hungary;United States,Article,Budapest;Evanston,0,Journal,2-s2.0-0037442317
Socolar J.,,Scaling in ordered and critical random Boolean networks,2003,Physical Review Letters,97,10.1103/PhysRevLett.90.068702,United States;United States,Article,Santa Fe;Durham,0,Journal,2-s2.0-3343006617
Vázquez A.,,Computational complexity arising from degree correlations in networks,2003,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",50,,Italy,Article,Trieste,0,Journal,2-s2.0-0037509852
Goltsev A.V.,,Critical phenomena in networks,2003,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",85,,Portugal;Russian Federation,Article,Porto;Saint Petersburg (ex Leningrad),0,Journal,2-s2.0-0037509854
Meyers L.,,Applying network theory to epidemics: Control measures for Mycoplasma pneumoniae outbreaks,2003,Emerging Infectious Diseases,141,10.3201/eid0902.020188,United States;United States,Article,Santa Fe;Austin,1,Journal,2-s2.0-0037324329
Newman M.E.J.,,Mixing patterns in networks,2003,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",1527,,United States;United States,Article,Santa Fe;Ann Arbor,0,Journal,2-s2.0-0038752085
Vazquez F.,,Constrained opinion dynamics: Freezing and slow evolution,2003,Journal of Physics A: Mathematical and General,94,10.1088/0305-4470/36/3/103,United States,Article,Boston,0,Journal,2-s2.0-0242329868
Vázquez A.,,Resilience to damage of graphs with degree correlations,2003,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",160,,Italy,Article,Trieste,0,Journal,2-s2.0-0038523739
Newman M.,,Ego-centered networks and the ripple effect,2003,Social Networks,161,10.1016/S0378-8733(02)00039-4,United States,Article,Santa Fe,0,Journal,2-s2.0-0037210183
Jeong H.,,Measuring preferential attachment in evolving networks,2003,Europhysics Letters,316,10.1209/epl/i2003-00166-9,South Korea;United States,Article,Yusong;Notre Dame,0,Journal,2-s2.0-0037325259
Cohen R.,,Scale-Free Networks Are Ultrasmall,2003,Physical Review Letters,517,10.1103/PhysRevLett.90.058701,Israel,Article,Ramat Gan,0,Journal,2-s2.0-0037423295
Jordano P.,,Invariant properties in coevolutionary networks of plant-animal interactions,2003,Ecology Letters,507,10.1046/j.1461-0248.2003.00403.x,Spain,Article,Sevilla,0,Journal,2-s2.0-0037266152
Ravasz E.,,Hierarchical organization in complex networks,2003,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",1243,10.1103/PhysRevE.67.026112,United States,Article,Notre Dame,0,Journal,2-s2.0-84930064585
Motter A.E.,,Cascade-based attacks on complex networks,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",1192,10.1103/PhysRevE.66.065102,United States,Article,Tempe,0,Journal,2-s2.0-41349094978
Söderberg B.,,General formalism for inhomogeneous random graphs,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",139,10.1103/PhysRevE.66.066121,Sweden,Article,Lund,0,Journal,2-s2.0-41349085965
Fronczak A.,,Higher order clustering coefficients in Barabási-Albert networks,2002,Physica A: Statistical Mechanics and its Applications,51,10.1016/S0378-4371(02)01336-5,Poland,Article,Warsaw,0,Journal,2-s2.0-0037114570
Kinouchi O.,,Deterministic walks in random networks: An application to thesaurus graphs,2002,Physica A: Statistical Mechanics and its Applications,40,10.1016/S0378-4371(02)00972-X,Brazil,Article,Sao Paulo,0,Journal,2-s2.0-0037058796
Chung F.,,The average distances in random graphs with given expected degrees,2002,Proceedings of the National Academy of Sciences of the United States of America,435,10.1073/pnas.252631999,United States,Article,San Diego,1,Journal,2-s2.0-0037058980
Tadić B.,,Temporal fractal structures: Origin of power laws in the world-wide Web,2002,Physica A: Statistical Mechanics and its Applications,19,10.1016/S0378-4371(02)01072-5,Slovenia,Conference Paper,Ljubljana,0,Journal,2-s2.0-0036943360
Latora V.,,Is the Boston subway a small-world network?,2002,Physica A: Statistical Mechanics and its Applications,436,10.1016/S0378-4371(02)01089-0,Italy,Conference Paper,Catania,0,Journal,2-s2.0-0036940215
Ebel H.,,Coevolutionary games on networks,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",209,10.1103/PhysRevE.66.056118,Germany,Article,Kiel,0,Journal,2-s2.0-41349103440
Krapivsky P.,,Finiteness and fluctuations in growing networks,2002,Journal of Physics A: Mathematical and General,85,10.1088/0305-4470/35/45/302,United States,Article,Boston,0,Journal,2-s2.0-0037111694
Stelling J.,,Metabolic network structure determines key aspects of functionality and regulation,2002,Nature,559,10.1038/nature01166,Germany,Article,Magdeburg,0,Journal,2-s2.0-0037079050
Warren C.P.,,Geography in a scale-free network model,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",113,10.1103/PhysRevE.66.056105,United States,Article,Ann Arbor,0,Journal,2-s2.0-41349097269
Kim J.,,Infinite-order percolation and giant fluctuations in a protein interaction network,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",132,10.1103/PhysRevE.66.055101,South Korea,Article,Seoul,0,Journal,2-s2.0-37649031137
Valverde S.,,Scale-free networks from optimal design,2002,Europhysics Letters,265,10.1209/epl/i2002-00248-2,Spain,Article,Barcelona,0,Journal,2-s2.0-0036853235
Milo R.,,Network motifs: Simple building blocks of complex networks,2002,Science,4252,10.1126/science.298.5594.824,Israel,Article,Rehovot,0,Journal,2-s2.0-0037174670
Boguñá M.,,Epidemic spreading in correlated complex networks,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",360,10.1103/PhysRevE.66.047104,Spain,Article,Barcelona,0,Journal,2-s2.0-41349119541
Yook S.,,Modeling the internet's large-scale topology,2002,Proceedings of the National Academy of Sciences of the United States of America,482,10.1073/pnas.172501399,United States,Article,Notre Dame,1,Journal,2-s2.0-0037108908
Williams R.,,Two degrees of separation in complex food webs,2002,Proceedings of the National Academy of Sciences of the United States of America,257,10.1073/pnas.192448799,United States,Article,San Francisco,1,Journal,2-s2.0-0036791001
Goh K.,,Classification of scale-free networks,2002,Proceedings of the National Academy of Sciences of the United States of America,264,10.1073/pnas.202301299,South Korea,Article,Seoul,1,Journal,2-s2.0-0036792011
Dunne J.,,Food-web structure and network theory: The role of connectance and size,2002,Proceedings of the National Academy of Sciences of the United States of America,784,10.1073/pnas.192407699,United States;United States,Article,Santa Fe;San Francisco,1,Journal,2-s2.0-0036789926
Ebel H.,,Scale-free topology of e-mail networks,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",617,10.1103/PhysRevE.66.035103,Germany,Article,Kiel,0,Journal,2-s2.0-33847112108
Jost J.,,Evolving networks with distance preferences,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",61,10.1103/PhysRevE.66.036126,United States;Germany,Article,Santa Fe;Leipzig,0,Journal,2-s2.0-41349106334
Holme P.,,Edge overload breakdown in evolving networks,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",122,10.1103/PhysRevE.66.036119,Sweden,Article,Umea,0,Journal,2-s2.0-37649030871
Newman M.E.J.,,Email networks and the spread of computer viruses,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",557,10.1103/PhysRevE.66.035101,United States,Article,Santa Fe,0,Journal,2-s2.0-37649029105
Ravasz E.,,Hierarchical organization of modularity in metabolic networks,2002,Science,2749,10.1126/science.1073374,United States,Article,Evanston,0,Journal,2-s2.0-0037199968
Kim B.J.,,Dynamic instabilities induced by asymmetric influence: Prisoners’ dilemma game in small-world networks,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",181,10.1103/PhysRevE.66.021907,South Korea,Article,Kyonggi-do,0,Journal,2-s2.0-37649031447
Albert R.,,Statistical mechanics of complex networks,2002,Reviews of Modern Physics,13636,10.1103/RevModPhys.74.47,United States;United States,Article,Minneapolis;Notre Dame,0,Journal,2-s2.0-0036013593
Moreno Y.,,The Bak-Sneppen model on scale-free networks,2002,Europhysics Letters,35,10.1209/epl/i2002-00529-8,Italy,Article,Trieste,0,Journal,2-s2.0-0036334054
Moreno Y.,,Instability of scale-free networks under node-breaking avalanches,2002,Europhysics Letters,187,10.1209/epl/i2002-00442-2,Italy,Article,Trieste,0,Journal,2-s2.0-0037062046
Lahtinen J.,,Random spreading phenomena in annealed small world networks,2002,Physica A: Statistical Mechanics and its Applications,16,10.1016/S0378-4371(02)00625-8,Finland,Article,Espoo,0,Journal,2-s2.0-0037102643
Barabási A.,,Evolution of the social network of scientific collaborations,2002,Physica A: Statistical Mechanics and its Applications,1606,10.1016/S0378-4371(02)00736-7,United States;Hungary,Article,Notre Dame;Budapest,0,Journal,2-s2.0-0037102646
Dunne J.,,Network structure and biodiversity loss in food webs: Robustness increases with connectance,2002,Ecology Letters,933,10.1046/j.1461-0248.2002.00354.x,United States;United States,Article,Santa Fe;San Francisco,0,Journal,2-s2.0-0036316089
Garfinkel I.,,Assortative mating among unmarried parents: Implications for ability to pay child support,2002,Journal of Population Economics,20,10.1007/s001480100100,United States,Review,New York,0,Journal,2-s2.0-0036667678
Grassberger P.,,Go with the winners: A general Monte Carlo strategy,2002,Computer Physics Communications,72,10.1016/S0010-4655(02)00205-9,Germany,Conference Paper,Jülich,0,Journal,2-s2.0-0036681893
Newman M.,,The structure and function of networks,2002,Computer Physics Communications,122,10.1016/S0010-4655(02)00201-1,United States,Conference Paper,Santa Fe,0,Journal,2-s2.0-0036681932
Barahona M.,,Synchronization in small-world systems,2002,Physical Review Letters,1250,10.1103/PhysRevLett.89.054101,United States,Article,Pasadena,0,Journal,2-s2.0-3343010976
Schwartz N.,,Percolation in directed scale-free networks,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",144,10.1103/PhysRevE.66.015104,Israel,Article,Ramat Gan,0,Journal,2-s2.0-41349101495
Newman M.E.J.,,Spread of epidemic disease on networks,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",1839,10.1103/PhysRevE.66.016128,United States;United States,Article,Santa Fe;Ann Arbor,1,Journal,2-s2.0-41349106348
Hong H.,,Comment on “Ising model on a small world network”,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",79,10.1103/PhysRevE.66.018101,South Korea,Note,Seoul,0,Journal,2-s2.0-37649030242
Dorogovtsev S.N.,,Ising model on networks with an arbitrary distribution of connections,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",249,10.1103/PhysRevE.66.016104,Portugal;Russian Federation,Article,Porto;Saint Petersburg (ex Leningrad),0,Journal,2-s2.0-41349093937
Leone M.,,Ferromagnetic ordering in graphs with arbitrary degree distribution,2002,European Physical Journal B,170,10.1140/epjb/e2002-00220-0,Italy,Article,Genoa,0,Journal,2-s2.0-19044366730
Aleksiejuk A.,,Ferromagnetic phase transition in Barabási-Albert networks,2002,Physica A: Statistical Mechanics and its Applications,180,10.1016/S0378-4371(02)00740-9,Poland,Article,Warsaw,0,Journal,2-s2.0-0036644717
Vázquez A.,,Large-scale topological and dynamical properties of the Internet,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",531,10.1103/PhysRevE.65.066130,Italy,Article,Trieste,0,Journal,2-s2.0-41349090299
Motter A.E.,,Topology of the conceptual network of language,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",236,10.1103/PhysRevE.65.065102,United States,Article,Tempe,0,Journal,2-s2.0-41349116699
Dorogovtsev S.N.,,Pseudofractal scale-free web,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",383,10.1103/PhysRevE.65.066122,Portugal;Russian Federation,Article,Porto;Saint Petersburg (ex Leningrad),0,Journal,2-s2.0-41349104020
Krapivsky P.,,A statistical physics perspective on Web growth,2002,Computer Networks,51,10.1016/S1389-1286(02)00212-8,United States,Conference Paper,Boston,0,Journal,2-s2.0-0037150734
Herrero C.P.,,Ising model in small-world networks,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",138,10.1103/PhysRevE.65.066110,Spain,Article,Cantoblanco,0,Journal,2-s2.0-41349106526
Holme P.,,Vertex overload breakdown in evolving networks,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",209,10.1103/PhysRevE.65.066109,Sweden,Article,Umea,0,Journal,2-s2.0-37649026650
Girvan M.,,Community structure in social and biological networks,2002,Proceedings of the National Academy of Sciences of the United States of America,8651,10.1073/pnas.122653799,United States;United States,Article,Santa Fe;Ithaca,1,Journal,2-s2.0-0037062448
Doye J.P.K.,,Network topology of a potential energy landscape: A static scale-free network,2002,Physical Review Letters,153,,United Kingdom,Article,Cambridge,0,Journal,2-s2.0-19044389971
Camacho J.,,Robust patterns in food web structure,2002,Physical review letters,228,,United States,Article,Boston,0,Journal,2-s2.0-0011822339
Dorogovtsev S.,,Evolution of networks,2002,Advances in Physics,2214,10.1080/00018730110112519,Portugal,Article,Porto,0,Journal,2-s2.0-0036610173
Watts D.,,Identity and search in social networks,2002,Science,647,10.1126/science.1070120,United States,Article,New York,0,Journal,2-s2.0-0037123661
Ergün G.,,Human sexual contact network as a bipartite graph,2002,Physica A: Statistical Mechanics and its Applications,38,10.1016/S0378-4371(02)00628-3,United Kingdom,Article,Uxbridge,0,Journal,2-s2.0-0037092928
De Arcangelis L.,,Self-organized criticality on small world networks,2002,Physica A: Statistical Mechanics and its Applications,44,10.1016/S0378-4371(02)00549-6,Italy,Article,Naples,0,Journal,2-s2.0-0037092917
Maslov S.,,Specificity and stability in topology of protein networks,2002,Science,1956,10.1126/science.1065103,United States,Article,Upton,0,Journal,2-s2.0-0037012880
Moukarzel C.F.,,Shortest paths on systems with power-law distributed long-range connections,2002,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",54,10.1103/PhysRevE.65.056709,Mexico;Brazil,Article,Mexico City;Niteroi,0,Journal,2-s2.0-37649028238
Holme P.,,Attack vulnerability of complex networks,2002,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",1088,10.1103/PhysRevE.65.056109,Sweden,Article,Umea,0,Journal,2-s2.0-41349120887
Eckmann J.,,Curvature of co-links uncovers hidden thematic layers in the World Wide Web,2002,Proceedings of the National Academy of Sciences of the United States of America,202,10.1073/pnas.032093399,Switzerland,Article,Geneva,1,Journal,2-s2.0-0037197899
Watts D.,,A simple model of global cascades on random networks,2002,Proceedings of the National Academy of Sciences of the United States of America,1442,10.1073/pnas.082090499,United States,Article,New York,1,Journal,2-s2.0-0037197979
Pennock D.,,Winners don't take all: Characterizing the competition for links on the web,2002,Proceedings of the National Academy of Sciences of the United States of America,303,10.1073/pnas.032085699,United States,Article,Princeton,1,Journal,2-s2.0-0037117457
Moreno Y.,,Epidemic outbreaks in complex heterogeneous networks,2002,European Physical Journal B,711,10.1007/s10051-002-8996-y,Italy,Article,Trieste,0,Journal,2-s2.0-0000494582
Kuperman M.,,Stochastic resonance in a model of opinion formation on small-world networks,2002,European Physical Journal B,65,10.1007/s10051-002-8978-0,Argentina,Article,San Carlos de Bariloche,0,Journal,2-s2.0-0037861723
Corman S.,,Studying Complex Discursive Systems Centering Resonance Analysis of Communication,2002,Human Communication Research,194,10.1093/hcr/28.2.157,United States,Review,Tempe,0,Journal,2-s2.0-0036252735
Davidsen J.,,Emergence of a small world from local interactions: Modeling acquaintance networks,2002,Physical Review Letters,220,,Germany,Article,Kiel,0,Journal,2-s2.0-4243206713
Almaas E.,,Characterizing the structure of small-world networks,2002,Physical Review Letters,45,,United States,Article,Columbus,0,Journal,2-s2.0-4243337283
Flake G.W.,,Self-organization and identification of web communities,2002,Computer,734,10.1109/2.989932,United States,Article,Princeton,0,Trade Journal,2-s2.0-0036497195
Sigman M.,,Global organization of the Wordnet lexicon,2002,Proceedings of the National Academy of Sciences of the United States of America,170,10.1073/pnas.022341799,United States,Article,New York,1,Journal,2-s2.0-0037022306
Iamnitchi A.,,Locating data in (small-world?) peer-to-peer scientific collaborations,2002,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),37,10.1007/3-540-45748-8_22,United States,Conference Paper,Chicago,0,Book Series,2-s2.0-77954207771
Stauffer D.,,Monte Carlo simulations of Sznajd models,2002,JASSS,42,,,Article,,0,Journal,2-s2.0-0013157018
Kleinberg J.,,Small-world phenomena and the dynamics of information,2002,Advances in Neural Information Processing Systems,65,,United States,Conference Paper,Ithaca,0,Conference Proceeding,2-s2.0-84898958607
