Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Wu Y.,,Coritivity-based influence maximization in social networks,2014,Physica A: Statistical Mechanics and its Applications,15,10.1016/j.physa.2014.09.010,China,Article,Beijing,0,Journal,2-s2.0-84907527862
Zhao Y.,,Agglomerative clustering based on label propagation for detecting overlapping and hierarchical communities in complex networks,2014,Advances in Complex Systems,2,10.1142/S0219525914500210,China,Article,Shanghai,0,Journal,2-s2.0-84929506040
Gao C.,,A Bio-Inspired Methodology of Identifying Influential Nodes in Complex Networks,2013,PLoS ONE,48,10.1371/journal.pone.0066732,China,Article,Chongqing,1,Journal,2-s2.0-84879161936
McAuley J.,,Learning to discover social circles in ego networks,2012,Advances in Neural Information Processing Systems,803,,,Conference Paper,,0,Conference Proceeding,2-s2.0-84877749932
Chen D.,,Identifying influential nodes in complex networks,2012,Physica A: Statistical Mechanics and its Applications,594,10.1016/j.physa.2011.09.017,China,Article,Chengdu,0,Journal,2-s2.0-84655175098
Goyal A.,,SIMPATH: An efficient algorithm for influence maximization under the Linear Threshold model,2011,"Proceedings - IEEE International Conference on Data Mining, ICDM",296,10.1109/ICDM.2011.132,Canada,Conference Paper,Vancouver,0,Conference Proceeding,2-s2.0-84857144698
Keeling M.,,Modeling infectious diseases in humans and animals,2011,Modeling Infectious Diseases in Humans and Animals,1375,,,Book,,0,Book,2-s2.0-84924261283
Lü L.,,"Leaders in social networks, the delicious case",2011,PLoS ONE,437,10.1371/journal.pone.0021202,Switzerland;China;China,Article,Fribourg;Shanghai;Chengdu,1,Journal,2-s2.0-79959575935
Lee C.,,Seeding for pervasively overlapping communities,2011,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",13,10.1103/PhysRevE.83.066107,Ireland,Article,Dublin,0,Journal,2-s2.0-79961059181
Even-Dar E.,,A note on maximizing the spread of influence in social networks,2011,Information Processing Letters,35,10.1016/j.ipl.2010.11.015,United States,Article,Mountain View,0,Journal,2-s2.0-78649566046
Chen W.,,Scalable influence maximization in social networks under the linear threshold model,2010,"Proceedings - IEEE International Conference on Data Mining, ICDM",517,10.1109/ICDM.2010.118,China,Conference Paper,Beijing,0,Conference Proceeding,2-s2.0-79951737128
Chen W.,,Scalable influence maximization for prevalent viral marketing in large-scale social networks,2010,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,999,10.1145/1835804.1835934,China,Conference Paper,Beijing,0,Conference Proceeding,2-s2.0-77956192689
Opsahl T.,,Node centrality in weighted networks: Generalizing degree and shortest paths,2010,Social Networks,1350,10.1016/j.socnet.2010.03.006,United Kingdom,Article,London,0,Journal,2-s2.0-77953537026
Fortunato S.,,Community detection in graphs,2010,Physics Reports,5864,10.1016/j.physrep.2009.11.002,Italy,Review,Turin,0,Journal,2-s2.0-74049087026
Kimura M.,,Extracting influential nodes on a social network for information diffusion,2010,Data Mining and Knowledge Discovery,151,10.1007/s10618-009-0150-5,Japan,Article,Kyoto,0,Journal,2-s2.0-76749098758
