Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Ross C.,,Personality and motivations associated with Facebook use,2009,Computers in Human Behavior,977,10.1016/j.chb.2008.12.024,Canada,Article,Windsor,0,Journal,2-s2.0-59049098640
Barkhi R.,,The impact of personality type on purchasing decisions in virtual stores,2007,Information Technology and Management,48,10.1007/s10799-007-0021-y,United Arab Emirates;United States,Article,Sharjah;Blacksburg,0,Journal,2-s2.0-36148987716
Ebeling-Witte S.,,"Shyness, internet use, and personality",2007,Cyberpsychology and Behavior,131,10.1089/cpb.2007.9964,United States,Article,Galloway Township,0,Journal,2-s2.0-35348815134
Cunningham D.,,Innovative E-commerce site design: A conceptual model to match consumer MBTI dimensions to Website design,2007,Journal of Internet Commerce,8,10.1300/J179v06n03_01,United States,Article,Rohnert Park,0,Journal,2-s2.0-34548844728
Tsai H.,,Determinants of e-repurchase intentions: An integrative model of quadruple retention drivers,2007,Information and Management,169,10.1016/j.im.2006.11.006,Taiwan,Article,Chung-Li,0,Journal,2-s2.0-34247850671
Kim H.,,Value-based Adoption of Mobile Internet: An empirical investigation,2007,Decision Support Systems,823,10.1016/j.dss.2005.05.009,Singapore,Article,Singapore City,0,Journal,2-s2.0-33846235029
McElroy J.C.,,Dispositional factors in internet use: Personality versus cognitive style,2007,MIS Quarterly: Management Information Systems,260,10.2307/25148821,United States,Article,Ames,0,Journal,2-s2.0-38549117477
Turel O.,,User acceptance of wireless short messaging services: Deconstructing perceived value,2007,Information and Management,272,10.1016/j.im.2006.10.005,Canada,Article,Hamilton,0,Journal,2-s2.0-33845901246
Turel O.,,Satisfaction with mobile services in Canada: An empirical investigation,2006,Telecommunications Policy,168,10.1016/j.telpol.2005.10.003,Canada,Article,Hamilton,0,Journal,2-s2.0-33646150000
Goby V.,,Personality and online/offline choices: MBTI profiles and favored communication modes in a Singapore study,2006,Cyberpsychology and Behavior,45,10.1089/cpb.2006.9.5,Turkey,Article,Mersin,0,Journal,2-s2.0-33644935890
Sweeney J.,,Consumer perceived value: The development of a multiple item scale,2001,Journal of Retailing,2248,10.1016/S0022-4359(01)00041-0,Australia,Article,Perth,0,Journal,2-s2.0-0001710569
Keil M.,,A cross-cultural study on escalation of commitment behavior in software projects,2000,MIS Quarterly: Management Information Systems,823,10.2307/3250940,United States;United States,Article,Atlanta;Atlanta,0,Journal,2-s2.0-0040918921
Cronin J.J.,,"Assessing the effects of quality, value, and customer satisfaction on consumer behavioral intentions in service environments",2000,Journal of Retailing,3104,10.1016/S0022-4359(00)00028-2,United States,Article,Tallahassee,0,Journal,2-s2.0-0002704641
Venkatesh V.,,Theoretical extension of the Technology Acceptance Model: Four longitudinal field studies,2000,Management Science,8367,10.1287/mnsc.46.2.186.11926,,Article,,0,Journal,2-s2.0-0033872521
