Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Greene S.K.,,"Patterns of influenza-associated mortality among US elderly by geographic region and virus subtype, 1968-1998",2006,American Journal of Epidemiology,56,10.1093/aje/kwj040,United States;United States,Article,Ann Arbor;Atlanta,1,Journal,2-s2.0-32544456710
Dushoff J.,,Mortality due to influenza in the United States - An annualized regression approach using multiple-cause mortality data,2006,American Journal of Epidemiology,195,10.1093/aje/kwj024,United States;United States,Article,Bethesda;Princeton,1,Journal,2-s2.0-30344476995
Ferrari M.,,Estimation and inference of R<inf>0</inf> of an infectious pathogen by a removal method,2005,Mathematical Biosciences,49,10.1016/j.mbs.2005.08.002,United States,Article,University Park,0,Journal,2-s2.0-27644594199
Ferguson N.M.,,Strategies for containing an emerging influenza pandemic in Southeast Asia,2005,Nature,1212,10.1038/nature04017,United Kingdom,Article,London,0,Journal,2-s2.0-23844436610
Viboud C.,,Multinational impact of the 1968 Hong Kong influenza pandemic: Evidence for a smoldering pandemic,2005,Journal of Infectious Diseases,135,10.1086/431150,United States,Article,Bethesda,0,Journal,2-s2.0-22244452609
Simonsen L.,,Impact of influenza vaccination on seasonal mortality in the US elderly population,2005,Archives of Internal Medicine,415,10.1001/archinte.165.3.265,United States,Article,Bethesda,1,Journal,2-s2.0-13444267330
Mills C.,,Transmissibility of 1918 pandemic influenza,2004,Nature,476,10.1038/nature03063,United States,Article,Boston,0,Journal,2-s2.0-11144334667
Viboud C.,,Risk factors of influenza transmission in households,2004,British Journal of General Practice,224,,United States;France;France,Article,Bethesda;Paris;Paris,0,Journal,2-s2.0-4544347037
Xia Y.,,Measles metapopulation dynamics: A gravity model for epidemiological coupling and dynamics,2004,American Naturalist,180,10.1086/422341,Singapore,Article,Singapore City,0,Journal,2-s2.0-4143075752
Smith D.J.,,Mapping the antigenic and genetic evolution of influenza virus,2004,Science,969,10.1126/science.1097211,Netherlands;United Kingdom,Article,Rotterdam;Cambridge,0,Journal,2-s2.0-3142682239
Grais R.,,Modeling the spread of annual influenza epidemics in the U.S.: The potential role of air travel,2004,Health Care Management Science,81,10.1023/B:HCMS.0000020652.38181.da,United States;France,Article,Baltimore;Paris,0,Journal,2-s2.0-2642580090
Grenfell B.,,Unifying the Epidemiological and Evolutionary Dynamics of Pathogens,2004,Science,744,10.1126/science.1090727,United Kingdom,Review,Cambridge,0,Journal,2-s2.0-0346373759
Grais R.,,Assessing the impact of airline travel on the geographic spread of pandemic influenza,2003,European Journal of Epidemiology,166,10.1023/A:1026140019146,France,Article,Paris,0,Journal,2-s2.0-0242301057
Ferguson N.,,Ecological and immunological determinants of influenza evolution,2003,Nature,460,10.1038/nature01509,United Kingdom,Article,London,0,Journal,2-s2.0-0037468827
Smallman-Raynor M.,,"The spatial anatomy of an epidemic: Influenza in London and the county boroughs of England and Wales, 1918-1919",2002,Transactions of the Institute of British Geographers,23,10.1111/1475-5661.00065,United Kingdom,Article,Nottingham,0,Journal,2-s2.0-0036924078
Bjørnstad O.,,Dynamics of measles epidemics: Estimating scaling of transmission rates using a Time series SIR model,2002,Ecological Monographs,312,10.1890/0012-9615(2002)072[0169:DOMEES]2.0.CO;2,United States,Article,University Park,0,Journal,2-s2.0-0036590892
Grenfell B.,,Travelling waves and spatial hierarchies in measles epidemics,2001,Nature,620,10.1038/414716a,United Kingdom,Article,Cambridge,0,Journal,2-s2.0-0035856957
Earn D.,,A simple model for complex dynamical transitions in epidemics,2000,Science,452,10.1126/science.287.5453.667,Canada;United Kingdom,Article,Hamilton;Cambridge,0,Journal,2-s2.0-0034723248
Bjørnstad O.,,Spatial population dynamics: Analyzing patterns and processes of population synchrony,1999,Trends in Ecology and Evolution,535,10.1016/S0169-5347(99)01677-8,United States,Review,Santa Barbara,0,Journal,2-s2.0-0033231663
Klimov A.,,Surveillance and impact of influenza in the United States,1999,Vaccine,48,10.1016/S0264-410X(99)00104-8,United States,Conference Paper,Atlanta,0,Journal,2-s2.0-0033618328
Bonabeau E.,,The geographical spread of influenza,1998,Proceedings of the Royal Society B: Biological Sciences,56,10.1098/rspb.1998.0593,United States,Article,Santa Fe,0,Journal,2-s2.0-0032559010
Monto A.S.,,Studies of the community and family: Acute respiratory illness and infection,1994,Epidemiologic Reviews,137,10.1093/oxfordjournals.epirev.a036158,United States,Article,Ann Arbor,0,Journal,2-s2.0-0028609819
Mollison D.,,Dependence of epidemic and population velocities on basic parameters,1991,Mathematical Biosciences,201,10.1016/0025-5564(91)90009-8,United Kingdom,Article,Edinburgh,0,Journal,2-s2.0-0026360188
Flahault A.,,Modelling the 1985 influenza epidemic in France,1988,Statistics in Medicine,65,10.1002/sim.4780071107,France,Article,Paris,0,Journal,2-s2.0-0023815391
Longini I.,,Predicting the global spread of new infectious agents,1986,American Journal of Epidemiology,94,10.1093/oxfordjournals.aje.a114253,United States,Review,Atlanta,0,Journal,2-s2.0-0022600870
