Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Durrett R.,,Some features of the spread of epidemics and information on a random graph,2010,Proceedings of the National Academy of Sciences of the United States of America,91,10.1073/pnas.0914402107,United States,Article,Ithaca,1,Journal,2-s2.0-77949647264
Chatterjee S.,,Contact processes on random graphs with power law degree distributions have critical value 0,2009,Annals of Probability,92,10.1214/09-AOP471,United States,Article,Ithaca,1,Journal,2-s2.0-77049093438
Gómez-Gardeñes J.,,Spreading of sexually transmitted diseases in heterosexual populations,2008,Proceedings of the National Academy of Sciences of the United States of America,80,10.1073/pnas.0707332105,Italy;Spain,Article,Catania;Zaragoza,1,Journal,2-s2.0-40349114409
Kenah E.,,Second look at the spread of epidemics on networks,2007,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",143,10.1103/PhysRevE.76.036113,United States,Article,Boston,0,Journal,2-s2.0-34848857029
Keeling M.,,Networks and epidemic models,2005,Journal of the Royal Society Interface,863,10.1098/rsif.2005.0051,United Kingdom,Review,Coventry,1,Journal,2-s2.0-33646893242
Newman M.E.J.,,Spread of epidemic disease on networks,2002,"Physical Review E - Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics",1841,10.1103/PhysRevE.66.016128,United States;United States,Article,Santa Fe;Ann Arbor,1,Journal,2-s2.0-41349106348
Johnson A.,,"Sexual behaviour in Britain: Partnerships, practices, and HIV risk behaviours",2001,Lancet,660,10.1016/S0140-6736(01)06883-0,United Kingdom,Article,London,0,Journal,2-s2.0-0035657752
Newman M.E.J.,,Random graphs with arbitrary degree distributions and their applications,2001,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",2213,,United States;United States,Article,Santa Fe;Ithaca,0,Journal,2-s2.0-0035420732
Pastor-Satorras R.,,Epidemic spreading in scale-free networks,2001,Physical Review Letters,3738,10.1103/PhysRevLett.86.3200,Spain,Article,Barcelona,0,Journal,2-s2.0-0035794256
Kretzschmar M.,,Sexual network structure and sexually transmitted disease prevention: A modeling perspective,2000,Sexually Transmitted Diseases,53,10.1097/00007435-200011000-00011,Netherlands,Article,Bilthoven,0,Journal,2-s2.0-0033728131
Kretzschmar M.,,Modeling prevention strategies for gonorrhea and chlamydia using stochastic network simulations,1996,American Journal of Epidemiology,144,10.1093/oxfordjournals.aje.a008926,Netherlands,Article,Bilthoven,1,Journal,2-s2.0-0029838985
Levin S.,,From individuals to epidemics,29,Philosophical Transactions of the Royal Society B: Biological Sciences,123,10.1098/rstb.1996.0145,United States,Article,Princeton,0,Journal,2-s2.0-0030606117
Morris M.,,Telling tails explain the discrepancy in sexual partner reports,1993,Nature,111,10.1038/365437a0,United Kingdom;United States,Article,Cambridge;New York,0,Journal,2-s2.0-0027377742
Smith T.W.,,Discrepancies between men and women in reporting number of sexual partners: a summary from four countries.,Fall-Winter,Social biology,74,10.1080/19485565.1992.9988817,United States,Article,Chicago,0,Journal,2-s2.0-0026921445
