Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Lin N.,,The position generator: Measurement techniques for investigations of social capital,2017,Social Capital: Theory and Research,154,,,Chapter,,0,Book,2-s2.0-84905243576
Lin N.,,Social Capital: An International Research Program,2012,Social Capital: An International Research Program,93,10.1093/acprof:oso/9780199234387.001.0001,United States,Book,Durham,0,Book,2-s2.0-84929622143
Newman M.,,The structure and dynamics of networks,2011,The Structure and Dynamics of Networks,1018,,,Book,,0,Book,2-s2.0-84884073625
Schnettler S.,,A small world on feet of clay? A comparison of empirical small-world studies against best-practice criteria,2009,Social Networks,15,10.1016/j.socnet.2008.12.005,United States,Article,New Haven,0,Journal,2-s2.0-67349147108
Röper A.,,Social networks and getting a home: Do contacts matter?,2009,Social Networks,29,10.1016/j.socnet.2008.09.002,Netherlands,Article,Utrecht,0,Journal,2-s2.0-56649085077
Fulkerson G.M.,,The evolution of a contested concept: A meta-analysis of social capital definitions and trends (1988-2006),2008,Sociological Inquiry,47,10.1111/j.1475-682X.2008.00260.x,United States,Article,Oneonta,0,Journal,2-s2.0-53249136390
Liben-Nowell D.,,Tracing information flow on a global scale using Internet chain-letter data,2008,Proceedings of the National Academy of Sciences of the United States of America,266,10.1073/pnas.0708471105,United States,Article,Northfield,1,Journal,2-s2.0-42449155545
Centola D.,,Complex contagions and the weakness of long ties,2007,American Journal of Sociology,704,10.1086/521848,United States,Article,Cambridge,0,Journal,2-s2.0-38949109629
Bainbridge W.S.,,The scientific research potential of virtual worlds,2007,Science,576,10.1126/science.1146930,United States,Review,Arlington,0,Journal,2-s2.0-34547606452
Christakis N.,,The spread of obesity in a large social network over 32 years,2007,New England Journal of Medicine,2894,10.1056/NEJMsa066082,United States;United States;United States,Article,Cambridge;Cambridge;Boston,0,Journal,2-s2.0-34547170053
Plickert G.,,"It's not who you know, it's how you know them: Who exchanges what with whom?",2007,Social Networks,113,10.1016/j.socnet.2007.01.007,Canada,Article,Toronto,0,Journal,2-s2.0-34250777390
