Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Grassly N.,,Host immunity and synchronized epidemics of syphilis across the United States,2005,Nature,153,10.1038/nature03072,United Kingdom,Article,London,0,Journal,2-s2.0-13444278646
Hufnagel L.,,Forecast and control of epidemics in a globalized world,2004,Proceedings of the National Academy of Sciences of the United States of America,621,10.1073/pnas.0308344101,,Article,,1,Journal,2-s2.0-6344221308
Ramos-Fernández G.,,Lévy walk patterns in the foraging movements of spider monkeys (Ateles geoffroyi),2004,Behavioral Ecology and Sociobiology,328,10.1007/s00265-003-0700-6,Mexico;Mexico,Article,Merida;Ciudad Universitaria,0,Journal,2-s2.0-4043118128
Webby R.,,Are We Ready for Pandemic Influenza?,2003,Science,484,10.1126/science.1090350,United States,Review,"Memphis TN,",0,Journal,2-s2.0-0344395604
Brockmann D.,,Lévy flights in inhomogeneous media,2003,Physical Review Letters,87,,Germany,Article,Gottingen,0,Journal,2-s2.0-3543142410
Levin S.A.,,The Ecology and Evolution of Seed Dispersal: A Theoretical Perspective,2003,"Annual Review of Ecology, Evolution, and Systematics",487,10.1146/annurev.ecolsys.34.011802.132428,United States,Review,Princeton,0,Book Series,2-s2.0-0842344606
Nathan R.,,Mechanisms of long-distance dispersal of seeds by wind,2002,Nature,435,10.1038/nature00844,Israel,Article,Beer Sheba,0,Journal,2-s2.0-0037173645
Grenfell B.,,Travelling waves and spatial hierarchies in measles epidemics,2001,Nature,620,10.1038/414716a,United Kingdom,Article,Cambridge,0,Journal,2-s2.0-0035856957
Keeling M.,,Dynamics of the 2001 UK foot and mouth epidemic: Stochastic dispersal in a heterogeneous landscape,2001,Science,596,10.1126/science.1065973,United Kingdom,Article,Cambridge,0,Journal,2-s2.0-0035955427
Nathan R.,,The challenges of studying dispersal,2001,Trends in Ecology and Evolution,174,10.1016/S0169-5347(01)02272-8,United States,Conference Paper,Princeton,0,Journal,2-s2.0-0035452282
Metzler R.,,The random walk's guide to anomalous diffusion: A fractional dynamics approach,2000,Physics Report,5250,10.1016/S0370-1573(00)00070-3,Israel,Review,Tel Aviv-Yafo,0,Journal,2-s2.0-0002641421
Klafter J.,,Beyond brownian motion,1996,Physics Today,619,10.1063/1.881487,Israel,Article,Tel Aviv-Yafo,0,Trade Journal,2-s2.0-6044267533
Viswanathan G.,,Lévy flight search patterns of wandering albatrosses,1996,Nature,861,10.1038/381413a0,United States,Article,Boston,0,Journal,2-s2.0-0029668502
Kot M.,,Dispersal data and the spread of invading organisms,1996,Ecology,966,10.2307/2265698,United States;Canada,Article,Knoxville;Victoria,0,Journal,2-s2.0-0030426365
Shlesinger M.,,Random walks with infinite spatial and temporal moments,1982,Journal of Statistical Physics,249,10.1007/BF01011089,United States;United States,Article,College Park;San Diego,0,Journal,2-s2.0-0001479044
Montroll E.,,Random walks on lattices. II,1965,Journal of Mathematical Physics,2108,10.1063/1.1704269,United States,Article,College Park,0,Journal,2-s2.0-0002567920
