Authors,Author(s) ID,Title,Year,Source tittle,Cited by,DOI,Country,Document Type,City,Access Type,aggregationType,EID
Perrin N.,,"Local competition, inbreeding, and the evolution of sex-biased dispersal",2000,American Naturalist,344,10.1086/303296,Switzerland,Article,Lausanne,0,Journal,2-s2.0-0034008195
Keller L.F.,,Inbreeding and its fitness effects in an insular population of song sparrows (Melospiza melodia),1998,Evolution,257,10.1111/j.1558-5646.1998.tb05157.x,United States;United States,Review,Madison;Princeton,1,Journal,2-s2.0-0031902920
Doncaster C.,,Balanced dispersal between spatially varying local populations: An alternative to the source-sink model,1997,American Naturalist,132,10.1086/286074,United Kingdom;France,Article,Southampton;Paris,0,Journal,2-s2.0-0030868689
Eshel I.,,Continuous stability and evolutionary convergence,1997,Journal of Theoretical Biology,60,10.1006/jtbi.1996.0312,Israel,Article,Tel Aviv-Yafo,0,Journal,2-s2.0-0031557669
Favre L.,,Female-biased dispersal in the monogamous mammal Crocidura russula : Evidence from field data and microsatellite patterns,1997,Proceedings of the Royal Society B: Biological Sciences,286,10.1098/rspb.1997.0019,Switzerland,Article,Lausanne,0,Journal,2-s2.0-0030744883
Holt R.,,Chaotic population dynamics favors the evolution of dispersal,1996,American Naturalist,158,10.1086/285949,United States,Review,Lawrence,0,Journal,2-s2.0-0030389963
Olivieri I.,,Metapopulation genetics and the evolution of dispersal,1995,American Naturalist,253,10.1086/285795,France,Article,Montpellier,0,Journal,2-s2.0-0028978465
Motro U.,,Evolutionary and continuous stability in asymmetric games with continuous strategy sets: The parental investment conflict as an example,1994,American Naturalist,43,10.1086/285672,Israel,Article,Jerusalem,0,Journal,2-s2.0-0028162279
Motro U.,,Avoiding inbreeding and sibling competition: the evolution of sexual dimorphism for dispersal,1991,American Naturalist,100,10.1086/285148,Israel,Article,Jerusalem,0,Journal,2-s2.0-0026066089
Cohen D.,,Dispersal in patchy environments: The effects of temporal and spatial structure,1991,Theoretical Population Biology,139,10.1016/0040-5809(91)90041-D,Israel,Article,Jerusalem,0,Journal,2-s2.0-0026272696
Christiansen F.,,On conditions for evolutionary stability for a continuously varying character,1991,American Naturalist,291,10.1086/285203,Denmark,Article,Aarhus,0,Journal,2-s2.0-0026268536
Taylor P.,,Evolutionary stability in one-parameter models under weak selection,1989,Theoretical Population Biology,212,10.1016/0040-5809(89)90025-7,Canada,Article,Kingston,0,Journal,2-s2.0-0000872113
Taylor P.,,An inclusive fitness model for dispersal of offspring,1988,Journal of Theoretical Biology,158,10.1016/S0022-5193(88)80035-3,Canada,Article,Kingston,0,Journal,2-s2.0-0000651186
Frank S.,,Dispersal polymorphisms in subdivided populations,1986,Journal of Theoretical Biology,124,10.1016/S0022-5193(86)80122-9,United States,Article,Ann Arbor,0,Journal,2-s2.0-0023044251
Motro U.,,Optimal rates of dispersal. III. Parent-offspring conflict,1983,Theoretical Population Biology,61,10.1016/0040-5809(83)90011-4,Israel,Article,Tel Aviv-Yafo,0,Journal,2-s2.0-0001551215
Motro U.,,Optimal rates of dispersal II. Diploid populations,1982,Theoretical Population Biology,50,10.1016/0040-5809(82)90027-2,Israel,Article,Tel Aviv-Yafo,0,Journal,2-s2.0-49049135855
Motro U.,,Optimal rates of dispersal I. Haploid populations,1982,Theoretical Population Biology,74,10.1016/0040-5809(82)90026-0,Israel,Article,Tel Aviv-Yafo,0,Journal,2-s2.0-49049132474
Greenwood P.J.,,The natal and breeding dispersal of birds.,1982,Annual review of ecology and systematics. Volume 13,1010,10.1146/annurev.es.13.110182.000245,United Kingdom,Article,Durham,0,Book,2-s2.0-0020409721
Greenwood P.,,"Mating systems, philopatry and dispersal in birds and mammals",1980,Animal Behaviour,2516,10.1016/S0003-3472(80)80103-5,United Kingdom,Article,Brighton,0,Journal,2-s2.0-0000456480
Bengtsson B.,,Avoiding inbreeding: at what cost?,1978,Journal of Theoretical Biology,203,10.1016/0022-5193(78)90151-0,Sweden,Article,Lund,0,Journal,2-s2.0-0018072787
Grafen A.,,A model of mate desertion,1978,Animal Behaviour,94,10.1016/0003-3472(78)90131-8,United Kingdom,Article,Oxford,0,Journal,2-s2.0-0000721939
Hamiltion W.,,Dispersal in stable habitats,1977,Nature,851,10.1038/269578a0,United Kingdom,Article,London,0,Journal,2-s2.0-0001208065
Smith J.,,Parental investment: A prospective analysis,1977,Animal Behaviour,671,10.1016/0003-3472(77)90062-8,United Kingdom,Article,Brighton,0,Journal,2-s2.0-0017614417
Fretwell S.,,On territorial behavior and other factors influencing habitat distribution in birds - I. Theoretical development,1969,Acta Biotheoretica,2836,10.1007/BF01601953,United States,Article,Raleigh,0,Journal,2-s2.0-34250482960
